client_id,street,city,zip,site_client_id,location_id,address,table_name
Edge Express,925 E Dixon Blvd,Shelby,28152,438,2,"Edge Express, 925 E Dixon Blvd, Shelby, NC, 28152",q4_new_car_wash_edge_express
Cool Clean Car Wash,1255 W Palmetto Park Rd,Boca Raton,33486,380,1,"Cool Clean Car Wash, 1255 W Palmetto Park Rd, Boca Raton, FL, 33486",q4_new_car_wash_cool_clean_car_wash
Pelican Auto Wash,11370 US-1,North Palm Beach,33408,1102,1,"Pelican Auto Wash, 11370 US-1, North Palm Beach, FL, 33408",q4_new_car_wash_pelican_auto_wash
Wash Rite,2504 Grand Central Ave,Vienna,26105,1557,3,"Wash Rite, 2504 Grand Central Ave, Vienna, WV, 26105",q4_new_car_wash_wash_rite
Waters Car Wash,2375 S Kanner Hwy,Stuart,34994,1589,1,"Waters Car Wash, 2375 S Kanner Hwy, Stuart, FL, 34994",q4_new_car_wash_waters_car_wash
David Chevrolet,10225 Niagara Falls Blvd,Niagara Falls,14304,412,1,"David Chevrolet, 10225 Niagara Falls Blvd, Niagara Falls, NY, 14304",q4_new_car_wash_david_chevrolet
Blue Iguana,3155 S Campbell Ave,Springfield,65807,89,7,"Blue Iguana, 3155 S Campbell Ave, Springfield, MO, 65807",q4_new_car_wash_blue_iguana
FoamWorks Express,369 Westfork Ct,Lithia Springs,30122,508,8,"FoamWorks Express, 369 Westfork Ct, Lithia Springs, GA, 30122",q4_new_car_wash_foamworks_express
Go Clean Pensacola,6658 Mobile Hwy,Pensacola,32526,560,2,"Go Clean Pensacola, 6658 Mobile Hwy, Pensacola, FL, 32526",q4_new_car_wash_go_clean_pensacola
JJscarwash,121 Maple Leaf Dr,League City,77573,650,3,"JJscarwash, 121 Maple Leaf Dr, League City, TX, 77573",q4_new_car_wash_jjscarwash
Green Ocean Car Wash,187 Teaticket Hwy,Falmouth,2536,583,1,"Green Ocean Car Wash, 187 Teaticket Hwy, Falmouth, MA, 2536",q4_new_car_wash_green_ocean_car_wash
Wash 37135,118 Henslee Dr,Dickson,37055,1517,3,"Wash 37135, 118 Henslee Dr, Dickson, TN, 37055",q4_new_car_wash_wash_37135
Total Package Car Wash,713 NE 13th Ave,Cape Coral,33909,1451,3,"Total Package Car Wash, 713 NE 13th Ave, Cape Coral, FL, 33909",q4_new_car_wash_total_package_car_wash
Chagrin Auto Spa,8327 E Washington St,Chagrin Falls,44023,286,1,"Chagrin Auto Spa, 8327 E Washington St, Chagrin Falls, OH, 44023",q4_new_car_wash_chagrin_auto_spa
Haffners,469 Haverhill St,Lawrence,1841,594,2,"Haffners, 469 Haverhill St, Lawrence, MA, 1841",q4_new_car_wash_haffners
Edge Express,1696 E Dixon Blvd,Shelby,28152,446,4,"Edge Express, 1696 E Dixon Blvd, Shelby, NC, 28152",q4_new_car_wash_edge_express
FoamWorks Express,5200 Altama Ave,Brunswick,31525,511,6,"FoamWorks Express, 5200 Altama Ave, Brunswick, GA, 31525",q4_new_car_wash_foamworks_express
Wash Rite,2521 Murdoch Ave,Parkersburg,26101,1556,4,"Wash Rite, 2521 Murdoch Ave, Parkersburg, WV, 26101",q4_new_car_wash_wash_rite
Sonic Suds,703 SE Main St,Simpsonville,29681,1272,2,"Sonic Suds, 703 SE Main St, Simpsonville, SC, 29681",q4_new_car_wash_sonic_suds
Circle K,1830 E. Hwy 80,Somerset,42503,299,3,"Circle K, 1830 E. Hwy 80, Somerset, KY, 42503",q4_new_car_wash_circle_k
Express Wash,5430 Florida Ave S,Lakeland,33813,481,1,"Express Wash, 5430 Florida Ave S, Lakeland, FL, 33813",q4_new_car_wash_express_wash
State Street Auto Wash,5232 N U.S. 23,Oscoda,48750,1326,2,"State Street Auto Wash, 5232 N U.S. 23, Oscoda, MI, 48750",q4_new_car_wash_state_street_auto_wash
Big Peach Car Wash,1935 Hwy 138 SE,Conyers,30013,68,7,"Big Peach Car Wash, 1935 Hwy 138 SE, Conyers, GA, 30013",q4_new_car_wash_big_peach_car_wash
Aloha Car Wash 2,13001 NE 177th Pl,Woodinville,98072,10,1,"Aloha Car Wash 2, 13001 NE 177th Pl, Woodinville, WA, 98072",q4_new_car_wash_aloha_car_wash_2
Haffners,96 Pleasant Valley St,Methuen,1844,596,6,"Haffners, 96 Pleasant Valley St, Methuen, MA, 1844",q4_new_car_wash_haffners
Wet Rabbit Express Car Wash,1219 State Ave,Marysville,98270,1609,3,"Wet Rabbit Express Car Wash, 1219 State Ave, Marysville, WA, 98270",q4_new_car_wash_wet_rabbit_express_car_wash
Champions Car Wash,20118 Stone Oak Parkway,San Antonio,78258,294,1,"Champions Car Wash, 20118 Stone Oak Parkway, San Antonio, TX, 78258",q4_new_car_wash_champions_car_wash
Express On Vaughn,6870 Vaughn Rd,Montgomery,36116,478,1,"Express On Vaughn, 6870 Vaughn Rd, Montgomery, AL, 36116",q4_new_car_wash_express_on_vaughn
Extreme Express,655 W San Carlos St,San Jose,95126,486,1,"Extreme Express, 655 W San Carlos St, San Jose, CA, 95126",q4_new_car_wash_extreme_express
Wash 37135,912 Oldham Dr,Nolensville,37135,1518,1,"Wash 37135, 912 Oldham Dr, Nolensville, TN, 37135",q4_new_car_wash_wash_37135
Washbox Car Wash,180 W Grand Ave,Rainbow City,35906,1586,1,"Washbox Car Wash, 180 W Grand Ave, Rainbow City, AL, 35906",q4_new_car_wash_washbox_car_wash
Roadrunner,5275 S Moorland Rd,New Berlin,53151,1179,2,"Roadrunner, 5275 S Moorland Rd, New Berlin, WI, 53151",q4_new_car_wash_roadrunner
Snappy Car Wash,3150 S Cicero Ave,Cicero,60804,1251,3,"Snappy Car Wash, 3150 S Cicero Ave, Cicero, IL, 60804",q4_new_car_wash_snappy_car_wash
Vics Car Wash,449 N Bolingbrook Dr,Bolingbrook,60440,1506,1,"Vics Car Wash, 449 N Bolingbrook Dr, Bolingbrook, IL, 60440",q4_new_car_wash_vics_car_wash
Googie,8016 Santa Fe Springs Rd.,Whittier,90602,579,1,"Googie, 8016 Santa Fe Springs Rd., Whittier, CA, 90602",q4_new_car_wash_googie
Bamboo Carwash,240 Marketplace Blvd,Dawsonville,30534,51,1,"Bamboo Carwash, 240 Marketplace Blvd, Dawsonville, GA, 30534",q4_new_car_wash_bamboo_carwash
Riverside,1370 S State Rd,Ionia,48846,1174,3,"Riverside, 1370 S State Rd, Ionia, MI, 48846",q4_new_car_wash_riverside
Presto Conyers Car Wash,1356 GA-138,Conyers,30013,1115,1,"Presto Conyers Car Wash, 1356 GA-138, Conyers, GA, 30013",q4_new_car_wash_presto_conyers_car_wash
Blue Iguana,3316 W Chestnut Expy,Springfield,65802,90,1,"Blue Iguana, 3316 W Chestnut Expy, Springfield, MO, 65802",q4_new_car_wash_blue_iguana
Champs Car Wash,775 N Mustang Rd,Tuttle,73089,295,1,"Champs Car Wash, 775 N Mustang Rd, Tuttle, OK, 73089",q4_new_car_wash_champs_car_wash
North Port Car Wash,14164 Tamiami Trail,North Port,34287,1079,1,"North Port Car Wash, 14164 Tamiami Trail, North Port, FL, 34287",q4_new_car_wash_north_port_car_wash
Sonic Suds,2426 Laurens Rd,Greenville,29607,1270,1,"Sonic Suds, 2426 Laurens Rd, Greenville, SC, 29607",q4_new_car_wash_sonic_suds
TruShine,203 Linden Square Dr,Bristol,24202,1458,1,"TruShine, 203 Linden Square Dr, Bristol, VA, 24202",q4_new_car_wash_trushine
The Washery,127 Airport Rd,Hazleton,18202,1404,1,"The Washery, 127 Airport Rd, Hazleton, PA, 18202",q4_new_car_wash_the_washery
Snap Clean,619 E Belt Line Rd,Cedar Hill,75104,1243,2,"Snap Clean, 619 E Belt Line Rd, Cedar Hill, TX, 75104",q4_new_car_wash_snap_clean
Paradise Falls Carwash,1122 Richard D Sailors Pkwy,Powder Springs,30127,1098,1,"Paradise Falls Carwash, 1122 Richard D Sailors Pkwy, Powder Springs, GA, 30127",q4_new_car_wash_paradise_falls_carwash
H2O Auto Spa,2545 HYLAN BLVD,STATEN ISLAND,10306,592,1,"H2O Auto Spa, 2545 HYLAN BLVD, STATEN ISLAND, NY, 10306",q4_new_car_wash_h2o_auto_spa
Autobahn Auto Care Center,3928 W Clearwater Ave,Kennewick,99336,44,1,"Autobahn Auto Care Center, 3928 W Clearwater Ave, Kennewick, WA, 99336",q4_new_car_wash_autobahn_auto_care_center
Big Peach Car Wash,3479 Hwy 81,McDonough,30252,69,5,"Big Peach Car Wash, 3479 Hwy 81, McDonough, GA, 30252",q4_new_car_wash_big_peach_car_wash
JJscarwash,2221 W Parkwood Ave,Friendswood,77546,652,1,"JJscarwash, 2221 W Parkwood Ave, Friendswood, TX, 77546",q4_new_car_wash_jjscarwash
Autosport Car Wash,6628 Whittlesey Blvd,Columbus,31909,46,1,"Autosport Car Wash, 6628 Whittlesey Blvd, Columbus, GA, 31909",q4_new_car_wash_autosport_car_wash
Rinse My Ride,515 E Union Hills Dr,Phoenix,85024,1151,2,"Rinse My Ride, 515 E Union Hills Dr, Phoenix, AZ, 85024",q4_new_car_wash_rinse_my_ride
Turnpike Car Wash,217 W Jericho Turnpike,Huntington Station,11746,1487,1,"Turnpike Car Wash, 217 W Jericho Turnpike, Huntington Station, NY, 11746",q4_new_car_wash_turnpike_car_wash
Mojo Xpress Wash,141 Hopkins Corner Dr,Waynesboro,30830,1028,2,"Mojo Xpress Wash, 141 Hopkins Corner Dr, Waynesboro, GA, 30830",q4_new_car_wash_mojo_xpress_wash
Lonestar Suds Express,12606 Indiana Ave,Lubbock,79423,689,2,"Lonestar Suds Express, 12606 Indiana Ave, Lubbock, TX, 79423",q4_new_car_wash_lonestar_suds_express
American Pride,8909 Six Forks Rd,Raleigh,27615,18,4,"American Pride, 8909 Six Forks Rd, Raleigh, NC, 27615",q4_new_car_wash_american_pride
FoamWorks Express,4701 Hartley Bridge Rd,Macon,31216,509,3,"FoamWorks Express, 4701 Hartley Bridge Rd, Macon, GA, 31216",q4_new_car_wash_foamworks_express
Clean Car Wash,3975 N Federal Hwy,Boca Raton,33431,317,1,"Clean Car Wash, 3975 N Federal Hwy, Boca Raton, FL, 33431",q4_new_car_wash_clean_car_wash
Crystal Clean Auto Spa,75 Old HWY 96,Bonaire,31005,389,1,"Crystal Clean Auto Spa, 75 Old HWY 96, Bonaire, GA, 31005",q4_new_car_wash_crystal_clean_auto_spa
SasqWash,4603 Churn Creek Rd,Redding,96002,1213,1,"SasqWash, 4603 Churn Creek Rd, Redding, CA, 96002",q4_new_car_wash_sasqwash
Grime Scene,513 TX-114,Levelland,79336,588,1,"Grime Scene, 513 TX-114, Levelland, TX, 79336",q4_new_car_wash_grime_scene
Blue Penguin Car Wash,2204 Roswell Rd,Marietta,30062,96,3,"Blue Penguin Car Wash, 2204 Roswell Rd, Marietta, GA, 30062",q4_new_car_wash_blue_penguin_car_wash
Bubble Down,15305 N Nebraska Ave,Tampa,33613,244,1,"Bubble Down, 15305 N Nebraska Ave, Tampa, FL, 33613",q4_new_car_wash_bubble_down
Top Wash,5784 Peachtree Industrial Blvd,Atlanta,30341,1448,1,"Top Wash, 5784 Peachtree Industrial Blvd, Atlanta, GA, 30341",q4_new_car_wash_top_wash
Mountain Edge,200 E Commonwealth Dr,Wytheville,24382,1037,1,"Mountain Edge, 200 E Commonwealth Dr, Wytheville, VA, 24382",q4_new_car_wash_mountain_edge
H2GLO CAR WASH,1905 Electric Rd,Cave Spring,24018,591,1,"H2GLO CAR WASH, 1905 Electric Rd, Cave Spring, VA, 24018",q4_new_car_wash_h2glo_car_wash
Go Clean Car Wash,1 Veteran Blvd,Eufaula,36027,559,3,"Go Clean Car Wash, 1 Veteran Blvd, Eufaula, AL, 36027",q4_new_car_wash_go_clean_car_wash
LA Xpress Car Wash,444 North Franklin Street,Lancaster,17602,669,1,"LA Xpress Car Wash, 444 North Franklin Street, Lancaster, PA, 17602",q4_new_car_wash_la_xpress_car_wash
Flawless Auto Bath Inc,380 PORT RICHMOND AVE,STATEN ISLAND,10302,504,1,"Flawless Auto Bath Inc, 380 PORT RICHMOND AVE, STATEN ISLAND, NY, 10302",q4_new_car_wash_flawless_auto_bath_inc
Magic City Car Wash,619 N Broadway,Minot,58703,870,1,"Magic City Car Wash, 619 N Broadway, Minot, ND, 58703",q4_new_car_wash_magic_city_car_wash
Rock & Roll Car Wash,8320 W Judge Perez Dr,Chalmette,70043,1182,1,"Rock & Roll Car Wash, 8320 W Judge Perez Dr, Chalmette, LA, 70043",q4_new_car_wash_rock_
Snap Clean,1060 W Kiest Blvd,Dallas,75224,1244,3,"Snap Clean, 1060 W Kiest Blvd, Dallas, TX, 75224",q4_new_car_wash_snap_clean
Gwatzilla Car Wash,1701 T P White Dr,Jacksonville,72076,590,1,"Gwatzilla Car Wash, 1701 T P White Dr, Jacksonville, AR, 72076",q4_new_car_wash_gwatzilla_car_wash
Mach 1 Express Wash,155 Plaza Blvd,Madison,35758,857,15,"Mach 1 Express Wash, 155 Plaza Blvd, Madison, AL, 35758",q4_new_car_wash_mach_1_express_wash
Dino Dash Wash,575 N Dixie Dr,St. George,84770,420,1,"Dino Dash Wash, 575 N Dixie Dr, St. George, UT, 84770",q4_new_car_wash_dino_dash_wash
Nicholasville Cw,218 Blueberry Ln,Nicholasville,40356,1077,1,"Nicholasville Cw, 218 Blueberry Ln, Nicholasville, KY, 40356",q4_new_car_wash_nicholasville_cw
Wash N Roll,2640 8th Ave S,Nashville,37204,1549,3,"Wash N Roll, 2640 8th Ave S, Nashville, TN, 37204",q4_new_car_wash_wash_n_roll
Heroes Car Wash,2000 Hendersonville Rd,Asheville,28803,623,3,"Heroes Car Wash, 2000 Hendersonville Rd, Asheville, NC, 28803",q4_new_car_wash_heroes_car_wash
Haffners,73 Plaistow Rd,Haverhill,1830,602,8,"Haffners, 73 Plaistow Rd, Haverhill, MA, 1830",q4_new_car_wash_haffners
Wash Rite,107 Crooked Run Ln,Marietta,45750,1564,2,"Wash Rite, 107 Crooked Run Ln, Marietta, OH, 45750",q4_new_car_wash_wash_rite
Beach Bum Express,7602 El Camino Real,Carlsbad,92009,54,1,"Beach Bum Express, 7602 El Camino Real, Carlsbad, CA, 92009",q4_new_car_wash_beach_bum_express
Seaway Car Wash,1341 Shelburne Rd,South Burlington,5403,1225,1,"Seaway Car Wash, 1341 Shelburne Rd, South Burlington, VT, 5403",q4_new_car_wash_seaway_car_wash
Seaway Car Wash,1341 Shelburne Rd,South Burlington,5403,1226,3,"Seaway Car Wash, 1341 Shelburne Rd, South Burlington, VT, 5403",q4_new_car_wash_seaway_car_wash
Super Suds,2563 Panola Rd,Lithonia,30058,1381,1,"Super Suds, 2563 Panola Rd, Lithonia, GA, 30058",q4_new_car_wash_super_suds
Wash Industries,6319 W Passyunk Ave,Philadelphia,19153,1538,8,"Wash Industries, 6319 W Passyunk Ave, Philadelphia, PA, 19153",q4_new_car_wash_wash_industries
Magic Brush,22330 Cactus Ave,Moreno Valley,92553,867,1,"Magic Brush, 22330 Cactus Ave, Moreno Valley, CA, 92553",q4_new_car_wash_magic_brush
Quick Jet Car Wash,1217 Dolly Parton Pkwy,Sevierville,37862,1123,1,"Quick Jet Car Wash, 1217 Dolly Parton Pkwy, Sevierville, TN, 37862",q4_new_car_wash_quick_jet_car_wash
Fast Lap Car Wash,3830 N 51st Ave,Phoenix,85031,488,1,"Fast Lap Car Wash, 3830 N 51st Ave, Phoenix, AZ, 85031",q4_new_car_wash_fast_lap_car_wash
Kuhnsville Car Wash,5627 Tilghman St,Allentown,18104,666,1,"Kuhnsville Car Wash, 5627 Tilghman St, Allentown, PA, 18104",q4_new_car_wash_kuhnsville_car_wash
Super Spray,1581 S Muskogee Ave,Tahlequah,74464,1380,1,"Super Spray, 1581 S Muskogee Ave, Tahlequah, OK, 74464",q4_new_car_wash_super_spray
Haffners,330 S Broadway,Lawrence,1843,600,3,"Haffners, 330 S Broadway, Lawrence, MA, 1843",q4_new_car_wash_haffners
Wash Rite,1101 Division Street,Parkersburg,26101,1554,1,"Wash Rite, 1101 Division Street, Parkersburg, WV, 26101",q4_new_car_wash_wash_rite
Blue Penguin Car Wash,1475 N Expy,Griffin,30223,95,2,"Blue Penguin Car Wash, 1475 N Expy, Griffin, GA, 30223",q4_new_car_wash_blue_penguin_car_wash
International Auto Spa,4975 Clark Rd,Sarasota,34233,637,1,"International Auto Spa, 4975 Clark Rd, Sarasota, FL, 34233",q4_new_car_wash_international_auto_spa
Wash Industries,6135 N Broad St,Philadelphia,19141,1536,10,"Wash Industries, 6135 N Broad St, Philadelphia, PA, 19141",q4_new_car_wash_wash_industries
Speedy Falcon Car Wash,11230 Strang Line Rd,Lenexa,66215,1287,2,"Speedy Falcon Car Wash, 11230 Strang Line Rd, Lenexa, KS, 66215",q4_new_car_wash_speedy_falcon_car_wash
Mountain Express,226 Old Chimney Rock Rd,Hendersonville,28792,1038,2,"Mountain Express, 226 Old Chimney Rock Rd, Hendersonville, NC, 28792",q4_new_car_wash_mountain_express
American Pride,1421 US-70,Garner,27529,19,1,"American Pride, 1421 US-70, Garner, NC, 27529",q4_new_car_wash_american_pride
Mach 1 Express Wash,157 Plaza Dr,Forest City,28043,851,6,"Mach 1 Express Wash, 157 Plaza Dr, Forest City, NC, 28043",q4_new_car_wash_mach_1_express_wash
Wash Industries,2622 N Broad St,Philadelphia,19132,1537,5,"Wash Industries, 2622 N Broad St, Philadelphia, PA, 19132",q4_new_car_wash_wash_industries
Soapy Saddles,3198 Hamner Ave,Norco,92860,1263,1,"Soapy Saddles, 3198 Hamner Ave, Norco, CA, 92860",q4_new_car_wash_soapy_saddles
Closter Car Wash,11 Endres St,Closter,7624,367,1,"Closter Car Wash, 11 Endres St, Closter, NJ, 7624",q4_new_car_wash_closter_car_wash
Clean Wave,11031 Los Alamitos Blvd,Los Alamitos,90720,320,1,"Clean Wave, 11031 Los Alamitos Blvd, Los Alamitos, CA, 90720",q4_new_car_wash_clean_wave
Wash Ashore Carwash,2304 State Rd,Plymouth,2360,1521,1,"Wash Ashore Carwash, 2304 State Rd, Plymouth, MA, 2360",q4_new_car_wash_wash_ashore_carwash
Hippo Car Wash,510 W Bosanko Ave,Coeur d'Alene,83815,627,1,"Hippo Car Wash, 510 W Bosanko Ave, Coeur d'Alene, ID, 83815",q4_new_car_wash_hippo_car_wash
Superior Shine Car Wash,28100 Harper Ave,St. Clair Shores,48081,1388,1,"Superior Shine Car Wash, 28100 Harper Ave, St. Clair Shores, MI, 48081",q4_new_car_wash_superior_shine_car_wash
Super Duck,14533 US-231,Hazel Green,35750,1372,1,"Super Duck, 14533 US-231, Hazel Green, AL, 35750",q4_new_car_wash_super_duck
Brickyard Car Wash,9020 Sage Ave,Naples,34120,227,1,"Brickyard Car Wash, 9020 Sage Ave, Naples, FL, 34120",q4_new_car_wash_brickyard_car_wash
Century Car Wash,29 Robbins Rd,Covington,38019,283,1,"Century Car Wash, 29 Robbins Rd, Covington, TN, 38019",q4_new_car_wash_century_car_wash
San Diego Car Care Costa Verde,16757 Bernardo Center Dr,San Diego,92128,1207,3,"San Diego Car Care Costa Verde, 16757 Bernardo Center Dr, San Diego, CA, 92128",q4_new_car_wash_san_diego_car_care_costa_verde
Aloha Car Wash 2,17818 Bothell Everett Hwy,Bothell,98012,11,2,"Aloha Car Wash 2, 17818 Bothell Everett Hwy, Bothell, WA, 98012",q4_new_car_wash_aloha_car_wash_2
Cajun Clean,2235 US-90,Gautier,39553,261,2,"Cajun Clean, 2235 US-90, Gautier, MS, 39553",q4_new_car_wash_cajun_clean
Bella Stone Car Wash,2413 Palermo Parkway,Temple,76502,55,1,"Bella Stone Car Wash, 2413 Palermo Parkway, Temple, TX, 76502",q4_new_car_wash_bella_stone_car_wash
Coastal Car Wash,9123 Ocean Hwy,Pawleys Island,29585,369,3,"Coastal Car Wash, 9123 Ocean Hwy, Pawleys Island, SC, 29585",q4_new_car_wash_coastal_car_wash
Coastal Car Wash,9123 Ocean Hwy,Pawleys Island,29585,370,1,"Coastal Car Wash, 9123 Ocean Hwy, Pawleys Island, SC, 29585",q4_new_car_wash_coastal_car_wash
Super Duck,8392 Hwy 72 W,Madison,35757,1373,2,"Super Duck, 8392 Hwy 72 W, Madison, AL, 35757",q4_new_car_wash_super_duck
TruShine,25017 Western Loop,Abingdon,24211,1459,3,"TruShine, 25017 Western Loop, Abingdon, VA, 24211",q4_new_car_wash_trushine
Englewood Car Wash,287 S Indiana Ave,Englewood,34223,468,1,"Englewood Car Wash, 287 S Indiana Ave, Englewood, FL, 34223",q4_new_car_wash_englewood_car_wash
Capitol Car Wash,3125 Airport Rd,Pierre,57501,264,1,"Capitol Car Wash, 3125 Airport Rd, Pierre, SD, 57501",q4_new_car_wash_capitol_car_wash
Blue Cow Car Wash,10 Commons Way,Kalispell,59901,87,1,"Blue Cow Car Wash, 10 Commons Way, Kalispell, MT, 59901",q4_new_car_wash_blue_cow_car_wash
Speedy Falcon Car Wash,10150 Walker St,Lenexa,66220,1288,1,"Speedy Falcon Car Wash, 10150 Walker St, Lenexa, KS, 66220",q4_new_car_wash_speedy_falcon_car_wash
Touch & Go Car Wash,847 Brookway Blvd,Brookhaven,39601,1452,1,"Touch & Go Car Wash, 847 Brookway Blvd, Brookhaven, MS, 39601",q4_new_car_wash_touch_
Colonial Car Wash,11021 Colonial Blvd,Fort Myers,33913,371,1,"Colonial Car Wash, 11021 Colonial Blvd, Fort Myers, FL, 33913",q4_new_car_wash_colonial_car_wash
Buckeye Car Wash,4521 KENNY RD,COLUMBUS,43220,246,1,"Buckeye Car Wash, 4521 KENNY RD, COLUMBUS, OH, 43220",q4_new_car_wash_buckeye_car_wash
Pure Car Wash,330 Anna Dr,McComb,39648,1120,1,"Pure Car Wash, 330 Anna Dr, McComb, MS, 39648",q4_new_car_wash_pure_car_wash
Sunset CW,1204 E Sunset Dr,Bellingham,98226,1366,1,"Sunset CW, 1204 E Sunset Dr, Bellingham, WA, 98226",q4_new_car_wash_sunset_cw
Secaucus Car Wash,200 Flanagan Way,Secaucus,7094,1228,1,"Secaucus Car Wash, 200 Flanagan Way, Secaucus, NJ, 7094",q4_new_car_wash_secaucus_car_wash
Blue Iguana,1640 E Sunshine St,Springfield,65804,92,3,"Blue Iguana, 1640 E Sunshine St, Springfield, MO, 65804",q4_new_car_wash_blue_iguana
Riverside,1941 W Main St,Lowell,49331,1173,1,"Riverside, 1941 W Main St, Lowell, MI, 49331",q4_new_car_wash_riverside
Aqua Shine Express,509 S Pleasantburg Dr,Greenville,29607,34,1,"Aqua Shine Express, 509 S Pleasantburg Dr, Greenville, SC, 29607",q4_new_car_wash_aqua_shine_express
Alpine Wash,250 S Denton Tap Rd,Coppell,75019,14,1,"Alpine Wash, 250 S Denton Tap Rd, Coppell, TX, 75019",q4_new_car_wash_alpine_wash
Glacier Express,90 24th St W,Billings,59102,552,3,"Glacier Express, 90 24th St W, Billings, MT, 59102",q4_new_car_wash_glacier_express
Ollie Wash,3850 Frederica St,Owensboro,42301,1087,1,"Ollie Wash, 3850 Frederica St, Owensboro, KY, 42301",q4_new_car_wash_ollie_wash
Mint Express Carwash,23040 Morton Ranch Rd,Katy,77449,1021,3,"Mint Express Carwash, 23040 Morton Ranch Rd, Katy, TX, 77449",q4_new_car_wash_mint_express_carwash
Slash 77 Car Wash,1925 Silver City Hwy NW,Deming,88030,1240,1,"Slash 77 Car Wash, 1925 Silver City Hwy NW, Deming, NM, 88030",q4_new_car_wash_slash_77_car_wash
Daybreak,19701 Cochran Blvd,Port Charlotte,33948,413,1,"Daybreak, 19701 Cochran Blvd, Port Charlotte, FL, 33948",q4_new_car_wash_daybreak
Tru Car Wash,4523 Nine Mile Rd,Richmond,23223,1455,1,"Tru Car Wash, 4523 Nine Mile Rd, Richmond, VA, 23223",q4_new_car_wash_tru_car_wash
Local Car Wash,331 W Loudon St,Chambersburg,17201,687,1,"Local Car Wash, 331 W Loudon St, Chambersburg, PA, 17201",q4_new_car_wash_local_car_wash
Platinum Auto Spa,2303 6th Ave SE,Aberdeen,57401,1110,1,"Platinum Auto Spa, 2303 6th Ave SE, Aberdeen, SD, 57401",q4_new_car_wash_platinum_auto_spa
PV Car Wash,12621 N Paradise Village Pkwy W,Phoenix,85032,1121,1,"PV Car Wash, 12621 N Paradise Village Pkwy W, Phoenix, AZ, 85032",q4_new_car_wash_pv_car_wash
Wash N Roll,7128 Hwy 70 S,Nashville,37221,1551,2,"Wash N Roll, 7128 Hwy 70 S, Nashville, TN, 37221",q4_new_car_wash_wash_n_roll
Splash Hopper Express Wash,863 Western Bypass,Andalusia,36420,1315,1,"Splash Hopper Express Wash, 863 Western Bypass, Andalusia, AL, 36420",q4_new_car_wash_splash_hopper_express_wash
Mojo Xpress Wash,332 South Green St,Swainsboro,30401,1027,1,"Mojo Xpress Wash, 332 South Green St, Swainsboro, GA, 30401",q4_new_car_wash_mojo_xpress_wash
Wash Industries,5801 Wayne Ave,Philadelphia,19144,1531,3,"Wash Industries, 5801 Wayne Ave, Philadelphia, PA, 19144",q4_new_car_wash_wash_industries
Wet Rabbit Express Car Wash,9021 S Tacoma Way,Lakewood,98499,1606,1,"Wet Rabbit Express Car Wash, 9021 S Tacoma Way, Lakewood, WA, 98499",q4_new_car_wash_wet_rabbit_express_car_wash
Kiwi Car Wash,4915 20th St,Vero Beach,32966,663,1,"Kiwi Car Wash, 4915 20th St, Vero Beach, FL, 32966",q4_new_car_wash_kiwi_car_wash
Haffners,215 Lowell Rd,Hudson,3051,597,10,"Haffners, 215 Lowell Rd, Hudson, NH, 3051",q4_new_car_wash_haffners
Prestige Auto  Spa,15180 Biscayne Blvd,North Miami Beach,33160,1113,1,"Prestige Auto  Spa, 15180 Biscayne Blvd, North Miami Beach, FL, 33160",q4_new_car_wash_prestige_auto_spa
Bubbas Express Car Wash,1505 E Hammer Ln,Stockton,95210,235,1,"Bubbas Express Car Wash, 1505 E Hammer Ln, Stockton, CA, 95210",q4_new_car_wash_bubbas_express_car_wash
Go Green N Clean1,196 Onix Dr,Kennett Square,19348,563,1,"Go Green N Clean1, 196 Onix Dr, Kennett Square, PA, 19348",q4_new_car_wash_go_green_n_clean1
Wash Rite,910 W Main St,Bridgeport,26330,1565,5,"Wash Rite, 910 W Main St, Bridgeport, WV, 26330",q4_new_car_wash_wash_rite
Mach 1 Express Wash,1559 Rome Hwy,Cedartown,30125,858,1,"Mach 1 Express Wash, 1559 Rome Hwy, Cedartown, GA, 30125",q4_new_car_wash_mach_1_express_wash
Big Peach Car Wash,583 E 3rd St,Jackson,30233,64,3,"Big Peach Car Wash, 583 E 3rd St, Jackson, GA, 30233",q4_new_car_wash_big_peach_car_wash
Champion CW,101 Ren Mar Dr,Pleasant View,37146,288,3,"Champion CW, 101 Ren Mar Dr, Pleasant View, TN, 37146",q4_new_car_wash_champion_cw
OBXpress,4011 N Croatan Hwy,Kitty Hawk,27949,1081,1,"OBXpress, 4011 N Croatan Hwy, Kitty Hawk, NC, 27949",q4_new_car_wash_obxpress
Riverhead Toyota Car Wash,1655 County Rd 58,Riverhead,11901,1172,1,"Riverhead Toyota Car Wash, 1655 County Rd 58, Riverhead, NY, 11901",q4_new_car_wash_riverhead_toyota_car_wash
Rockaway Auto Bath,115-05 BEACH CHANNEL DR,ROCKAWAY PARK,11694,1186,1,"Rockaway Auto Bath, 115-05 BEACH CHANNEL DR, ROCKAWAY PARK, NY, 11694",q4_new_car_wash_rockaway_auto_bath
Radiant Express Car Wash,7575 Gall Blvd,Zephyrhills,33541,1135,7,"Radiant Express Car Wash, 7575 Gall Blvd, Zephyrhills, FL, 33541",q4_new_car_wash_radiant_express_car_wash
