site_id,date,age_in_months,real_age_months,monthly_volume,latitude,longitude,cluster_id,maturity_bucket,month,year,month_sin,month_cos,age_sq,log_age,is_early,is_growth,is_mature,cluster_month_avg,cluster_age_avg,cluster_lag_1,cluster_lag_3,cluster_growth_rate,cluster_rolling_mean,cluster_std,seasonality_factor,lat_lon_interaction,cluster_id_num,age_cluster_interaction,age_seasonality_interaction,lag_1,lag_3,rolling_mean_3
1,2025-02-01,14,14.0,22303.0,32.6466149,-96.5333187,0,young,2,2025,0.8660254037844386,0.5000000000000001,196,2.70805020110221,0,1,0,9735.666666666666,15265.0,10279.4,9380.466666666667,0.1172441971321283,9380.466666666667,6011.143547612218,0.9712535653623937,-3151.4860806178685,0,0,13.597549915073511,14822.0,13483.0,13531.333333333334
1,2025-03-01,15,15.0,16604.0,32.6466149,-96.5333187,0,young,3,2025,1.0,6.123233995736766e-17,225,2.772588722239781,0,1,0,10931.333333333334,12907.5,11484.6,10088.066666666668,0.06614074499764899,10088.066666666668,5554.1391547205585,1.0640280222751042,-3151.4860806178685,0,0,15.960420334126562,22303.0,12289.0,16471.333333333332
1,2025-04-01,16,16.0,18871.0,32.6466149,-96.5333187,0,young,4,2025,0.8660254037844387,-0.49999999999999983,256,2.833213344056216,0,1,0,11815.888888888889,13926.5,12244.2,11336.066666666668,0.05143659855278404,11336.066666666668,6152.91474515218,1.0768458156712903,-3151.4860806178685,0,0,17.229533050740645,16604.0,14822.0,17909.666666666668
1,2025-05-01,17,17.0,18316.0,32.6466149,-96.5333187,0,young,5,2025,0.49999999999999994,-0.8660254037844387,289,2.8903717578961645,0,1,0,10690.111111111111,13752.0,12874.0,12200.933333333334,-0.14054683858940498,12200.933333333334,5481.269662323786,1.0474066918833662,-3151.4860806178685,0,0,17.805913762017227,18871.0,22303.0,19259.333333333332
1,2025-06-01,18,18.0,18800.0,32.6466149,-96.5333187,0,young,6,2025,1.2246467991473532e-16,-1.0,324,2.9444389791664403,0,1,0,11076.333333333334,13739.5,11064.6,12060.933333333334,0.007139887569365344,12060.933333333334,5676.630316481777,1.0227107823630444,-3151.4860806178685,0,0,18.408794082534797,18316.0,16604.0,17930.333333333332
1,2025-07-01,19,19.0,18904.0,32.6466149,-96.5333187,0,young,7,2025,-0.4999999999999998,-0.8660254037844388,361,2.995732273553991,0,0,1,10909.1,13821.0,11143.6,11694.066666666668,0.024282996518180777,11694.066666666668,5604.039147495909,0.9953486266588346,-3151.4860806178685,0,0,18.911623906517857,18800.0,18871.0,18662.333333333332
1,2025-08-01,20,20.0,18644.0,32.6466149,-96.5333187,0,young,8,2025,-0.8660254037844384,-0.5000000000000004,400,3.044522437723423,0,0,1,11356.1,14004.0,11414.2,11207.466666666667,-0.03150461705594787,11207.466666666667,5416.855082876861,1.0118954902497466,-3151.4860806178685,0,0,20.23790980499493,18904.0,18316.0,18673.333333333332
1,2025-09-01,21,21.0,19418.0,32.6466149,-96.5333187,0,young,9,2025,-1.0,-1.8369701987210297e-16,441,3.091042453358316,0,0,1,10967.5,13566.5,11054.6,11204.133333333337,0.03278273297993595,11204.133333333337,6057.808996108521,0.977255287094714,-3151.4860806178685,0,0,20.522361028988993,18644.0,18800.0,18782.666666666668
1,2025-10-01,22,22.0,16413.0,32.6466149,-96.5333187,0,young,10,2025,-0.8660254037844386,0.5000000000000001,484,3.1354942159291497,0,0,1,11188.7,12130.0,11417.0,11295.266666666668,-0.023824121923447517,11295.266666666668,5612.4168303662,1.0688688564627258,-3151.4860806178685,0,0,23.51511484217997,19418.0,18904.0,18988.666666666668
1,2025-11-01,23,23.0,16521.0,32.6466149,-96.5333187,0,young,11,2025,-0.5000000000000004,0.8660254037844384,529,3.1780538303479458,0,0,1,10057.222222222223,16521.0,11145.0,11205.533333333335,-0.019605204127411402,11205.533333333335,5399.988652251451,0.9646976395591788,-3151.4860806178685,0,0,22.18804570986111,16413.0,18644.0,18158.333333333332
4,2024-01-01,1,1.0,28379.0,31.2945966,-92.5162082,-1,young,1,2024,0.49999999999999994,0.8660254037844387,1,0.6931471805599453,1,0,0,7045.493840985442,4451.94094488189,,,,,5828.801295632255,0.8428296879665141,-2895.2574145806116,-1,-1,0.8428296879665141,,,
4,2024-02-01,3,3.0,9039.0,31.2945966,-92.5162082,-1,young,2,2024,0.8660254037844386,0.5000000000000001,9,1.3862943611198906,1,0,0,8097.8722669735325,6842.110236220473,5379.687640449438,5379.687640449438,0.3527206593102832,5379.687640449438,5493.47013133738,0.9712535653623937,-2895.2574145806116,-1,-3,2.913760696087181,28379.0,,28379.0
4,2024-03-01,5,5.0,9446.0,31.2945966,-92.5162082,-1,young,3,2024,1.0,6.123233995736766e-17,25,1.791759469228055,1,0,0,8925.537470725996,7429.452755905511,7277.214611872146,6328.451126160791,0.08372351306072012,6328.451126160791,5918.562776481892,1.0640280222751042,-2895.2574145806116,-1,-5,5.320140111375521,9039.0,,18709.0
4,2024-04-01,7,7.0,9808.0,31.2945966,-92.5162082,-1,young,4,2024,0.8660254037844387,-0.49999999999999983,49,2.0794415416798357,0,1,0,9083.884248210024,7998.3031496062995,7886.488584474886,6847.796945598823,0.06458400420947075,6847.796945598823,6090.624184197607,1.0768458156712903,-2895.2574145806116,-1,-7,7.537920709699033,9446.0,28379.0,15621.333333333334
4,2024-07-01,9,9.0,27367.0,31.2945966,-92.5162082,-1,young,7,2024,-0.4999999999999998,-0.8660254037844388,81,2.302585092994046,0,1,0,8726.096324461343,8203.594488188977,8343.913832199547,8344.422734462292,0.0029748851913780072,8344.422734462292,5600.925358040788,0.9953486266588346,-2895.2574145806116,-1,-9,8.958137639929511,9808.0,9039.0,9431.0
4,2024-08-01,11,11.0,13441.0,31.2945966,-92.5162082,-1,young,8,2024,-0.8660254037844384,-0.5000000000000004,121,2.4849066497880004,0,1,0,8941.678663239074,8097.134387351779,8368.736017897092,8335.391541623805,0.03902965110492862,8335.391541623805,5702.95230590533,1.0118954902497466,-2895.2574145806116,-1,-11,11.130850392747213,27367.0,9446.0,15540.333333333334
4,2024-09-01,13,13.0,12351.0,31.2945966,-92.5162082,-1,young,9,2024,-1.0,-1.8369701987210297e-16,169,2.6390573296152584,0,1,0,8549.35994764398,8670.412698412698,8695.364864864865,8469.338238320503,-0.0593266798260248,8469.338238320503,5417.289748108356,0.977255287094714,-2895.2574145806116,-1,-13,12.704318732231282,13441.0,9808.0,16872.0
4,2024-10-01,15,15.0,11545.0,31.2945966,-92.5162082,-1,young,10,2024,-0.8660254037844386,0.5000000000000001,225,2.772588722239781,0,1,0,9048.311170212766,8996.478070175439,8179.497737556561,8414.532873439506,0.10543943111888066,8414.532873439506,6007.41009367072,1.0688688564627258,-2895.2574145806116,-1,-15,16.033032846940888,12351.0,27367.0,17719.666666666668
4,2024-11-01,17,17.0,11587.0,31.2945966,-92.5162082,-1,young,11,2024,-0.5000000000000004,0.8660254037844384,289,2.8903717578961645,0,1,0,7971.445682451254,8505.416243654823,9041.939325842697,8638.933976088041,-0.12211901111916468,8638.933976088041,5895.130708615539,0.9646976395591788,-2895.2574145806116,-1,-17,16.39985987250604,11545.0,13441.0,12445.666666666666
4,2024-12-01,19,19.0,11593.0,31.2945966,-92.5162082,-1,young,12,2024,-2.4492935982947064e-16,1.0,361,2.995732273553991,0,0,1,7934.281831187411,8421.49152542373,7937.7466367713005,8386.39456672352,-0.008492187046229005,8386.39456672352,5613.76536644629,0.9632194094959462,-2895.2574145806116,-1,-19,18.301168780422977,11587.0,12351.0,11827.666666666666
4,2025-01-01,21,21.0,13695.0,31.2945966,-92.5162082,-1,young,1,2025,0.49999999999999994,0.8660254037844387,441,3.091042453358316,0,0,1,7045.493840985442,8169.859756097561,7870.337807606264,8283.341256740088,0.10543477319073724,8283.341256740088,5828.801295632255,0.8428296879665141,-2895.2574145806116,-1,-21,17.699423447296798,11593.0,11545.0,11575.0
4,2025-02-01,23,23.0,12404.0,31.2945966,-92.5162082,-1,young,2,2025,0.8660254037844386,0.5000000000000001,529,3.1780538303479458,0,0,1,8097.8722669735325,7741.517730496454,8700.145089285714,8169.409844554427,0.026633277607879924,8169.409844554427,5493.47013133738,0.9712535653623937,-2895.2574145806116,-1,-23,22.338832003335057,13695.0,11587.0,12291.666666666666
4,2025-03-01,25,25.0,11237.0,31.2945966,-92.5162082,-1,young,3,2025,1.0,6.123233995736766e-17,625,3.258096538021482,0,0,1,8925.537470725996,7065.320754716981,8931.858468677494,8500.780455189824,0.12177505866546312,8500.780455189824,5918.562776481892,1.0640280222751042,-2895.2574145806116,-1,-25,26.600700556877605,12404.0,11593.0,12564.0
6,2024-01-01,1,1.0,5910.0,29.9311001,-81.3301191,-1,young,1,2024,0.49999999999999994,0.8660254037844387,1,0.6931471805599453,1,0,0,7045.493840985442,4451.94094488189,,,,,5828.801295632255,0.8428296879665141,-2434.299935927022,-1,-1,0.8428296879665141,,,
6,2024-02-01,2,2.0,7083.0,29.9311001,-81.3301191,-1,young,2,2024,0.8660254037844386,0.5000000000000001,4,1.0986122886681098,1,0,0,8097.8722669735325,6966.291338582677,5379.687640449438,5379.687640449438,0.3527206593102832,5379.687640449438,5493.47013133738,0.9712535653623937,-2434.299935927022,-1,-2,1.9425071307247874,5910.0,,5910.0
6,2024-03-01,3,3.0,6637.0,29.9311001,-81.3301191,-1,young,3,2024,1.0,6.123233995736766e-17,9,1.3862943611198906,1,0,0,8925.537470725996,6842.110236220473,7277.214611872146,6328.451126160791,0.08372351306072012,6328.451126160791,5918.562776481892,1.0640280222751042,-2434.299935927022,-1,-3,3.1920840668253128,7083.0,,6496.5
6,2024-04-01,4,4.0,6086.0,29.9311001,-81.3301191,-1,young,4,2024,0.8660254037844387,-0.49999999999999983,16,1.6094379124341003,1,0,0,9083.884248210024,7903.992125984252,7886.488584474886,6847.796945598823,0.06458400420947075,6847.796945598823,6090.624184197607,1.0768458156712903,-2434.299935927022,-1,-4,4.307383262685161,6637.0,5910.0,6543.333333333333
6,2024-05-01,5,5.0,6076.0,29.9311001,-81.3301191,-1,young,5,2024,0.49999999999999994,-0.8660254037844387,25,1.791759469228055,1,0,0,8814.025609756098,7429.452755905511,8395.829596412555,7853.1775975865285,-0.012185195097515367,7853.1775975865285,5610.966011133729,1.0474066918833662,-2434.299935927022,-1,-5,5.237033459416831,6086.0,7083.0,6602.0
6,2024-06-01,6,6.0,5350.0,29.9311001,-81.3301191,-1,young,6,2024,1.2246467991473532e-16,-1.0,36,1.9459101490553132,1,0,0,8809.09238451935,8970.370078740158,8293.524774774774,8191.947651887404,0.006075710725315986,8191.947651887404,5735.3720327415895,1.0227107823630444,-2434.299935927022,-1,-6,6.136264694178266,6076.0,6637.0,6266.333333333333
6,2024-07-01,7,7.0,7083.0,29.9311001,-81.3301191,-1,young,7,2024,-0.4999999999999998,-0.8660254037844388,49,2.0794415416798357,0,1,0,8726.096324461343,7998.3031496062995,8343.913832199547,8344.422734462292,0.0029748851913780072,8344.422734462292,5600.925358040788,0.9953486266588346,-2434.299935927022,-1,-7,6.967440386611842,5350.0,6086.0,5837.333333333333
6,2024-08-01,8,8.0,7214.0,29.9311001,-81.3301191,-1,young,8,2024,-0.8660254037844384,-0.5000000000000004,64,2.1972245773362196,0,1,0,8941.678663239074,9406.748031496063,8368.736017897092,8335.391541623805,0.03902965110492862,8335.391541623805,5702.95230590533,1.0118954902497466,-2434.299935927022,-1,-8,8.095163921997973,7083.0,6076.0,6169.666666666667
6,2024-09-01,9,9.0,6108.0,29.9311001,-81.3301191,-1,young,9,2024,-1.0,-1.8369701987210297e-16,81,2.302585092994046,0,1,0,8549.35994764398,8203.594488188977,8695.364864864865,8469.338238320503,-0.0593266798260248,8469.338238320503,5417.289748108356,0.977255287094714,-2434.299935927022,-1,-9,8.795297583852426,7214.0,5350.0,6549.0
6,2024-10-01,10,10.0,5663.0,29.9311001,-81.3301191,-1,young,10,2024,-0.8660254037844386,0.5000000000000001,100,2.3978952727983707,0,1,0,9048.311170212766,8968.047244094489,8179.497737556561,8414.532873439506,0.10543943111888066,8414.532873439506,6007.41009367072,1.0688688564627258,-2434.299935927022,-1,-10,10.688688564627258,6108.0,7083.0,6801.666666666667
6,2024-11-01,11,11.0,7758.0,29.9311001,-81.3301191,-1,young,11,2024,-0.5000000000000004,0.8660254037844384,121,2.4849066497880004,0,1,0,7971.445682451254,8097.134387351779,9041.939325842697,8638.933976088041,-0.12211901111916468,8638.933976088041,5895.130708615539,0.9646976395591788,-2434.299935927022,-1,-11,10.611674035150966,5663.0,7214.0,6328.333333333333
6,2024-12-01,12,12.0,8842.0,29.9311001,-81.3301191,-1,young,12,2024,-2.4492935982947064e-16,1.0,144,2.5649493574615367,0,1,0,7934.281831187411,9356.436507936507,7937.7466367713005,8386.39456672352,-0.008492187046229005,8386.39456672352,5613.76536644629,0.9632194094959462,-2434.299935927022,-1,-12,11.558632913951355,7758.0,6108.0,6509.666666666667
6,2025-01-01,13,13.0,8794.0,29.9311001,-81.3301191,-1,young,1,2025,0.49999999999999994,0.8660254037844387,169,2.6390573296152584,0,1,0,7045.493840985442,8670.412698412698,7870.337807606264,8283.341256740088,0.10543477319073724,8283.341256740088,5828.801295632255,0.8428296879665141,-2434.299935927022,-1,-13,10.956785943564684,8842.0,5663.0,7421.0
6,2025-02-01,14,14.0,7211.0,29.9311001,-81.3301191,-1,young,2,2025,0.8660254037844386,0.5000000000000001,196,2.70805020110221,0,1,0,8097.8722669735325,9886.424778761062,8700.145089285714,8169.409844554427,0.026633277607879924,8169.409844554427,5493.47013133738,0.9712535653623937,-2434.299935927022,-1,-14,13.597549915073511,8794.0,7758.0,8464.666666666666
6,2025-03-01,15,15.0,6019.0,29.9311001,-81.3301191,-1,young,3,2025,1.0,6.123233995736766e-17,225,2.772588722239781,0,1,0,8925.537470725996,8996.478070175439,8931.858468677494,8500.780455189824,0.12177505866546312,8500.780455189824,5918.562776481892,1.0640280222751042,-2434.299935927022,-1,-15,15.960420334126562,7211.0,8842.0,8282.333333333334
6,2025-04-01,16,16.0,5797.0,29.9311001,-81.3301191,-1,young,4,2025,0.8660254037844387,-0.49999999999999983,256,2.833213344056216,0,1,0,9083.884248210024,9905.144444444444,10019.536057692309,9217.179871885173,-0.015251616246191202,9217.179871885173,6090.624184197607,1.0768458156712903,-2434.299935927022,-1,-16,17.229533050740645,6019.0,8794.0,7341.333333333333
6,2025-05-01,17,17.0,5257.0,29.9311001,-81.3301191,-1,young,5,2025,0.49999999999999994,-0.8660254037844387,289,2.8903717578961645,0,1,0,8814.025609756098,8505.416243654823,9866.72193877551,9606.038821715105,-0.04439796388564188,9606.038821715105,5610.966011133729,1.0474066918833662,-2434.299935927022,-1,-17,17.805913762017227,5797.0,7211.0,6342.333333333333
6,2025-06-01,18,18.0,6388.0,29.9311001,-81.3301191,-1,young,6,2025,1.2246467991473532e-16,-1.0,324,2.9444389791664403,0,1,0,8809.09238451935,10327.396551724138,9428.659574468085,9771.63919031197,-0.005273651356723197,9771.63919031197,5735.3720327415895,1.0227107823630444,-2434.299935927022,-1,-18,18.408794082534797,5257.0,6019.0,5691.0
6,2025-07-01,19,19.0,6178.0,29.9311001,-81.3301191,-1,young,7,2025,-0.4999999999999998,-0.8660254037844388,361,2.995732273553991,0,0,1,8726.096324461343,8421.49152542373,9378.93611111111,9558.105874784904,-0.01980646784352824,9558.105874784904,5600.925358040788,0.9953486266588346,-2434.299935927022,-1,-19,18.911623906517857,6388.0,5797.0,5814.0
6,2025-08-01,20,20.0,6997.0,29.9311001,-81.3301191,-1,young,8,2025,-0.8660254037844384,-0.5000000000000004,400,3.044522437723423,0,0,1,8941.678663239074,9595.5,9193.172514619882,9333.58940006636,0.008260614898114804,9333.58940006636,5702.95230590533,1.0118954902497466,-2434.299935927022,-1,-20,20.23790980499493,6178.0,5257.0,5941.0
9,2024-01-01,25,120.0,2611.0,34.0854544,-84.1606903,0,mature,1,2024,0.49999999999999994,0.8660254037844387,625,3.258096538021482,0,0,1,7496.888888888889,6371.5,,8542.124718576357,,8542.124718576357,5433.794264702254,0.8428296879665141,-2868.6553714931724,0,0,21.070742199162854,,,
9,2024-02-01,26,120.0,3756.0,34.0854544,-84.1606903,0,mature,2,2024,0.8660254037844386,0.5000000000000001,676,3.295836866004329,0,0,1,9735.666666666666,8019.0,4018.75,6022.7261029411775,0.8785692068429238,6022.7261029411775,6011.143547612218,0.9712535653623937,-2868.6553714931724,0,0,25.252592699422237,2611.0,,2611.0
9,2024-03-01,27,120.0,4353.0,34.0854544,-84.1606903,0,mature,3,2024,1.0,6.123233995736766e-17,729,3.332204510175204,0,0,1,10931.333333333334,10145.5,7549.5,5784.125000000001,0.2305781839856944,5784.125000000001,5554.1391547205585,1.0640280222751042,-2868.6553714931724,0,0,28.72875660142781,3756.0,,3183.5
9,2024-04-01,28,120.0,5352.0,34.0854544,-84.1606903,0,mature,4,2024,0.8660254037844387,-0.49999999999999983,784,3.367295829986474,0,0,1,11815.888888888889,11854.0,9290.25,6952.833333333333,0.1294905949786067,6952.833333333333,6152.91474515218,1.0768458156712903,-2868.6553714931724,0,0,30.15168283879613,4353.0,2611.0,3573.3333333333335
9,2024-05-01,29,120.0,4240.0,34.0854544,-84.1606903,0,mature,5,2024,0.49999999999999994,-0.8660254037844387,841,3.4011973816621555,0,0,1,10690.111111111111,10124.5,10493.25,9111.0,-0.02584995115907851,9111.0,5481.269662323786,1.0474066918833662,-2868.6553714931724,0,0,30.37479406461762,5352.0,3756.0,4487.0
9,2024-06-01,30,120.0,4622.0,34.0854544,-84.1606903,0,mature,6,2024,1.2246467991473532e-16,-1.0,900,3.4339872044851463,0,0,1,11076.333333333334,10736.0,10222.0,10001.833333333334,0.07535218156916446,10001.833333333334,5676.630316481777,1.0227107823630444,-2868.6553714931724,0,0,30.681323470891332,4240.0,4353.0,4648.333333333333
9,2024-07-01,31,120.0,3685.0,34.0854544,-84.1606903,0,mature,7,2024,-0.4999999999999998,-0.8660254037844388,961,3.4657359027997265,0,0,1,10909.1,9159.333333333334,10992.25,10569.166666666666,-0.05351497646068826,10569.166666666666,5604.039147495909,0.9953486266588346,-2868.6553714931724,0,0,30.855807426423873,4622.0,5352.0,4738.0
9,2024-08-01,32,120.0,4665.0,34.0854544,-84.1606903,0,mature,8,2024,-0.8660254037844384,-0.5000000000000004,1024,3.4965075614664802,0,0,1,11356.1,11264.666666666666,10404.0,10539.416666666666,0.12049211841599394,10539.416666666666,5416.855082876861,1.0118954902497466,-2868.6553714931724,0,0,32.38065568799189,3685.0,4240.0,4182.333333333333
9,2024-09-01,33,120.0,3704.0,34.0854544,-84.1606903,0,mature,9,2024,-1.0,-1.8369701987210297e-16,1089,3.5263605246161616,0,0,1,10967.5,9040.666666666666,11657.6,11017.950000000003,-0.09775597035410377,11017.950000000003,6057.808996108521,0.977255287094714,-2868.6553714931724,0,0,32.24942447412556,4665.0,4622.0,4324.0
9,2024-10-01,34,120.0,4849.0,34.0854544,-84.1606903,0,mature,10,2024,-0.8660254037844386,0.5000000000000001,1156,3.5553480614894135,0,0,1,11188.7,11769.333333333334,10518.0,10859.866666666667,0.06792165810990669,10859.866666666667,5612.4168303662,1.0688688564627258,-2868.6553714931724,0,0,36.341541119732675,3704.0,3685.0,4018.0
9,2024-11-01,35,120.0,3728.0,34.0854544,-84.1606903,0,mature,11,2024,-0.5000000000000004,0.8660254037844384,1225,3.58351893845611,0,0,1,10057.222222222223,9093.333333333334,11232.4,11136.0,-0.16653609201951503,11136.0,5399.988652251451,0.9646976395591788,-2868.6553714931724,0,0,33.76441738457125,4849.0,4665.0,4406.0
9,2024-12-01,36,120.0,2809.0,34.0854544,-84.1606903,0,mature,12,2024,-2.4492935982947064e-16,1.0,1296,3.6109179126442243,0,0,1,8435.0,7557.666666666667,9361.8,10370.733333333335,-0.09203358328526545,10370.733333333335,4516.3993243670175,0.9632194094959462,-2868.6553714931724,0,0,34.67589874185406,3728.0,3704.0,4093.6666666666665
9,2025-01-01,37,120.0,3005.0,34.0854544,-84.1606903,0,mature,1,2025,0.49999999999999994,0.8660254037844387,1369,3.6375861597263857,0,0,1,7496.888888888889,8330.666666666666,8500.2,9698.133333333333,0.20931272205359863,9698.133333333333,5433.794264702254,0.8428296879665141,-2868.6553714931724,0,0,31.184698454761023,2809.0,4849.0,3795.3333333333335
9,2025-02-01,38,120.0,3449.0,34.0854544,-84.1606903,0,mature,2,2025,0.8660254037844386,0.5000000000000001,1444,3.6635616461296463,0,0,1,9735.666666666666,8964.333333333334,10279.4,9380.466666666667,0.1172441971321283,9380.466666666667,6011.143547612218,0.9712535653623937,-2868.6553714931724,0,0,36.90763548377096,3005.0,3728.0,3180.6666666666665
9,2025-03-01,39,120.0,4683.0,34.0854544,-84.1606903,0,mature,3,2025,1.0,6.123233995736766e-17,1521,3.6888794541139363,0,0,1,10931.333333333334,11802.0,11484.6,10088.066666666668,0.06614074499764899,10088.066666666668,5554.1391547205585,1.0640280222751042,-2868.6553714931724,0,0,41.49709286872906,3449.0,2809.0,3087.6666666666665
9,2025-04-01,40,120.0,4286.0,34.0854544,-84.1606903,0,mature,4,2025,0.8660254037844387,-0.49999999999999983,1600,3.713572066704308,0,0,1,11815.888888888889,12172.333333333334,12244.2,11336.066666666668,0.05143659855278404,11336.066666666668,6152.91474515218,1.0768458156712903,-2868.6553714931724,0,0,43.07383262685161,4683.0,3005.0,3712.3333333333335
9,2025-05-01,41,120.0,3327.0,34.0854544,-84.1606903,0,mature,5,2025,0.49999999999999994,-0.8660254037844387,1681,3.7376696182833684,0,0,1,10690.111111111111,9273.0,12874.0,12200.933333333334,-0.14054683858940498,12200.933333333334,5481.269662323786,1.0474066918833662,-2868.6553714931724,0,0,42.943674367218016,4286.0,3449.0,4139.333333333333
9,2025-06-01,42,120.0,3210.0,34.0854544,-84.1606903,0,mature,6,2025,1.2246467991473532e-16,-1.0,1764,3.7612001156935624,0,0,1,11076.333333333334,9413.0,11064.6,12060.933333333334,0.007139887569365344,12060.933333333334,5676.630316481777,1.0227107823630444,-2868.6553714931724,0,0,42.95385285924786,3327.0,4683.0,4098.666666666667
9,2025-07-01,43,120.0,3528.0,34.0854544,-84.1606903,0,mature,7,2025,-0.4999999999999998,-0.8660254037844388,1849,3.784189633918261,0,0,1,10909.1,9809.666666666666,11143.6,11694.066666666668,0.024282996518180777,11694.066666666668,5604.039147495909,0.9953486266588346,-2868.6553714931724,0,0,42.799990946329885,3210.0,4286.0,3607.6666666666665
9,2025-08-01,44,120.0,3269.0,34.0854544,-84.1606903,0,mature,8,2025,-0.8660254037844384,-0.5000000000000004,1936,3.8066624897703196,0,0,1,11356.1,9088.333333333334,11414.2,11207.466666666667,-0.03150461705594787,11207.466666666667,5416.855082876861,1.0118954902497466,-2868.6553714931724,0,0,44.52340157098885,3528.0,3327.0,3355.0
