fold,WAPE_site_day_pct,WAPE_site_month_pct,WAPE_site_6month_pct
train_12m_test_next_6m,35.744921690624395,19.78282927998833,16.222756515415533
train_18m_test_next_6m,30.423271701838605,18.505003358564245,14.37835501877673
train_6m_test_next_6m,29.62389547840277,20.069632959109622,14.789391802195775
