zip5,city_sample,state_sample,n_site_days,latitude,longitude,state_geocode,county_name,has_lat_lon
84010,Bountiful,UT,728,40.8775,-111.8727,UT,Davis,True
84770,St. George,UT,728,37.1041,-113.5841,UT,Washington,True
84790,St. George,UT,728,37.0831,-113.5581,UT,Washington,True
85024,Phoenix,AZ,721,33.6617,-112.037,AZ,Maricopa,True
85031,Phoenix,AZ,728,33.4939,-112.1696,AZ,Maricopa,True
85032,Phoenix,AZ,724,33.6238,-112.0044,AZ,Maricopa,True
85042,Phoenix,AZ,728,33.3794,-112.0283,AZ,Maricopa,True
85044,Phoenix,AZ,728,33.3291,-111.9943,AZ,Maricopa,True
85053,Phoenix,AZ,728,33.6299,-112.1316,AZ,Maricopa,True
85552,Thatcher,AZ,728,32.8504,-109.7461,AZ,Graham,True
85614,Green Valley,AZ,722,31.8543,-111.0003,AZ,Pima,True
86403,Lake Havasu City,AZ,728,34.4814,-114.3483,AZ,Mohave,True
87507,Santa Fe,NM,686,35.6567,-106.0152,NM,Santa Fe,True
88030,Deming,NM,728,32.2318,-107.7466,NM,Luna,True
89502,Reno,NV,712,39.4972,-119.7764,NV,Washoe,True
90201,Cudahy,CA,727,33.9653,-118.1515,CA,Los Angeles,True
90602,Whittier,CA,727,33.9693,-118.0337,CA,Los Angeles,True
90715,Lakewood,CA,1454,33.8405,-118.0767,CA,Los Angeles,True
90720,Los Alamitos,CA,728,33.7956,-118.0648,CA,Orange,True
91316,Los Angeles,CA,728,34.1655,-118.5175,CA,Los Angeles,True
91768,Pomona,CA,727,34.0662,-117.7763,CA,Los Angeles,True
92009,Carlsbad,CA,728,33.0954,-117.2619,CA,San Diego,True
92024,Encinitas,CA,700,33.0535,-117.2689,CA,San Diego,True
92122,San Diego,CA,727,32.8577,-117.2115,CA,San Diego,True
92128,San Diego,CA,1449,33.0067,-117.069,CA,San Diego,True
92130,San Diego,CA,725,32.9555,-117.2252,CA,San Diego,True
92407,San Bernardino,CA,1443,34.2166,-117.3908,CA,San Bernardino,True
92553,Moreno Valley,CA,727,33.9157,-117.2351,CA,Riverside,True
92585,Menifee,CA,727,33.7467,-117.1721,CA,Riverside,True
92604,Irvine,CA,728,33.6899,-117.7868,CA,Orange,True
92663,Newport Beach,CA,676,33.621,-117.9321,CA,Orange,True
92683,Westminster,CA,727,33.7524,-117.9939,CA,Orange,True
92801,Anaheim,CA,728,33.8428,-117.9546,CA,Orange,True
92860,Norco,CA,1453,33.9247,-117.5517,CA,Riverside,True
93436,Lompoc,CA,691,34.6583,-120.4506,CA,Santa Barbara,True
94803,San Pablo,CA,701,37.9693,-122.2901,CA,Contra Costa,True
95051,Santa Clara,CA,728,37.3483,-121.9844,CA,Santa Clara,True
95126,San Jose,CA,728,37.3249,-121.9153,CA,Santa Clara,True
95135,San Jose,CA,546,37.2974,-121.7562,CA,Santa Clara,True
95207,Stockton,CA,728,38.0024,-121.3238,CA,San Joaquin,True
95210,Stockton,CA,728,38.025,-121.2972,CA,San Joaquin,True
95336,Manteca,CA,728,37.8134,-121.2132,CA,San Joaquin,True
95380,Turlock,CA,623,37.4888,-120.8535,CA,Stanislaus,True
95966,OROVILLE,CA,722,39.4877,-121.4698,CA,Butte,True
96002,Redding,CA,728,40.5486,-122.3339,CA,Shasta,True
97113,Cornelius,OR,726,45.529,-123.0415,OR,Washington,True
97305,Salem,OR,728,44.9961,-122.9124,OR,Marion,True
97321,Albany,OR,727,44.652,-123.1333,OR,Linn,True
97526,Grants Pass,OR,728,42.4638,-123.3457,OR,Josephine,True
98012,Bothell,WA,724,47.8401,-122.1972,WA,Snohomish,True
98072,Woodinville,WA,722,47.7684,-122.1271,WA,King,True
98226,Bellingham,WA,725,48.7974,-122.4448,WA,Whatcom,True
98270,Marysville,WA,728,48.0656,-122.1562,WA,Snohomish,True
98499,Lakewood,WA,728,47.1677,-122.5024,WA,Pierce,True
98837,Moses Lake,WA,728,47.1374,-119.2891,WA,Grant,True
99336,Kennewick,WA,728,46.2109,-119.168,WA,Benton,True
99352,Richland,WA,725,46.2522,-119.288,WA,Benton,True
