month_offset,year_month,site_age_months,calendar_month,calendar_month_sin,calendar_month_cos,latitude,longitude,region_code,cbsa_code,peer_ref_level,peer_recent,peer_seasonal,peer_count,peer_level_resolved,peer_trend_ratio,h3_ref_level,h3_seasonal_factor,h3_peer_count,h3_used,h3_vs_cbsa_ratio,ramp_factor,anchor_wash,log_anchor,maturity_indicator,site_train_mean,site_train_median,site_train_max,site_train_std,site_train_recent6,site_train_months,site_vs_peer_ratio,predicted_washes,predicted_washes_low,predicted_washes_high,cbsa_id,cbsa_name,sample_label,sample_lat,sample_lon
48,2030-06,48,6,1.2246467991473532e-16,-1.0,32.7767,-96.797,2,0,10527.75,10036.875,1.0005755763396285,15,cbsa,0.953373227897699,10527.75,1.0005755763396285,0,0,,1.0,10533.809523809523,9.262440245753009,1,10527.75,10527.75,15791.625,2105.55,10036.875,0,1.0,11788.194499163428,3259.98515530954,42626.43016143193,19100,"Dallas-Fort Worth-Arlington, TX","Dallas, TX",32.7767,-96.797
49,2030-07,49,7,-0.4999999999999998,-0.8660254037844388,32.7767,-96.797,2,0,10527.75,10036.875,0.9761141473045726,15,cbsa,0.953373227897699,10527.75,0.9761141473045726,0,0,,1.0,10276.285714285714,9.237691468570308,1,10527.75,10527.75,15791.625,2105.55,10036.875,0,1.0,10686.860587128056,2955.4150021339124,38643.97694613047,19100,"Dallas-Fort Worth-Arlington, TX","Dallas, TX",32.7767,-96.797
50,2030-08,50,8,-0.8660254037844384,-0.5000000000000004,32.7767,-96.797,2,0,10527.75,10036.875,1.0472232682106586,15,cbsa,0.953373227897699,10527.75,1.0472232682106586,0,0,,1.0,11024.904761904761,9.308002761519795,1,10527.75,10527.75,15791.625,2105.55,10036.875,0,1.0,12688.106954037767,3508.85288854695,45880.53793949973,19100,"Dallas-Fort Worth-Arlington, TX","Dallas, TX",32.7767,-96.797
51,2030-09,51,9,-1.0,-1.8369701987210297e-16,32.7767,-96.797,2,0,10527.75,10036.875,0.9419564311635267,15,cbsa,0.953373227897699,10527.75,0.9419564311635267,0,0,,1.0,9916.681818181818,9.202074485286413,1,10527.75,10527.75,15791.625,2105.55,10036.875,0,1.0,10437.039496771238,2886.3278280035343,37740.617126125515,19100,"Dallas-Fort Worth-Arlington, TX","Dallas, TX",32.7767,-96.797
52,2030-10,52,10,-0.8660254037844386,0.5000000000000001,32.7767,-96.797,2,0,10527.75,10036.875,1.0668773652317145,15,cbsa,0.953373227897699,10527.75,1.0668773652317145,0,0,,1.0,11231.818181818182,9.326594967435454,1,10527.75,10527.75,15791.625,2105.55,10036.875,0,1.0,12953.399073619375,3582.2185232688767,46839.841419648976,19100,"Dallas-Fort Worth-Arlington, TX","Dallas, TX",32.7767,-96.797
53,2030-11,53,11,-0.5000000000000004,0.8660254037844384,32.7767,-96.797,2,0,10527.75,10036.875,0.8048426129212621,15,cbsa,0.953373227897699,10527.75,0.8048426129212621,0,0,,1.0,8473.181818181818,9.04477938696079,1,10527.75,10527.75,15791.625,2105.55,10036.875,0,1.0,8661.058107406301,2395.1862061167744,31318.620384627924,19100,"Dallas-Fort Worth-Arlington, TX","Dallas, TX",32.7767,-96.797
54,2030-12,54,12,-2.4492935982947064e-16,1.0,32.7767,-96.797,2,0,10527.75,10036.875,0.8155804680703163,15,cbsa,0.953373227897699,10527.75,0.8155804680703163,0,0,,1.0,8586.227272727272,9.05803117739191,1,10527.75,10527.75,15791.625,2105.55,10036.875,0,1.0,8537.125364434762,2360.9130269312186,30870.476233853526,19100,"Dallas-Fort Worth-Arlington, TX","Dallas, TX",32.7767,-96.797
55,2031-01,55,1,0.49999999999999994,0.8660254037844387,32.7767,-96.797,2,0,10527.75,10036.875,0.8767505427385519,15,cbsa,0.953373227897699,10527.75,0.8767505427385519,0,0,,1.0,9230.21052631579,9.13034547017747,1,10527.75,10527.75,15791.625,2105.55,10036.875,0,1.0,8899.793916248813,2461.2077832906693,32181.8955268374,19100,"Dallas-Fort Worth-Arlington, TX","Dallas, TX",32.7767,-96.797
56,2031-02,56,2,0.8660254037844386,0.5000000000000001,32.7767,-96.797,2,0,10527.75,10036.875,0.9319130268500917,15,cbsa,0.953373227897699,10527.75,0.9319130268500917,0,0,,1.0,9810.947368421053,9.191356041362878,1,10527.75,10527.75,15791.625,2105.55,10036.875,0,1.0,9935.731110164354,2747.6926961615377,35927.87244053732,19100,"Dallas-Fort Worth-Arlington, TX","Dallas, TX",32.7767,-96.797
57,2031-03,57,3,1.0,6.123233995736766e-17,32.7767,-96.797,2,0,10527.75,10036.875,1.2569037468644897,15,cbsa,0.953373227897699,10527.75,1.2569037468644897,0,0,,1.0,13232.368421052632,9.490496829468592,1,10527.75,10527.75,15791.625,2105.55,10036.875,0,1.0,11771.040840309592,3255.241369208393,42564.40206703648,19100,"Dallas-Fort Worth-Arlington, TX","Dallas, TX",32.7767,-96.797
58,2031-04,58,4,0.8660254037844387,-0.49999999999999983,32.7767,-96.797,2,0,10527.75,10036.875,0.9533043622806392,15,cbsa,0.953373227897699,10527.75,0.9533043622806392,0,0,,1.0,10036.15,9.214048488406723,1,10527.75,10527.75,15791.625,2105.55,10036.875,0,1.0,10475.751114815572,2897.033394506657,37880.59938406331,19100,"Dallas-Fort Worth-Arlington, TX","Dallas, TX",32.7767,-96.797
59,2031-05,59,5,0.49999999999999994,-0.8660254037844387,32.7767,-96.797,2,0,10527.75,10036.875,0.960575621571561,15,cbsa,0.953373227897699,10527.75,0.960575621571561,0,0,,1.0,10112.7,9.221646219345152,1,10527.75,10527.75,15791.625,2105.55,10036.875,0,1.0,10074.586610450478,2786.0927132038396,36429.9776853988,19100,"Dallas-Fort Worth-Arlington, TX","Dallas, TX",32.7767,-96.797
0,2026-06,0,6,1.2246467991473532e-16,-1.0,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.0468195795366693,30,cbsa,0.8850399839968794,10220.322147651006,1.0468195795366693,0,0,,0.8775980943970698,9389.275745605186,9.147429937650287,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,23488.12498865491,10182.867425415943,54178.4541067164,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
1,2026-07,1,7,-0.4999999999999998,-0.8660254037844388,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.9805056228718324,30,cbsa,0.8850399839968794,10220.322147651006,0.9805056228718324,0,0,,0.8996126035898373,9015.092868290725,9.106766356053734,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,14872.257317097376,6447.608084929022,34304.820453179156,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
2,2026-08,2,8,-0.8660254037844384,-0.5000000000000004,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.9648800177645195,30,cbsa,0.8850399839968794,10220.322147651006,0.9648800177645195,0,0,,0.9188518084341106,9061.15108751047,9.11186179773326,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,10447.46835758279,4529.317911407536,24098.461891533283,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
3,2026-09,3,9,-1.0,-1.8369701987210297e-16,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.942937812125928,30,cbsa,0.8850399839968794,10220.322147651006,0.942937812125928,0,0,,0.9188518084341106,8855.092679393425,9.088860939486539,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,10554.761073015174,4575.832799142872,24345.946672112666,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
4,2026-10,4,10,-0.8660254037844386,0.5000000000000001,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.0608462550940625,30,cbsa,0.8850399839968794,10220.322147651006,1.0608462550940625,0,0,,0.9216271127826049,9992.456704810484,9.209685828290242,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11601.560382554211,5029.654404537157,26760.527162390066,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
5,2026-11,5,11,-0.5000000000000004,0.8660254037844384,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.8918915150581833,30,cbsa,0.8850399839968794,10220.322147651006,0.8918915150581833,0,0,,0.9311809583403037,8488.104231952104,9.046538765134976,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11052.955243218625,4791.816203086236,25495.097147071334,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
6,2026-12,6,12,-2.4492935982947064e-16,1.0,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.7595838347567117,30,cbsa,0.8850399839968794,10220.322147651006,0.7595838347567117,0,0,,0.9311809583403037,7228.936090843119,8.885985475672957,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11931.664027168532,5172.765089250298,27521.954699446993,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
7,2027-01,7,1,0.49999999999999994,0.8660254037844387,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.8821740956911113,30,cbsa,0.8850399839968794,10220.322147651006,0.8821740956911113,0,0,,0.9433005375798763,8504.895229634398,9.048514758506872,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,6799.960219357449,2948.0042977148923,15685.003926448047,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
8,2027-02,8,2,0.8660254037844386,0.5000000000000001,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.9568393985310272,30,cbsa,0.8850399839968794,10220.322147651006,0.9568393985310272,0,0,,0.9768450392898576,9552.769745085716,9.164691093291655,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,10557.342392162383,4576.951885092535,24351.90082473317,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
9,2027-03,9,3,1.0,6.123233995736766e-17,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.2374609936250187,30,cbsa,0.8850399839968794,10220.322147651006,1.2374609936250187,0,0,,0.9776192020759001,12364.194453454427,9.422640905950296,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11447.22575549956,4962.7453154886425,26404.5340163643,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
10,2027-04,10,4,0.8660254037844387,-0.49999999999999983,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.2942871133509497,30,cbsa,0.8850399839968794,10220.322147651006,1.2942871133509497,0,0,,0.9813569321533924,12981.420165929205,9.471351426339213,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,12679.808861219573,5497.11024936126,29247.649303694438,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
11,2027-05,11,5,0.49999999999999994,-0.8660254037844387,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.032482428426028,30,cbsa,0.8850399839968794,10220.322147651006,1.032482428426028,0,0,,0.9886069646412594,10432.080268762642,9.252736832175806,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11987.42127210097,5196.937671498889,27650.566129143834,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
12,2027-06,12,6,1.2246467991473532e-16,-1.0,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.0468195795366693,30,cbsa,0.8850399839968794,10220.322147651006,1.0468195795366693,0,0,,0.9962339771274574,10658.541282290482,9.274210665113879,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,12674.63517859077,5494.8672893831545,29235.71552324143,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
13,2027-07,13,7,-0.4999999999999998,-0.8660254037844388,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.9805056228718324,30,cbsa,0.8850399839968794,10220.322147651006,0.9805056228718324,0,0,,1.000674373795761,10027.841289338472,9.213220349789838,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,10597.469000105435,4594.34807696026,24444.458131370073,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
14,2027-08,14,8,-0.8660254037844384,-0.5000000000000004,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.9648800177645195,30,cbsa,0.8850399839968794,10220.322147651006,0.9648800177645195,0,0,,1.0019627669065605,9880.740214760557,9.198443910329171,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11846.460547835342,5135.826605031012,27325.42165149125,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
15,2027-09,15,9,-1.0,-1.8369701987210297e-16,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.942937812125928,30,cbsa,0.8850399839968794,10220.322147651006,0.942937812125928,0,0,,1.0019627669065605,9656.043641443512,9.175442839107944,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,10935.108900250181,4740.725973976957,25223.269034472134,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
16,2027-10,16,10,-0.8660254037844386,0.5000000000000001,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.0608462550940625,30,cbsa,0.8850399839968794,10220.322147651006,1.0608462550940625,0,0,,1.0019627669065605,10863.471168851767,9.293253218597707,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,13148.700184327297,5700.389914402213,30329.208902100003,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
17,2027-11,17,11,-0.5000000000000004,0.8660254037844384,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.8918915150581833,30,cbsa,0.8850399839968794,10220.322147651006,0.8918915150581833,0,0,,1.0019627669065605,9133.310046627817,9.119792937402245,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11375.746317006524,4931.756650102652,26239.657276316324,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
18,2027-12,18,12,-2.4492935982947064e-16,1.0,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.7595838347567117,30,cbsa,0.8850399839968794,10220.322147651006,0.7595838347567117,0,0,,1.0030425963488845,7786.8117474429255,8.960315194068832,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,10467.432192870772,4537.972884426394,24144.511107231276,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
19,2028-01,19,1,0.49999999999999994,0.8660254037844387,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.8821740956911113,30,cbsa,0.8850399839968794,10220.322147651006,0.8821740956911113,0,0,,0.9955018273826258,8975.547458629415,9.102370617282862,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,7397.566919711001,3207.086272337379,17063.462496666398,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
20,2028-02,20,2,0.8660254037844386,0.5000000000000001,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.9568393985310272,30,cbsa,0.8850399839968794,10220.322147651006,0.9568393985310272,0,0,,1.0124586166484875,9901.042286402107,9.200496306403272,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11123.669853347825,4822.473290458404,25658.209709756084,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
21,2028-03,21,3,1.0,6.123233995736766e-17,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.2374609936250187,30,cbsa,0.8850399839968794,10220.322147651006,1.2374609936250187,0,0,,0.9970786839710741,12610.303385853167,9.442348784906466,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11937.465965296446,5175.280418455824,27535.33763396156,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
22,2028-04,22,4,0.8660254037844387,-0.49999999999999983,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.2942871133509497,30,cbsa,0.8850399839968794,10220.322147651006,1.2942871133509497,0,0,,1.0124586166484875,13392.834220357963,9.50254974723631,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,13350.769621383117,5787.993598785778,30795.30867495061,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
23,2028-05,23,5,0.49999999999999994,-0.8660254037844387,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.032482428426028,30,cbsa,0.8850399839968794,10220.322147651006,1.032482428426028,0,0,,1.0067487922705314,10623.518331430243,9.270919659252575,0,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,12555.57941480934,5443.252736948531,28961.09772223399,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
24,2028-06,24,6,1.2246467991473532e-16,-1.0,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.0468195795366693,30,cbsa,0.8850399839968794,10220.322147651006,1.0468195795366693,0,0,,1.0,10698.833333333336,9.277983444004699,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11410.834608318191,3155.6275590337063,41261.88658913325,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
25,2028-07,25,7,-0.4999999999999998,-0.8660254037844388,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.9805056228718324,30,cbsa,0.8850399839968794,10220.322147651006,0.9805056228718324,0,0,,1.0,10021.083333333334,9.212546270525346,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,9411.768165029453,2602.7925230948936,34033.208258540995,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
26,2028-08,26,8,-0.8660254037844384,-0.5000000000000004,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.9648800177645195,30,cbsa,0.8850399839968794,10220.322147651006,0.9648800177645195,0,0,,1.0,9861.384615384615,9.196483265758403,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11365.735946941597,3143.1556773878388,41098.808609746346,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
27,2028-09,27,9,-1.0,-1.8369701987210297e-16,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.942937812125928,30,cbsa,0.8850399839968794,10220.322147651006,0.942937812125928,0,0,,1.0,9637.128205128205,9.173482199158725,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,9386.132462123182,2595.703056516589,33940.50886342574,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
28,2028-10,28,10,-0.8660254037844386,0.5000000000000001,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.0608462550940625,30,cbsa,0.8850399839968794,10220.322147651006,1.0608462550940625,0,0,,1.0,10842.190476190475,9.291292556060531,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,12521.307986426367,3462.7252005135783,45277.38836096242,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
29,2028-11,29,11,-0.5000000000000004,0.8660254037844384,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.8918915150581833,30,cbsa,0.8850399839968794,10220.322147651006,0.8918915150581833,0,0,,1.0,9115.418604651162,9.11783230908435,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,9480.998783106965,2621.938015412789,34283.54804609059,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
30,2028-12,30,12,-2.4492935982947064e-16,1.0,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.7595838347567117,30,cbsa,0.8850399839968794,10220.322147651006,0.7595838347567117,0,0,,1.0,7763.191489361702,8.95727760773562,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,8355.953931589664,2310.810682447244,30215.35543227817,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
31,2029-01,31,1,0.49999999999999994,0.8660254037844387,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.8821740956911113,30,cbsa,0.8850399839968794,10220.322147651006,0.8821740956911113,0,0,,1.0,9016.103448275862,9.106878436016537,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,7825.068972315585,2163.9962498779964,28295.661059924787,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
32,2029-02,32,2,0.8660254037844386,0.5000000000000001,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.9568393985310272,30,cbsa,0.8850399839968794,10220.322147651006,0.9568393985310272,0,0,,1.0,9779.206896551725,9.188115917871736,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,8920.248251633111,2466.8643602770153,32255.858956845208,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
33,2029-03,33,3,1.0,6.123233995736766e-17,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.2374609936250187,30,cbsa,0.8850399839968794,10220.322147651006,1.2374609936250187,0,0,,1.0,12647.25,9.445274144664868,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,10855.638352097623,3002.0899198565676,39254.28190943832,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
34,2029-04,34,4,0.8660254037844387,-0.49999999999999983,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.2942871133509497,30,cbsa,0.8850399839968794,10220.322147651006,1.2942871133509497,0,0,,1.0,13228.03125,9.490169030694075,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,12627.027636350203,3491.9616106695767,45659.67347464028,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
35,2029-05,35,5,0.49999999999999994,-0.8660254037844387,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.032482428426028,30,cbsa,0.8850399839968794,10220.322147651006,1.032482428426028,0,0,,1.0,10552.30303030303,9.264194173344865,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,10751.479568795574,2973.285162064025,38877.640931683876,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
36,2029-06,36,6,1.2246467991473532e-16,-1.0,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.0468195795366693,30,cbsa,0.8850399839968794,10220.322147651006,1.0468195795366693,0,0,,1.0,10698.833333333336,9.277983444004699,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11250.069901342542,3111.1686252864306,40680.557060272244,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
37,2029-07,37,7,-0.4999999999999998,-0.8660254037844388,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.9805056228718324,30,cbsa,0.8850399839968794,10220.322147651006,0.9805056228718324,0,0,,1.0,10021.083333333334,9.212546270525346,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,9363.09298959179,2589.3315686315,33857.19750757008,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
38,2029-08,38,8,-0.8660254037844384,-0.5000000000000004,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.9648800177645195,30,cbsa,0.8850399839968794,10220.322147651006,0.9648800177645195,0,0,,1.0,9861.384615384615,9.196483265758403,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,11499.218201116897,3180.0697414660667,41581.48405133307,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
39,2029-09,39,9,-1.0,-1.8369701987210297e-16,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.942937812125928,30,cbsa,0.8850399839968794,10220.322147651006,0.942937812125928,0,0,,1.0,9637.128205128205,9.173482199158725,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,9427.860227764395,2607.2427283946063,34091.397592655994,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
40,2029-10,40,10,-0.8660254037844386,0.5000000000000001,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.0608462550940625,30,cbsa,0.8850399839968794,10220.322147651006,1.0608462550940625,0,0,,1.0,10842.190476190475,9.291292556060531,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,12516.826168637881,3461.4857690247013,45261.181986613,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
41,2029-11,41,11,-0.5000000000000004,0.8660254037844384,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.8918915150581833,30,cbsa,0.8850399839968794,10220.322147651006,0.8918915150581833,0,0,,1.0,9115.418604651162,9.11783230908435,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,9516.437541386245,2631.73848366272,34411.69555459215,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
42,2029-12,42,12,-2.4492935982947064e-16,1.0,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.7595838347567117,30,cbsa,0.8850399839968794,10220.322147651006,0.7595838347567117,0,0,,1.0,7763.191489361702,8.95727760773562,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,8209.980359740532,2270.4421868876016,29687.511048112017,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
43,2030-01,43,1,0.49999999999999994,0.8660254037844387,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.8821740956911113,30,cbsa,0.8850399839968794,10220.322147651006,0.8821740956911113,0,0,,1.0,9016.103448275862,9.106878436016537,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,7862.917972431359,2174.4632623224797,28432.524068100432,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
44,2030-02,44,2,0.8660254037844386,0.5000000000000001,33.749,-84.388,2,0,10220.322147651006,9045.39375,0.9568393985310272,30,cbsa,0.8850399839968794,10220.322147651006,0.9568393985310272,0,0,,1.0,9779.206896551725,9.188115917871736,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,9032.215445009902,2497.8285073578863,32660.73535663536,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
45,2030-03,45,3,1.0,6.123233995736766e-17,33.749,-84.388,2,0,10220.322147651006,9045.39375,1.2374609936250187,30,cbsa,0.8850399839968794,10220.322147651006,1.2374609936250187,0,0,,1.0,12647.25,9.445274144664868,1,10220.322147651006,10220.322147651006,15330.483221476508,2044.0644295302013,9045.39375,0,1.0,10856.929311291484,3002.4469302374528,39258.95005280178,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA",33.749,-84.388
