cluster_id,role,client_name,client_id,site_id,address,state,lat,lon,opened,carwash_type,dist_from_entrant_km,wash_per_mo,wash_before_entry,wash_after_entry,decline_pct,google_maps_all_markers,google_earth
29.0,entrant,Big Dan's,bigdans_000378,27.0,3400 Woodward Ave,AL,34.7296679,-87.6683898,2024-05-01,Express Tunnel,0.0,5012.0,,,,"https://www.google.com/maps/dir/34.7296679,-87.6683898/34.7205938,-87.6680577","https://earth.google.com/web/@34.725131,-87.668224,0a,3014d,35y,0h,0t,0r"
29.0,neighbor,Wash N Roll,washnroll_000485,6.0,24925 US-72,AL,34.7205938,-87.6680577,2022-09-01,Express Tunnel,1.0,,4159.0,3288.0,20.9,"https://www.google.com/maps/dir/34.7296679,-87.6683898/34.7205938,-87.6680577","https://earth.google.com/web/@34.725131,-87.668224,0a,3014d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
30.0,entrant,Glacier Express,glacierexpress_000240,3.0,90 24th St W,MT,45.7718269,-108.5772338,2023-05-01,Express Tunnel,0.0,5942.0,,,,"https://www.google.com/maps/dir/45.7718269,-108.5772338/45.7551067,-108.5629406","https://earth.google.com/web/@45.763467,-108.570087,0a,4747d,35y,0h,0t,0r"
30.0,neighbor,Glacier Express,glacierexpress_000240,1.0,1832 King Ave W,MT,45.7551067,-108.5629406,2020-07-01,Express Tunnel,2.2,,11873.0,9488.0,20.1,"https://www.google.com/maps/dir/45.7718269,-108.5772338/45.7551067,-108.5629406","https://earth.google.com/web/@45.763467,-108.570087,0a,4747d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
31.0,entrant,Waters Car Wash,waterscarwash_000245,6.0,2273 S Tamiami Trail,FL,27.0513381,-82.407791,2022-10-01,Express Tunnel,0.0,4919.0,,,,"https://www.google.com/maps/dir/27.0513381,-82.407791/26.9573955,-82.3525042/27.0473965,-82.2646911/27.0888194,-82.4438975","https://earth.google.com/web/@27.036237,-82.367221,0a,32189d,35y,0h,0t,0r"
31.0,neighbor,Englewood Car Wash,24036englewood,1.0,287 S Indiana Ave,FL,26.9573955,-82.3525042,2020-01-01,Unknown,11.8,,2509.0,2351.0,6.3,"https://www.google.com/maps/dir/27.0513381,-82.407791/26.9573955,-82.3525042/27.0473965,-82.2646911/27.0888194,-82.4438975","https://earth.google.com/web/@27.036237,-82.367221,0a,32189d,35y,0h,0t,0r"
31.0,neighbor,North Port Car Wash,northport_000093,1.0,14164 Tamiami Trail,FL,27.0473965,-82.2646911,2020-01-01,Unknown,14.2,,3274.0,2566.0,21.6,"https://www.google.com/maps/dir/27.0513381,-82.407791/26.9573955,-82.3525042/27.0473965,-82.2646911/27.0888194,-82.4438975","https://earth.google.com/web/@27.036237,-82.367221,0a,32189d,35y,0h,0t,0r"
31.0,neighbor,Venice Car Wash,venicecarwash,1.0,700 S Tamiami Trail,FL,27.0888194,-82.4438975,2020-01-01,Hand Wash / Detail,5.5,,1803.0,1237.0,31.4,"https://www.google.com/maps/dir/27.0513381,-82.407791/26.9573955,-82.3525042/27.0473965,-82.2646911/27.0888194,-82.4438975","https://earth.google.com/web/@27.036237,-82.367221,0a,32189d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
32.0,entrant,Smitty's Car Wash,smittyscw_000489,4.0,13776 US Hwy 69 N,TX,32.5160483,-95.4097292,2023-02-01,Express Tunnel,0.0,4606.0,,,,"https://www.google.com/maps/dir/32.5160483,-95.4097292/32.488615,-95.398186","https://earth.google.com/web/@32.502332,-95.403958,0a,6355d,35y,0h,0t,0r"
32.0,neighbor,Precision Express Car Wash,precisionexpress_000019,1.0,2106 S Main St,TX,32.488615,-95.398186,2020-01-01,Express Tunnel,3.2,,6377.0,5119.0,19.7,"https://www.google.com/maps/dir/32.5160483,-95.4097292/32.488615,-95.398186","https://earth.google.com/web/@32.502332,-95.403958,0a,6355d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
33.0,entrant,BlueWave,bluewave_000567,24.0,10718 International Blvd,TX,27.6111894,-99.4666582,2023-08-01,Express Tunnel,0.0,14564.0,,,,"https://www.google.com/maps/dir/27.6111894,-99.4666582/27.613834,-99.467364","https://earth.google.com/web/@27.612512,-99.467011,0a,2400d,35y,0h,0t,0r"
33.0,neighbor,Monkey Shine,5025495monkey,1.0,2518 Bob Bullock Loop,TX,27.613834,-99.467364,2020-01-01,Touchless,0.3,,6687.0,5405.0,19.2,"https://www.google.com/maps/dir/27.6111894,-99.4666582/27.613834,-99.467364","https://earth.google.com/web/@27.612512,-99.467011,0a,2400d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
34.0,entrant,Wash N Roll,washnroll_000485,1.0,5307 Cane Ridge Rd,TN,36.043861,-86.662127,2022-08-01,Express Tunnel,0.0,5846.0,,,,"https://www.google.com/maps/dir/36.043861,-86.662127/36.1196537,-86.7745102/35.961495,-86.672336","https://earth.google.com/web/@36.041670,-86.702991,0a,33880d,35y,0h,0t,0r"
34.0,neighbor,Champion CW,championcarwash_000085,6.0,2640 8th Ave S,TN,36.1196537,-86.7745102,2020-01-01,Express Tunnel,13.2,,10498.0,5500.0,47.6,"https://www.google.com/maps/dir/36.043861,-86.662127/36.1196537,-86.7745102/35.961495,-86.672336","https://earth.google.com/web/@36.041670,-86.702991,0a,33880d,35y,0h,0t,0r"
34.0,neighbor,Wash 37135,wash37135_000143,1.0,912 Oldham Dr,TN,35.961495,-86.672336,2020-01-01,Express Tunnel,9.2,,10639.0,11622.0,-9.2,"https://www.google.com/maps/dir/36.043861,-86.662127/36.1196537,-86.7745102/35.961495,-86.672336","https://earth.google.com/web/@36.041670,-86.702991,0a,33880d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
35.0,entrant,Valley View Express Wash,valleyviewew_000195,2.0,2335 E Market St,VA,38.4210925,-78.8383377,2021-12-01,Express Tunnel,0.0,8320.0,,,,"https://www.google.com/maps/dir/38.4210925,-78.8383377/38.4050444,-78.8677808","https://earth.google.com/web/@38.413068,-78.853059,0a,6187d,35y,0h,0t,0r"
35.0,neighbor,Valley View Express Wash,valleyviewew_000195,1.0,2200 Rock Port Dr,VA,38.4050444,-78.8677808,2020-01-01,Express Tunnel,3.1,,14892.0,12069.0,19.0,"https://www.google.com/maps/dir/38.4210925,-78.8383377/38.4050444,-78.8677808","https://earth.google.com/web/@38.413068,-78.853059,0a,6187d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
36.0,entrant,BlueWave,bluewave_000567,9.0,710 S Main St,TX,30.2424926,-94.1967773,2023-06-01,Express Tunnel,0.0,6812.0,,,,"https://www.google.com/maps/dir/30.2424926,-94.1967773/30.114223,-94.1700739/30.2491693,-94.1981079","https://earth.google.com/web/@30.201962,-94.188320,0a,31237d,35y,0h,0t,0r"
36.0,neighbor,Blue Crew Car Wash,bluecrewcw_000222,1.0,6045 Folsom Dr,TX,30.114223,-94.1700739,2020-03-01,Express Tunnel,14.5,,14562.0,9062.0,37.8,"https://www.google.com/maps/dir/30.2424926,-94.1967773/30.114223,-94.1700739/30.2491693,-94.1981079","https://earth.google.com/web/@30.201962,-94.188320,0a,31237d,35y,0h,0t,0r"
36.0,neighbor,Blu's Flex Serve Car Wash,blusflexservecw_000214,1.0,420 S Main St,TX,30.2491693,-94.1981079,2020-02-01,Flex,0.8,,6225.0,6244.0,-0.3,"https://www.google.com/maps/dir/30.2424926,-94.1967773/30.114223,-94.1700739/30.2491693,-94.1981079","https://earth.google.com/web/@30.201962,-94.188320,0a,31237d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
37.0,entrant,BlueWave,bluewave_000567,10.0,3820 College St,TX,30.068785,-94.132751,2023-06-01,Express Tunnel,0.0,7821.0,,,,"https://www.google.com/maps/dir/30.068785,-94.132751/30.114223,-94.1700739/30.076585,-94.170757","https://earth.google.com/web/@30.086531,-94.157861,0a,11387d,35y,0h,0t,0r"
37.0,neighbor,Blue Crew Car Wash,bluecrewcw_000222,1.0,6045 Folsom Dr,TX,30.114223,-94.1700739,2020-03-01,Express Tunnel,6.2,,14562.0,9062.0,37.8,"https://www.google.com/maps/dir/30.068785,-94.132751/30.114223,-94.1700739/30.076585,-94.170757","https://earth.google.com/web/@30.086531,-94.157861,0a,11387d,35y,0h,0t,0r"
37.0,neighbor,Valvoline Express Care,johnsontexacoexpress_000141,1.0,6455 Prutzman Rd,TX,30.076585,-94.170757,2020-01-01,Full Service,3.8,,760.0,766.0,-0.8,"https://www.google.com/maps/dir/30.068785,-94.132751/30.114223,-94.1700739/30.076585,-94.170757","https://earth.google.com/web/@30.086531,-94.157861,0a,11387d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
38.0,entrant,Bubble Brothers FL,bubblebrothersfl_000730,1.0,916 S Kirkman Rd,FL,28.529129,-81.460352,2025-02-01,Express Tunnel,0.0,4534.0,,,,"https://www.google.com/maps/dir/28.529129,-81.460352/28.468623,-81.395878/28.452047,-81.3345029/28.550065,-81.601286","https://earth.google.com/web/@28.499966,-81.448005,0a,49433d,35y,0h,0t,0r"
38.0,neighbor,Big Dan's,bigdans_000378,15.0,6107 S Orange Blossom Trl,FL,28.468623,-81.395878,2023-11-01,Express Tunnel,9.2,,11670.0,13434.0,-15.1,"https://www.google.com/maps/dir/28.529129,-81.460352/28.468623,-81.395878/28.452047,-81.3345029/28.550065,-81.601286","https://earth.google.com/web/@28.499966,-81.448005,0a,49433d,35y,0h,0t,0r"
38.0,neighbor,Links Car Wash,linkscw_000673,1.0,3893 McCoy Rd,FL,28.452047,-81.3345029,2024-08-01,Express Tunnel,15.0,,9891.0,11108.0,-12.3,"https://www.google.com/maps/dir/28.529129,-81.460352/28.468623,-81.395878/28.452047,-81.3345029/28.550065,-81.601286","https://earth.google.com/web/@28.499966,-81.448005,0a,49433d,35y,0h,0t,0r"
38.0,neighbor,Zips Express Car Wash,zips_000468,12.0,14580 W Colonial Dr,FL,28.550065,-81.601286,2022-09-01,Express Tunnel,14.0,,18548.0,3340.0,82.0,"https://www.google.com/maps/dir/28.529129,-81.460352/28.468623,-81.395878/28.452047,-81.3345029/28.550065,-81.601286","https://earth.google.com/web/@28.499966,-81.448005,0a,49433d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
39.0,entrant,Century Car Wash,centurycarwash_000236,9.0,6661 E Shelby Dr,TN,35.01991,-89.840712,2024-05-01,Express Tunnel,0.0,4697.0,,,,"https://www.google.com/maps/dir/35.01991,-89.840712/35.0491648,-89.8282628","https://earth.google.com/web/@35.034537,-89.834487,0a,6667d,35y,0h,0t,0r"
39.0,neighbor,Century Car Wash,centurycarwash_000236,5.0,7050 Winchester Rd,TN,35.0491648,-89.8282628,2022-01-01,Express Tunnel,3.4,,12871.0,10562.0,17.9,"https://www.google.com/maps/dir/35.01991,-89.840712/35.0491648,-89.8282628","https://earth.google.com/web/@35.034537,-89.834487,0a,6667d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
40.0,entrant,Champion Xpress CW,championxpresscw_000216,52.0,1819 N Henderson St,IL,40.9700414,-90.3823484,2024-05-01,Express Tunnel,0.0,5456.0,,,,"https://www.google.com/maps/dir/40.9700414,-90.3823484/40.9765307,-90.3654912","https://earth.google.com/web/@40.973286,-90.373920,0a,3882d,35y,0h,0t,0r"
40.0,neighbor,Champion Xpress CW,championxpresscw_000216,25.0,334 E Carl Sandburg Dr,IL,40.9765307,-90.3654912,2022-08-01,Express Tunnel,1.6,,10460.0,8596.0,17.8,"https://www.google.com/maps/dir/40.9700414,-90.3823484/40.9765307,-90.3654912","https://earth.google.com/web/@40.973286,-90.373920,0a,3882d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
41.0,entrant,Cadillac Express Carwash,cadillacexpresscw_000080,7.0,9520 Cullen Blvd,TX,29.653275,-95.355952,2023-09-01,Express Tunnel,0.0,6250.0,,,,"https://www.google.com/maps/dir/29.653275,-95.355952/29.669329,-95.354293/29.6270427,-95.2356065/29.639348,-95.464116","https://earth.google.com/web/@29.647249,-95.352492,0a,36053d,35y,0h,0t,0r"
41.0,neighbor,R&R Superior Bellfort Carwash,162721superior,1.0,4825 Bellfort St,TX,29.669329,-95.354293,2020-01-01,Unknown,1.8,,1958.0,1467.0,25.0,"https://www.google.com/maps/dir/29.653275,-95.355952/29.669329,-95.354293/29.6270427,-95.2356065/29.639348,-95.464116","https://earth.google.com/web/@29.647249,-95.352492,0a,36053d,35y,0h,0t,0r"
41.0,neighbor,Superior Almeda Car Wash,46303superior,1.0,10126 Almeda Genoa Rd,TX,29.6270427,-95.2356065,2020-01-01,Unknown,12.0,,2988.0,2738.0,8.4,"https://www.google.com/maps/dir/29.653275,-95.355952/29.669329,-95.354293/29.6270427,-95.2356065/29.639348,-95.464116","https://earth.google.com/web/@29.647249,-95.352492,0a,36053d,35y,0h,0t,0r"
41.0,neighbor,Cadillac Express Carwash,cadillacexpresscw_000080,5.0,12940 S Post Oak Rd,TX,29.639348,-95.464116,2021-04-01,Express Tunnel,10.6,,16494.0,13505.0,18.1,"https://www.google.com/maps/dir/29.653275,-95.355952/29.669329,-95.354293/29.6270427,-95.2356065/29.639348,-95.464116","https://earth.google.com/web/@29.647249,-95.352492,0a,36053d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
42.0,entrant,Road Runner Express,midtowncw_000328,3.0,101 Market Center Way,VA,37.417232,-79.911144,2023-09-01,Express Tunnel,0.0,5386.0,,,,"https://www.google.com/maps/dir/37.417232,-79.911144/37.2984337,-79.9390081","https://earth.google.com/web/@37.357833,-79.925076,0a,21656d,35y,0h,0t,0r"
42.0,neighbor,TLC Car Wash,3dollarcarwash_000146,1.0,2925 Williamson Rd,VA,37.2984337,-79.9390081,2020-01-01,Express Tunnel,13.4,,1687.0,1398.0,17.2,"https://www.google.com/maps/dir/37.417232,-79.911144/37.2984337,-79.9390081","https://earth.google.com/web/@37.357833,-79.925076,0a,21656d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
43.0,entrant,Hall of Fame,halloffamecw_000586,1.0,3721 Gateway Blvd,NC,34.213589,-78.019791,2023-11-01,Express Tunnel,0.0,6154.0,,,,"https://www.google.com/maps/dir/34.213589,-78.019791/34.21931,-78.016423","https://earth.google.com/web/@34.216449,-78.018107,0a,2561d,35y,0h,0t,0r"
43.0,neighbor,Magnolia,magnolia_000414,17.0,2040 Olde Regent Way,NC,34.21931,-78.016423,2022-09-01,Express Tunnel,0.7,,13652.0,11351.0,16.9,"https://www.google.com/maps/dir/34.213589,-78.019791/34.21931,-78.016423","https://earth.google.com/web/@34.216449,-78.018107,0a,2561d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
44.0,entrant,Wash Wizard,washwizard_000252,4.0,999 Bacons Bridge Rd,SC,32.995008,-80.186328,2025-02-01,Express Tunnel,0.0,4684.0,,,,"https://www.google.com/maps/dir/32.995008,-80.186328/33.0466,-80.110187/32.973443,-80.140086","https://earth.google.com/web/@33.005017,-80.145534,0a,18533d,35y,0h,0t,0r"
44.0,neighbor,Wash Wizard,washwizard_000252,1.0,2146 N Main St,SC,33.0466,-80.110187,2020-09-01,Express Tunnel,9.1,,10895.0,9900.0,9.1,"https://www.google.com/maps/dir/32.995008,-80.186328/33.0466,-80.110187/32.973443,-80.140086","https://earth.google.com/web/@33.005017,-80.145534,0a,18533d,35y,0h,0t,0r"
44.0,neighbor,Wash Wizard,washwizard_000252,3.0,3910 Ladson Rd,SC,32.973443,-80.140086,2022-12-01,Express Tunnel,4.9,,9457.0,7188.0,24.0,"https://www.google.com/maps/dir/32.995008,-80.186328/33.0466,-80.110187/32.973443,-80.140086","https://earth.google.com/web/@33.005017,-80.145534,0a,18533d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
45.0,entrant,Mr Clean Car Wash,mrcleancw_000329,14.0,890 Blanding Blvd,FL,30.1420232,-81.7681602,2023-05-01,Express Tunnel,0.0,4932.0,,,,"https://www.google.com/maps/dir/30.1420232,-81.7681602/30.1781864,-81.7020632/30.248689,-81.758822","https://earth.google.com/web/@30.189633,-81.743015,0a,21720d,35y,0h,0t,0r"
45.0,neighbor,Magnolia,magnolia_000414,20.0,950 Park Ave,FL,30.1781864,-81.7020632,2022-09-01,Unknown,7.5,,4555.0,3652.0,19.8,"https://www.google.com/maps/dir/30.1420232,-81.7681602/30.1781864,-81.7020632/30.248689,-81.758822","https://earth.google.com/web/@30.189633,-81.743015,0a,21720d,35y,0h,0t,0r"
45.0,neighbor,Magnolia,magnolia_000414,21.0,6929 103rd St,FL,30.248689,-81.758822,2022-09-01,Express Tunnel,11.9,,7341.0,6398.0,12.9,"https://www.google.com/maps/dir/30.1420232,-81.7681602/30.1781864,-81.7020632/30.248689,-81.758822","https://earth.google.com/web/@30.189633,-81.743015,0a,21720d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
46.0,entrant,Luv Car Wash,luvcarwash_000457,15.0,9826 San Jose Blvd,FL,30.199675,-81.620606,2022-08-01,Express Tunnel,0.0,5262.0,,,,"https://www.google.com/maps/dir/30.199675,-81.620606/30.253554,-81.537669/30.10281,-81.704756","https://earth.google.com/web/@30.185346,-81.621010,0a,38128d,35y,0h,0t,0r"
46.0,neighbor,Scrubbles Express Wash,scrubbles_000069,1.0,5064 Weebers Crossing Dr,FL,30.253554,-81.537669,2020-01-01,Express Tunnel,10.0,,10094.0,8420.0,16.6,"https://www.google.com/maps/dir/30.199675,-81.620606/30.253554,-81.537669/30.10281,-81.704756","https://earth.google.com/web/@30.185346,-81.621010,0a,38128d,35y,0h,0t,0r"
46.0,neighbor,Scrubbles Express Wash,scrubbles_000069,2.0,1725 Eagle Harbor Pkwy,FL,30.10281,-81.704756,2020-01-01,Express Tunnel,13.5,,8889.0,7570.0,14.8,"https://www.google.com/maps/dir/30.199675,-81.620606/30.253554,-81.537669/30.10281,-81.704756","https://earth.google.com/web/@30.185346,-81.621010,0a,38128d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
47.0,entrant,Sud Stop,sudstop_000639,4.0,1617 John B White Sr Blvd,SC,34.922906,-81.978752,2024-09-01,Express Tunnel,0.0,6193.0,,,,"https://www.google.com/maps/dir/34.922906,-81.978752/34.8324228,-81.993065","https://earth.google.com/web/@34.877664,-81.985908,0a,16718d,35y,0h,0t,0r"
47.0,neighbor,Don's Express Carwash,donsexpress,1.0,200 Waldon Rd,KY,34.8324228,-81.993065,2020-01-01,Touchless,10.1,,2643.0,2251.0,14.8,"https://www.google.com/maps/dir/34.922906,-81.978752/34.8324228,-81.993065","https://earth.google.com/web/@34.877664,-81.985908,0a,16718d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
48.0,entrant,Four Seasons,fourseasons_000739,2.0,1030 Mars Hill Rd,GA,33.8739062,-83.4427884,2025-03-01,Express Tunnel,0.0,7496.0,,,,"https://www.google.com/maps/dir/33.8739062,-83.4427884/33.94529,-83.439461/33.930623,-83.307606","https://earth.google.com/web/@33.916606,-83.396618,0a,26578d,35y,0h,0t,0r"
48.0,neighbor,Bulldog Car Wash,bulldogcarwash_000246,1.0,2920 Atlanta Hwy,GA,33.94529,-83.439461,2020-08-01,Flex,7.9,,2063.0,1793.0,13.1,"https://www.google.com/maps/dir/33.8739062,-83.4427884/33.94529,-83.439461/33.930623,-83.307606","https://earth.google.com/web/@33.916606,-83.396618,0a,26578d,35y,0h,0t,0r"
48.0,neighbor,Koala Car Wash,koalacarwash_000094,1.0,1560 Lexington Rd,GA,33.930623,-83.307606,2020-01-01,Express Tunnel,14.0,,4855.0,4096.0,15.6,"https://www.google.com/maps/dir/33.8739062,-83.4427884/33.94529,-83.439461/33.930623,-83.307606","https://earth.google.com/web/@33.916606,-83.396618,0a,26578d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
49.0,entrant,Woodies,woodys_000289,11.0,111 N Tamiami Trail,FL,27.1246129,-82.453425,2022-12-01,Express Tunnel,0.0,3163.0,,,,"https://www.google.com/maps/dir/27.1246129,-82.453425/27.2288441,-82.4938241/27.0888194,-82.4438975","https://earth.google.com/web/@27.147425,-82.463716,0a,30091d,35y,0h,0t,0r"
49.0,neighbor,Blu Palm Express,blupalmexpress_000293,1.0,8403 S Tamiami Trail,FL,27.2288441,-82.4938241,2020-11-01,Express Tunnel,12.3,,5831.0,6101.0,-4.6,"https://www.google.com/maps/dir/27.1246129,-82.453425/27.2288441,-82.4938241/27.0888194,-82.4438975","https://earth.google.com/web/@27.147425,-82.463716,0a,30091d,35y,0h,0t,0r"
49.0,neighbor,Venice Car Wash,venicecarwash,1.0,700 S Tamiami Trail,FL,27.0888194,-82.4438975,2020-01-01,Hand Wash / Detail,4.1,,1826.0,1216.0,33.4,"https://www.google.com/maps/dir/27.1246129,-82.453425/27.2288441,-82.4938241/27.0888194,-82.4438975","https://earth.google.com/web/@27.147425,-82.463716,0a,30091d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
50.0,entrant,Sammy's Express Car Wash,sammysexpresscw_000254,3.0,801 Rte 70 W,NJ,39.89671,-74.941433,2022-06-01,Express Tunnel,0.0,4010.0,,,,"https://www.google.com/maps/dir/39.89671,-74.941433/39.942724,-74.990216/39.933847,-75.0672078","https://earth.google.com/web/@39.924427,-74.999619,0a,19072d,35y,0h,0t,0r"
50.0,neighbor,Sammy's Express Car Wash,sammysexpresscw_000254,1.0,491 Route 38 W,NJ,39.942724,-74.990216,2020-06-01,Express Tunnel,6.6,,15964.0,13695.0,14.2,"https://www.google.com/maps/dir/39.89671,-74.941433/39.942724,-74.990216/39.933847,-75.0672078","https://earth.google.com/web/@39.924427,-74.999619,0a,19072d,35y,0h,0t,0r"
50.0,neighbor,Mach 1 Express Wash,zippycarwash_000145,5.0,5201 NJ-70,NJ,39.933847,-75.0672078,2020-07-01,Express Tunnel,11.5,,7551.0,6494.0,14.0,"https://www.google.com/maps/dir/39.89671,-74.941433/39.942724,-74.990216/39.933847,-75.0672078","https://earth.google.com/web/@39.924427,-74.999619,0a,19072d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
51.0,entrant,Vibe Car Wash,vibecw_000482,1.0,801 Spring Creek Pkwy,TX,33.0570132,-96.7086449,2023-02-01,Express Tunnel,0.0,5991.0,,,,"https://www.google.com/maps/dir/33.0570132,-96.7086449/32.997453,-96.848735","https://earth.google.com/web/@33.027233,-96.778690,0a,23468d,35y,0h,0t,0r"
51.0,neighbor,Mint Carwash,mintcondition_000103,1.0,3751 Frankford Rd,TX,32.997453,-96.848735,2020-01-01,Express Tunnel,14.6,,8417.0,7244.0,13.9,"https://www.google.com/maps/dir/33.0570132,-96.7086449/32.997453,-96.848735","https://earth.google.com/web/@33.027233,-96.778690,0a,23468d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52.0,entrant,Big Peach Car Wash,bigpeachcw_000300,10.0,1710 Zebulon Rd,GA,33.1941083,-84.2833177,2024-03-01,Express Tunnel,0.0,7038.0,,,,"https://www.google.com/maps/dir/33.1941083,-84.2833177/33.273799,-84.291788","https://earth.google.com/web/@33.233954,-84.287553,0a,14844d,35y,0h,0t,0r"
52.0,neighbor,Blue Penguin Car Wash,bluepenguincw_000433,2.0,1475 N Expy,GA,33.273799,-84.291788,2022-03-01,Flex,8.9,,9318.0,8039.0,13.7,"https://www.google.com/maps/dir/33.1941083,-84.2833177/33.273799,-84.291788","https://earth.google.com/web/@33.233954,-84.287553,0a,14844d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
53.0,entrant,Champion Xpress CW,championxpresscw_000216,40.0,2830 Patterson Rd,CO,39.092194,-108.527841,2024-04-01,Express Tunnel,0.0,3947.0,,,,"https://www.google.com/maps/dir/39.092194,-108.527841/39.084002,-108.471501","https://earth.google.com/web/@39.088098,-108.499671,0a,8920d,35y,0h,0t,0r"
53.0,neighbor,Champion Xpress CW,championxpresscw_000216,29.0,540 Warrior Way,CO,39.084002,-108.471501,2022-12-01,Express Tunnel,4.9,,4924.0,4256.0,13.6,"https://www.google.com/maps/dir/39.092194,-108.527841/39.084002,-108.471501","https://earth.google.com/web/@39.088098,-108.499671,0a,8920d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
54.0,entrant,Dirty Dog's Car Wash,dirtydogs_000082,13.0,1175 S Broad St,FL,28.54216,-82.401021,2023-12-01,Express Tunnel,0.0,4936.0,,,,"https://www.google.com/maps/dir/28.54216,-82.401021/28.530828,-82.511058","https://earth.google.com/web/@28.536494,-82.456040,0a,17734d,35y,0h,0t,0r"
54.0,neighbor,Radiant Express Car Wash,radiantcw_000133,5.0,7104 Mariner Blvd,FL,28.530828,-82.511058,2022-04-01,Express Tunnel,10.8,,8450.0,7316.0,13.4,"https://www.google.com/maps/dir/28.54216,-82.401021/28.530828,-82.511058","https://earth.google.com/web/@28.536494,-82.456040,0a,17734d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
55.0,entrant,Riptide,riptideneuse_000337,7.0,3335 Victory Blvd,VA,36.799698,-76.352119,2023-02-01,Express Tunnel,0.0,4160.0,,,,"https://www.google.com/maps/dir/36.799698,-76.352119/36.7725254,-76.252004","https://earth.google.com/web/@36.786112,-76.302062,0a,15621d,35y,0h,0t,0r"
55.0,neighbor,Carl's Wash,carlswash_000218,1.0,1538 Sam's Cir,VA,36.7725254,-76.252004,2020-01-01,Express Tunnel,9.4,,5290.0,4614.0,12.8,"https://www.google.com/maps/dir/36.799698,-76.352119/36.7725254,-76.252004","https://earth.google.com/web/@36.786112,-76.302062,0a,15621d,35y,0h,0t,0r"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
