client_id,site_id,address1,company_name,file_name,matched_address_in_file,year_5_max_hourly[car_wash_volume_estimate],tunnel_length_predicted,tunnel_length_actual,project_cost_total_investment[car_wash_acquisition_budget],project_cost_owner_investment[car_wash_acquisition_budget],project_cost_bank_debt_total[car_wash_acquisition_budget],total_debt_monthly_payment[bank_debt_allocation],2020_volume,2021_volume,2022_volume,2023_volume,2024_volume,2025_volume,2026_volume,operational_start
luvcarwash_000457,42,1555 Dunn Ave,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NRw9rAAD.xlsx,1555 Dunn Ave.,131.6,46.2054,,0.0,0.0,0.0,0.0,,,,12812.0,102102.0,144659.0,68012.0,09-2023
luvcarwash_000457,42,1555 Dunn Ave,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NRw9rAAD.xlsx,"1555 Dunn Ave., Jacksonville, FL 32218",131.6,46.2054,,0.0,0.0,0.0,0.0,,,,12812.0,102102.0,144659.0,68012.0,09-2023
luvcarwash_000457,42,1555 Dunn Ave,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NRw9rAAD.xlsx,"1555 Dunn Ave., Jacksonville, FL 32218, Average Daily Wash Hours",131.6,46.2054,,0.0,0.0,0.0,0.0,,,,12812.0,102102.0,144659.0,68012.0,09-2023
dash_000741,17,2930 W Craig Rd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NS46vAAD.xlsx,"2930 W Craig Rd., North Las Vegas, NV 89032, Average Daily Wash Hours",126.6,44.6815,,0.0,0.0,0.0,0.0,,,,,,7165.0,41452.0,11-2025
dash_000741,17,2930 W Craig Rd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NS46vAAD.xlsx,2930 W Craig Rd.,126.6,44.6815,,0.0,0.0,0.0,0.0,,,,,,7165.0,41452.0,11-2025
dash_000741,17,2930 W Craig Rd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NS46vAAD.xlsx,"Sparkle Car Wash, 2930 W Craig Rd., North Las Vegas, NV 89032",126.6,44.6815,,0.0,0.0,0.0,0.0,,,,,,7165.0,41452.0,11-2025
luvcarwash_000457,64,4227 Buford Dr,LUV Car Wash,"Sonny's Express Exterior Proforma Buford Dr., Buford_0695w00000OxYTfAAN.xlsx","Mr. K Express Car Wash, 4227 Buford Dr., Buford, GA 30518",130.32,45.8153,,0.0,0.0,0.0,0.0,,,,,17703.0,58063.0,23372.0,08-2024
luvcarwash_000457,64,4227 Buford Dr,LUV Car Wash,"Sonny's Express Exterior Proforma Buford Dr., Buford_0695w00000OxYTfAAN.xlsx",4227 Buford Dr.,130.32,45.8153,,0.0,0.0,0.0,0.0,,,,,17703.0,58063.0,23372.0,08-2024
luvcarwash_000457,64,4227 Buford Dr,LUV Car Wash,"Sonny's Express Exterior Proforma Buford Dr., Buford_0695w00000OxYTfAAN.xlsx","4227 Buford Dr., Buford, GA 30518, Average Daily Wash Hours",130.32,45.8153,,0.0,0.0,0.0,0.0,,,,,17703.0,58063.0,23372.0,08-2024
luvcarwash_000457,10,5730 S Jones Blvd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NTSyBAAX.xlsx,5730 S Jones Blvd.,158.49,54.4011,,0.0,0.0,0.0,0.0,,,21071.0,69701.0,83632.0,78543.0,29925.0,08-2022
luvcarwash_000457,10,5730 S Jones Blvd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NTSyBAAX.xlsx,"5730 S Jones Blvd., Las Vegas, NV 89118, Average Daily Wash Hours",158.49,54.4011,,0.0,0.0,0.0,0.0,,,21071.0,69701.0,83632.0,78543.0,29925.0,08-2022
luvcarwash_000457,10,5730 S Jones Blvd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NTSyBAAX.xlsx,"Foamy's Car Wash, 5730 S Jones Blvd., Las Vegas, NV 89118",158.49,54.4011,,0.0,0.0,0.0,0.0,,,21071.0,69701.0,83632.0,78543.0,29925.0,08-2022
udrive_000121,1,6451 W Charleston Blvd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NTTWNAA5.xlsx,6451 W Charleston Blvd.,114.3,40.9326,,0.0,0.0,0.0,0.0,41988.0,88319.0,99515.0,86914.0,73269.0,,,01-2020
udrive_000121,1,6451 W Charleston Blvd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NTTWNAA5.xlsx,"U-Drive Express Car Wash, 6451 W Charleston Blvd., Las Vegas, NV 89146",114.3,40.9326,,0.0,0.0,0.0,0.0,41988.0,88319.0,99515.0,86914.0,73269.0,,,01-2020
udrive_000121,1,6451 W Charleston Blvd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NTTWNAA5.xlsx,"6451 W Charleston Blvd., Las Vegas, NV 89146, Average Daily Wash Hours",114.3,40.9326,,0.0,0.0,0.0,0.0,41988.0,88319.0,99515.0,86914.0,73269.0,,,01-2020
dash_000741,19,6750 W Flamingo Rd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NTLEfAAP.xlsx,"Dirt Doctor Car Wash, 6750 W Flamingo Rd., Las Vegas, NV 89103",183.79,62.1121,,0.0,0.0,0.0,0.0,,,,,,1335.0,27770.0,12-2025
dash_000741,19,6750 W Flamingo Rd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NTLEfAAP.xlsx,"6750 W Flamingo Rd., Las Vegas, NV 89103, Average Daily Wash Hours",183.79,62.1121,,0.0,0.0,0.0,0.0,,,,,,1335.0,27770.0,12-2025
dash_000741,19,6750 W Flamingo Rd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NTLEfAAP.xlsx,6750 W Flamingo Rd.,183.79,62.1121,,0.0,0.0,0.0,0.0,,,,,,1335.0,27770.0,12-2025
luvcarwash_000457,56,7326 Reseda Blvd,LUV Car Wash,"Sonny's Express Exterior Proforma 7326 Reseda Blvd., Reseda_0695w00000QAYyrAAH.xlsx","7326 Reseda Blvd., Los Angeles, CA 91335",114.52,40.9997,,0.0,0.0,0.0,0.0,,,,,141947.0,217071.0,79024.0,04-2024
luvcarwash_000457,56,7326 Reseda Blvd,LUV Car Wash,"Sonny's Express Exterior Proforma 7326 Reseda Blvd., Reseda_0695w00000QAYyrAAH.xlsx",7326 Reseda Blvd.,114.52,40.9997,,0.0,0.0,0.0,0.0,,,,,141947.0,217071.0,79024.0,04-2024
luvcarwash_000457,56,7326 Reseda Blvd,LUV Car Wash,"Sonny's Express Exterior Proforma 7326 Reseda Blvd., Reseda_0695w00000QAYyrAAH.xlsx","7326 Reseda Blvd., Reseda",114.52,40.9997,,0.0,0.0,0.0,0.0,,,,,141947.0,217071.0,79024.0,04-2024
luvcarwash_000457,56,7326 Reseda Blvd,LUV Car Wash,"Sonny's Express Exterior Proforma 7326 Reseda Blvd., Reseda_0695w00000QAYyrAAH.xlsx","7326 Reseda Blvd., Los Angeles, CA 91335, Average Daily Wash Hours",114.52,40.9997,,0.0,0.0,0.0,0.0,,,,,141947.0,217071.0,79024.0,04-2024
luvcarwash_000457,35,8714 Atlantic Blvd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NS2LnAAL.xlsx,8714 Atlantic Blvd.,115.68,41.3532,,0.0,0.0,0.0,0.0,,,,27829.0,65351.0,67732.0,30121.0,05-2023
luvcarwash_000457,35,8714 Atlantic Blvd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NS2LnAAL.xlsx,"Zips Car Wash, 8714 Atlantic Blvd., Jacksonville, FL 32211",115.68,41.3532,,0.0,0.0,0.0,0.0,,,,27829.0,65351.0,67732.0,30121.0,05-2023
luvcarwash_000457,35,8714 Atlantic Blvd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NS2LnAAL.xlsx,"8714 Atlantic Blvd., Jacksonville, FL 32211, Average Daily Wash Hours",115.68,41.3532,,0.0,0.0,0.0,0.0,,,,27829.0,65351.0,67732.0,30121.0,05-2023
luvcarwash_000457,36,9491 Baymeadows Rd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NRsyVAAT.xlsx,"Zips Car Wash, 9491 Baymeadows Rd., Jacksonville, FL 32256",153.04,52.7400,,0.0,0.0,0.0,0.0,,,,16677.0,53667.0,69483.0,37263.0,05-2023
luvcarwash_000457,36,9491 Baymeadows Rd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NRsyVAAT.xlsx,9491 Baymeadows Rd.,153.04,52.7400,,0.0,0.0,0.0,0.0,,,,16677.0,53667.0,69483.0,37263.0,05-2023
luvcarwash_000457,36,9491 Baymeadows Rd,LUV Car Wash,Sonny's Express Exterior Proforma_0695w00000NRsyVAAT.xlsx,"9491 Baymeadows Rd., Jacksonville, FL 32256, Average Daily Wash Hours",153.04,52.7400,,0.0,0.0,0.0,0.0,,,,16677.0,53667.0,69483.0,37263.0,05-2023
jupitercw_000637,1,6751 W Indiantown Rd,"MacMillan Oil Company, LLC",Sonny's Express Exterior Proforma_0695w00000M2PM8AAN.xlsx,"MacMillan Oil Company, LLC, 6751 W Indiantown Rd., Jupiter, FL 33458",136.11,47.5800,28,2365000.0,473000.0,1892000.0,15459.22,,,,,11515.0,13208.0,2282.0,02-2024
rocknrollexpress_000224,3,6751 W Indiantown Rd,"MacMillan Oil Company, LLC",Sonny's Express Exterior Proforma_0695w00000M2PM8AAN.xlsx,"MacMillan Oil Company, LLC, 6751 W Indiantown Rd., Jupiter, FL 33458",136.11,47.5800,28,2365000.0,473000.0,1892000.0,15459.22,,,,10997.0,2518.0,,,05-2023
jupitercw_000637,1,6751 W Indiantown Rd,"MacMillan Oil Company, LLC",Sonny's Express Exterior Proforma_0695w00000M2PM8AAN.xlsx,6751 W Indiantown Rd.,136.11,47.5800,28,2365000.0,473000.0,1892000.0,15459.22,,,,,11515.0,13208.0,2282.0,02-2024
rocknrollexpress_000224,3,6751 W Indiantown Rd,"MacMillan Oil Company, LLC",Sonny's Express Exterior Proforma_0695w00000M2PM8AAN.xlsx,6751 W Indiantown Rd.,136.11,47.5800,28,2365000.0,473000.0,1892000.0,15459.22,,,,10997.0,2518.0,,,05-2023
jupitercw_000637,1,6751 W Indiantown Rd,"MacMillan Oil Company, LLC",Sonny's Express Exterior Proforma_0695w00000M2PM8AAN.xlsx,"6751 W Indiantown Rd., Jupiter, FL 33458, Average Daily Wash Hours",136.11,47.5800,28,2365000.0,473000.0,1892000.0,15459.22,,,,,11515.0,13208.0,2282.0,02-2024
rocknrollexpress_000224,3,6751 W Indiantown Rd,"MacMillan Oil Company, LLC",Sonny's Express Exterior Proforma_0695w00000M2PM8AAN.xlsx,"6751 W Indiantown Rd., Jupiter, FL 33458, Average Daily Wash Hours",136.11,47.5800,28,2365000.0,473000.0,1892000.0,15459.22,,,,10997.0,2518.0,,,05-2023
buckyscw_000301,1,1398 S Wadsworth Blvd,Magic Carpet Express,Sonny's Express Exterior Proforma_0695w00000AP7usAAD.xlsx,"1398 S Wadsworth Blvd., Lakewood, CO 80232",161.64,55.3611,,0.0,0.0,0.0,0.0,,17718.0,31084.0,45030.0,42433.0,40793.0,16670.0,03-2021
buckyscw_000301,1,1398 S Wadsworth Blvd,Magic Carpet Express,Sonny's Express Exterior Proforma_0695w00000AP7usAAD.xlsx,"1398 S Wadsworth Blvd., Lakewood, CO 80232, Average Daily Wash Hours",161.64,55.3611,,0.0,0.0,0.0,0.0,,17718.0,31084.0,45030.0,42433.0,40793.0,16670.0,03-2021
buckyscw_000301,1,1398 S Wadsworth Blvd,Magic Carpet Express,Sonny's Express Exterior Proforma_0695w00000AP7usAAD.xlsx,1398 S Wadsworth Blvd.,161.64,55.3611,,0.0,0.0,0.0,0.0,,17718.0,31084.0,45030.0,42433.0,40793.0,16670.0,03-2021
magiccitycw_000357,1,619 N Broadway,Magic City Car Wash,Sonny's Express Exterior Proforma Update_0695w00000HJAnSAAX.xlsx,"619 N Broadway, Minot ND 58703, Address Line 3",82.76,31.3197,42,2250000.0,450000.0,1800000.0,10522.62,,4138.0,68544.0,72845.0,70829.0,73521.0,40443.0,11-2021
magiccitycw_000357,1,619 N Broadway,Magic City Car Wash,Sonny's Express Exterior Proforma Update_0695w00000HJAnSAAX.xlsx,619 N Broadway,82.76,31.3197,42,2250000.0,450000.0,1800000.0,10522.62,,4138.0,68544.0,72845.0,70829.0,73521.0,40443.0,11-2021
412somerset_000727,1,412 Somerset St,Magic Touch_Ultimate Express,"Sonny's Express Proforma - 412 Somerset St., North Plainfield, NJ 07060_069Uc00000F93isIAB.pdf","412 Somerset St., North Plainfield, NJ 07060",38.0,17.6775,,2200000.0,440000.0,1760000.0,15377.06,,,,,,13143.0,11534.0,04-2025
oasiscw_000814,1,1233 E Charter Wy,Makinde Falade,"Sonny's Express Exterior Proforma 1233 E Charter Way Stockton, CA 95205_0695w00000Vl0z7AAB.xlsx","1233 E Charter Way Stockton, CA 95205",52.16,21.9933,,0.0,0.0,0.0,0.0,,,,,,,2471.0,03-2026
oasiscw_000814,1,1233 E Charter Wy,Makinde Falade,"Sonny's Express Exterior Proforma 1233 E Charter Way Stockton, CA 95205_0695w00000Vl0z7AAB.xlsx",1233 E Charter Way,52.16,21.9933,,0.0,0.0,0.0,0.0,,,,,,,2471.0,03-2026
oasiscw_000814,1,1233 E Charter Wy,Makinde Falade,"Sonny's Express Exterior Proforma 1233 E Charter Way Stockton, CA 95205_0695w00000Vl0z7AAB.xlsx","1233 E Charter Way, Stockton, CA 95205",52.16,21.9933,,0.0,0.0,0.0,0.0,,,,,,,2471.0,03-2026
oasiscw_000814,1,1233 E Charter Wy,Makinde Falade,"Sonny's Express Exterior Proforma 1233 E Charter Way Stockton, CA 95205_0695w00000Vl0z7AAB.xlsx","1233 E Charter Way, Stockton, CA 95205, Average Daily Wash Hours",52.16,21.9933,,0.0,0.0,0.0,0.0,,,,,,,2471.0,03-2026
makoexp_000694,4,3819 Carolina Beach Rd,Mako Express Wash,"SONNY'S Express Proforma - 3819 Carolina Beach Rd., Wilmington , NC 28412 v2_069Uc00000SezPgIAJ.pdf","3819 Carolina Beach Rd., Wilmington , NC 28412 v2",114.0,40.8412,,4750000.0,950000.0,3800000.0,31889.46,,,,,,13885.0,28588.0,09-2025
panoramacw_000527,1,13800 Roscoe Blvd,Marcus & Millichap,Sonny's Express Exterior Proforma_0695w00000AOKRXAA5.xlsx,"13800 Roscoe Blvd., Panorama City, CA 91402",192.2,64.6754,,0.0,0.0,0.0,0.0,,,,,5.0,24532.0,31707.0,09-2024
panoramacw_000527,1,13800 Roscoe Blvd,Marcus & Millichap,Sonny's Express Exterior Proforma_0695w00000AOKRXAA5.xlsx,"13800 Roscoe Blvd., Panorama City, CA 91402, Average Daily Wash Hours",192.2,64.6754,,0.0,0.0,0.0,0.0,,,,,5.0,24532.0,31707.0,09-2024
panoramacw_000527,1,13800 Roscoe Blvd,Marcus & Millichap,Sonny's Express Exterior Proforma_0695w00000AOKRXAA5.xlsx,13800 Roscoe Blvd.,192.2,64.6754,,0.0,0.0,0.0,0.0,,,,,5.0,24532.0,31707.0,09-2024
masterautomotive_000789,1,3710 Washington Rd,Master Automotive,"Sonny's Express Exterior Proforma - 3710 Washington Rd, Augusta, GA 30907 (Revisions)_069Uc00000EVSL0IAP.xlsx",3710 Washington Road,106.18,38.4578,34,3950000.0,790000.0,3160000.0,28714.94,,,,,,2.0,3828.0,12-2025
masterautomotive_000789,1,3710 Washington Rd,Master Automotive,"Sonny's Express Exterior Proforma - 3710 Washington Rd, Augusta, GA 30907 (Revisions)_069Uc00000EVSL0IAP.xlsx","3710 Washington Road, Augusta GA 30907, Average Daily Wash Hours",106.18,38.4578,34,3950000.0,790000.0,3160000.0,28714.94,,,,,,2.0,3828.0,12-2025
masterautomotive_000789,1,3710 Washington Rd,Master Automotive,"Sonny's Express Exterior Proforma - 3710 Washington Rd, Augusta, GA 30907 (Revisions)_069Uc00000EVSL0IAP.xlsx","3710 Washington Road, Augusta GA 30907",106.18,38.4578,34,3950000.0,790000.0,3160000.0,28714.94,,,,,,2.0,3828.0,12-2025
masterautomotive_000789,1,3710 Washington Rd,Master Automotive,"Sonny's Express Exterior Proforma - 3710 Washington Rd, Augusta, GA 30907 (Revisions)_069Uc00000EVSL0IAP.xlsx","3710 Washington Rd, Augusta, GA 30907 (Revisions)",106.18,38.4578,34,3950000.0,790000.0,3160000.0,28714.94,,,,,,2.0,3828.0,12-2025
masterautomotive_000789,1,3710 Washington Rd,Master Automotive,"Sonny's Express Exterior Proforma - 3710 Washington Rd, Augusta, GA 30907 (Revisions)_069Uc00000EVYocIAH.pdf","3710 Washington Rd, Augusta, GA 30907 (Revisions)",106.0,38.4029,34,3950000.0,790000.0,3160000.0,28714.94,,,,,,2.0,3828.0,12-2025
masterautomotive_000789,1,3710 Washington Rd,Master Automotive,"Sonny's Express Exterior Proforma - 3710 Washington Rd, Augusta, GA 30907_069Uc00000EVIThIAP.xlsx",3710 Washington Road,128.15,45.1539,34,3950000.0,790000.0,3160000.0,28714.94,,,,,,2.0,3828.0,12-2025
masterautomotive_000789,1,3710 Washington Rd,Master Automotive,"Sonny's Express Exterior Proforma - 3710 Washington Rd, Augusta, GA 30907_069Uc00000EVIThIAP.xlsx","3710 Washington Road, Augusta GA 30907, Average Daily Wash Hours",128.15,45.1539,34,3950000.0,790000.0,3160000.0,28714.94,,,,,,2.0,3828.0,12-2025
masterautomotive_000789,1,3710 Washington Rd,Master Automotive,"Sonny's Express Exterior Proforma - 3710 Washington Rd, Augusta, GA 30907_069Uc00000EVIThIAP.xlsx","3710 Washington Road, Augusta GA 30907",128.15,45.1539,34,3950000.0,790000.0,3160000.0,28714.94,,,,,,2.0,3828.0,12-2025
masterautomotive_000789,1,3710 Washington Rd,Master Automotive,"Sonny's Express Exterior Proforma - 3710 Washington Rd, Augusta, GA 30907_069Uc00000EVIThIAP.xlsx","3710 Washington Rd, Augusta, GA 30907",128.15,45.1539,34,3950000.0,790000.0,3160000.0,28714.94,,,,,,2.0,3828.0,12-2025
masterautomotive_000789,1,3710 Washington Rd,Master Automotive,"Sonny's Express Exterior Proforma - 3710 Washington Rd, Augusta, GA 30907_069Uc00000EVUrNIAX.pdf","3710 Washington Rd, Augusta, GA 30907",128.0,45.1082,34,3950000.0,790000.0,3160000.0,28714.94,,,,,,2.0,3828.0,12-2025
splashcarwash_000318,1,905 Abbott St,Master Car Wash,Sonny's Express Exterior Proforma_0695w00000HGlE6AAL.xlsx,"905 Abbott St., Salinas, CA 93901, Average Daily Wash Hours",86.96,32.5998,,0.0,0.0,0.0,0.0,,72706.0,85327.0,82928.0,7323.0,,,02-2021
splashcarwash_000318,1,905 Abbott St,Master Car Wash,Sonny's Express Exterior Proforma_0695w00000HGlE6AAL.xlsx,"905 Abbott St., Salinas, CA 93901",86.96,32.5998,,0.0,0.0,0.0,0.0,,72706.0,85327.0,82928.0,7323.0,,,02-2021
splashcarwash_000318,1,905 Abbott St,Master Car Wash,Sonny's Express Exterior Proforma_0695w00000HGlE6AAL.xlsx,905 Abbott St.,86.96,32.5998,,0.0,0.0,0.0,0.0,,72706.0,85327.0,82928.0,7323.0,,,02-2021
blueskysuperwash_000796,1,5700 I-55,Meiners Market,"Sonny's Express Proforma - 5700 I-55 South Frontage Rd Byram , MS 39272_069Uc00000IKJvQIAX.pdf","5700 I-55 South Frontage Rd Byram , MS 39272",27.0,14.3249,,4000000.0,800000.0,3200000.0,26854.28,,,,,,3398.0,15790.0,11-2025
rocknrollexpress_000224,1,1615 SE Decker Ave,Monsters Express LLC,Sonny's Express Exterior Proforma_0695w00000DzJq4AAF.xlsx,"Monster Express Car Wash, 1615 SE Decker Ave., Stuart, FL 34994",120.93,42.9534,,0.0,0.0,0.0,0.0,12657.0,39646.0,61880.0,76400.0,79244.0,68441.0,1133.0,06-2020
rocknrollexpress_000224,1,1615 SE Decker Ave,Monsters Express LLC,Sonny's Express Exterior Proforma_0695w00000DzJq4AAF.xlsx,1615 SE Decker Ave.,120.93,42.9534,,0.0,0.0,0.0,0.0,12657.0,39646.0,61880.0,76400.0,79244.0,68441.0,1133.0,06-2020
rocknrollexpress_000224,1,1615 SE Decker Ave,Monsters Express LLC,Sonny's Express Exterior Proforma_0695w00000DzJq4AAF.xlsx,"1615 SE Decker Ave., Stuart, FL 34994, Average Daily Wash Hours",120.93,42.9534,,0.0,0.0,0.0,0.0,12657.0,39646.0,61880.0,76400.0,79244.0,68441.0,1133.0,06-2020
monstersexpress_000220,3,3373 SE Federal Hwy,Monsters Express LLC,"Sonny's Express Exterior Proforma _3373 SE Federal Hwy, Stuart, FL 34997_069Uc0000038IUHIA2.xlsx","3373 SE Federal Hwy, Stuart, FL 34997",195.72,65.7482,,7000000.0,5240000.0,1760000.0,13583.97,,,,,,28703.0,31763.0,05-2025
monstersexpress_000220,3,3373 SE Federal Hwy,Monsters Express LLC,"Sonny's Express Exterior Proforma _3373 SE Federal Hwy, Stuart, FL 34997_069Uc0000038IUHIA2.xlsx","3373 SE Federal Hwy., Stuart, FL 34997",195.72,65.7482,,7000000.0,5240000.0,1760000.0,13583.97,,,,,,28703.0,31763.0,05-2025
monstersexpress_000220,3,3373 SE Federal Hwy,Monsters Express LLC,"Sonny's Express Exterior Proforma _3373 SE Federal Hwy, Stuart, FL 34997_069Uc0000038IUHIA2.xlsx",3373 SE Federal Hwy.,195.72,65.7482,,7000000.0,5240000.0,1760000.0,13583.97,,,,,,28703.0,31763.0,05-2025
monstersexpress_000220,3,3373 SE Federal Hwy,Monsters Express LLC,"Sonny's Express Exterior Proforma _3373 SE Federal Hwy, Stuart, FL 34997_069Uc0000038IUHIA2.xlsx","3373 SE Federal Hwy., Stuart, FL 34997, Average Daily Wash Hours",195.72,65.7482,,7000000.0,5240000.0,1760000.0,13583.97,,,,,,28703.0,31763.0,05-2025
monstersexpress_000220,3,3373 SE Federal Hwy,Monsters Express LLC,Sonny's Express Exterior Proforma_0695w00000HILY7AAP.xlsx,"3373 SE Federal Hwy., Stuart, FL 34997",194.7,65.4373,,5950000.0,1785000.0,4165000.0,22563.39,,,,,,28703.0,31763.0,05-2025
monstersexpress_000220,3,3373 SE Federal Hwy,Monsters Express LLC,Sonny's Express Exterior Proforma_0695w00000HILY7AAP.xlsx,3373 SE Federal Hwy.,194.7,65.4373,,5950000.0,1785000.0,4165000.0,22563.39,,,,,,28703.0,31763.0,05-2025
monstersexpress_000220,3,3373 SE Federal Hwy,Monsters Express LLC,Sonny's Express Exterior Proforma_0695w00000HILY7AAP.xlsx,"3373 SE Federal Hwy., Stuart, FL 34997, Average Daily Wash Hours",194.7,65.4373,,5950000.0,1785000.0,4165000.0,22563.39,,,,,,28703.0,31763.0,05-2025
monstersexpress_000220,3,3373 SE Federal Hwy,Monsters Express LLC,"SONNY'S Express Proforma - 3373 SE Federal Hwy., Stuart, FL 34997_069Uc00000Grh43IAB.pdf","3373 SE Federal Hwy., Stuart, FL 34997",196.0,65.8336,,7200000.0,1440000.0,5760000.0,44456.61,,,,,,28703.0,31763.0,05-2025
moyoka_000134,3,1080 NW 31st Ave,N_A,"Pro Forma - 1080 NW 31st Ave #7706, Fort Lauderdale, FL 33311_069Uc00000MliKHIAZ.pdf",1080 NW 31st Ave,76.0,29.2594,,2750000.0,550000.0,2200000.0,18462.32,,,21005.0,68113.0,62135.0,52095.0,14221.0,05-2022
dixhillscw_000517,1,1232 E Jericho Turnpike,N_A,Sonny's Express Exterior Proforma_0695w00000CFRZEAA5.xlsx,1232 E Jericho Turnpike,69.05,27.1411,,0.0,0.0,0.0,0.0,,,5628.0,38155.0,36544.0,32151.0,12069.0,10-2022
dixhillscw_000517,1,1232 E Jericho Turnpike,N_A,Sonny's Express Exterior Proforma_0695w00000CFRZEAA5.xlsx,"1232 E Jericho Turnpike, Huntington NY 11743, Address Line 3",69.05,27.1411,,0.0,0.0,0.0,0.0,,,5628.0,38155.0,36544.0,32151.0,12069.0,10-2022
washu_000647,6,1360 Lee St,N_A,"Sonny's Express Exterior Proforma 1360 Lee St., Des Plaines_0695w00000Sjfk7AAB.xlsx","1360 Lee St., Des Plaines, IL 60018, Average Daily Wash Hours",65.13,25.9463,,0.0,0.0,0.0,0.0,,,,,6414.0,231420.0,120142.0,12-2024
washu_000647,6,1360 Lee St,N_A,"Sonny's Express Exterior Proforma 1360 Lee St., Des Plaines_0695w00000Sjfk7AAB.xlsx","1360 Lee St., Des Plaines",65.13,25.9463,,0.0,0.0,0.0,0.0,,,,,6414.0,231420.0,120142.0,12-2024
washu_000647,6,1360 Lee St,N_A,"Sonny's Express Exterior Proforma 1360 Lee St., Des Plaines_0695w00000Sjfk7AAB.xlsx","1360 Lee St., Des Plaines, IL 60018",65.13,25.9463,,0.0,0.0,0.0,0.0,,,,,6414.0,231420.0,120142.0,12-2024
washu_000647,6,1360 Lee St,N_A,"Sonny's Express Exterior Proforma 1360 Lee St., Des Plaines_0695w00000Sjfk7AAB.xlsx",1360 Lee St.,65.13,25.9463,,0.0,0.0,0.0,0.0,,,,,6414.0,231420.0,120142.0,12-2024
someguys_000043,1,318 W Main St,N_A,Sonny's Express Exterior Proforma_0695w00000D9kx2AAB.pdf,318 W. Main St.,43.0,19.2015,,0.0,0.0,0.0,0.0,6398.0,,,,,,,01-2020
seafordcarwash_000354,1,3470 Merrick Rd,N_A,Sonny's Express Exterior Proforma (modified traffic)_0695w00000HHR0tAAH.xlsx,3470 Merrick Rd.,70.03,27.4398,,0.0,0.0,0.0,0.0,,12623.0,39814.0,39838.0,40507.0,38561.0,17158.0,08-2021
seafordcw_000135,1,3470 Merrick Rd,N_A,Sonny's Express Exterior Proforma (modified traffic)_0695w00000HHR0tAAH.xlsx,3470 Merrick Rd.,70.03,27.4398,,0.0,0.0,0.0,0.0,24317.0,24288.0,,,,,,01-2020
seafordcarwash_000354,1,3470 Merrick Rd,N_A,Sonny's Express Exterior Proforma (modified traffic)_0695w00000HHR0tAAH.xlsx,"3470 Merrick Rd., Seaford, NY 11783, Average Daily Wash Hours",70.03,27.4398,,0.0,0.0,0.0,0.0,,12623.0,39814.0,39838.0,40507.0,38561.0,17158.0,08-2021
seafordcw_000135,1,3470 Merrick Rd,N_A,Sonny's Express Exterior Proforma (modified traffic)_0695w00000HHR0tAAH.xlsx,"3470 Merrick Rd., Seaford, NY 11783, Average Daily Wash Hours",70.03,27.4398,,0.0,0.0,0.0,0.0,24317.0,24288.0,,,,,,01-2020
seafordcarwash_000354,1,3470 Merrick Rd,N_A,Sonny's Express Exterior Proforma (modified traffic)_0695w00000HHR0tAAH.xlsx,"3470 Merrick Rd., Seaford, NY 11783",70.03,27.4398,,0.0,0.0,0.0,0.0,,12623.0,39814.0,39838.0,40507.0,38561.0,17158.0,08-2021
seafordcw_000135,1,3470 Merrick Rd,N_A,Sonny's Express Exterior Proforma (modified traffic)_0695w00000HHR0tAAH.xlsx,"3470 Merrick Rd., Seaford, NY 11783",70.03,27.4398,,0.0,0.0,0.0,0.0,24317.0,24288.0,,,,,,01-2020
seafordcarwash_000354,1,3470 Merrick Rd,N_A,Sonny's Express Exterior Proforma_0695w00000HHR0sAAH.xlsx,3470 Merrick Rd.,113.37,40.6492,,0.0,0.0,0.0,0.0,,12623.0,39814.0,39838.0,40507.0,38561.0,17158.0,08-2021
seafordcw_000135,1,3470 Merrick Rd,N_A,Sonny's Express Exterior Proforma_0695w00000HHR0sAAH.xlsx,3470 Merrick Rd.,113.37,40.6492,,0.0,0.0,0.0,0.0,24317.0,24288.0,,,,,,01-2020
seafordcarwash_000354,1,3470 Merrick Rd,N_A,Sonny's Express Exterior Proforma_0695w00000HHR0sAAH.xlsx,"3470 Merrick Rd., Seaford, NY 11783, Average Daily Wash Hours",113.37,40.6492,,0.0,0.0,0.0,0.0,,12623.0,39814.0,39838.0,40507.0,38561.0,17158.0,08-2021
