state,calendar_month,month_level,ref_level,peer_count,seasonal_factor,ref_recent
NY,9,3474.9583333333335,3670.693333333333,15,0.9466762864054749,3326.2625
NY,10,4051.68,3670.693333333333,15,1.103791472637322,3326.2625
NY,11,3182.72,3670.693333333333,15,0.8670623533428744,3326.2625
NY,12,2779.8,3670.693333333333,15,0.7572956244415225,3326.2625
OH,1,4529.555555555556,6285.4051724137935,6,0.7206465504301075,6701.75
OH,2,7964.363636363636,6285.4051724137935,6,1.2671201645549717,6701.75
OH,3,8033.0,6285.4051724137935,6,1.2780401230546408,6701.75
OH,4,7356.181818181818,6285.4051724137935,6,1.17035920778307,6701.75
OH,5,7531.545454545455,6285.4051724137935,6,1.1982593401616948,6701.75
OH,6,7106.181818181818,6285.4051724137935,6,1.13058452450613,6701.75
OH,7,6363.636363636364,6285.4051724137935,6,1.012446483413022,6701.75
OH,8,7461.363636363636,6285.4051724137935,6,1.187093501801768,6701.75
OH,9,6785.636363636364,6285.4051724137935,6,1.0795861487844969,6701.75
OH,10,6857.272727272727,6285.4051724137935,6,1.090983403483489,6701.75
OH,11,5084.636363636364,6285.4051724137935,6,0.8089592037681962,6701.75
OH,12,5948.909090909091,6285.4051724137935,6,0.9464638997368761,6701.75
OK,1,3986.5,5230.059259259259,7,0.7622284571522453,5597.0
OK,2,5392.666666666667,5230.059259259259,7,1.031090930206867,5597.0
OK,3,6186.583333333333,5230.059259259259,7,1.1828897201079798,5597.0
OK,4,5395.333333333333,5230.059259259259,7,1.0316008033334372,5597.0
OK,5,5187.666666666667,5230.059259259259,7,0.9918944336017721,5597.0
OK,6,5486.384615384615,5230.059259259259,7,1.0490100290300841,5597.0
OK,7,5659.307692307692,5230.059259259259,7,1.0820733402376836,5597.0
OK,8,5492.538461538462,5230.059259259259,7,1.0501866593221696,5597.0
OK,9,5826.615384615385,5230.059259259259,7,1.1140629763037555,5597.0
OK,10,6541.153846153846,5230.059259259259,7,1.2506844610935208,5597.0
OK,11,4380.2307692307695,5230.059259259259,7,0.8375107340277341,5597.0
OK,12,4614.461538461538,5230.059259259259,7,0.8822962245202344,5597.0
OR,1,4498.0,4361.672727272728,4,1.0312557317459523,5151.95
OR,2,3680.0,4361.672727272728,4,0.8437130041852167,5151.95
OR,3,3526.0,4361.672727272728,4,0.8084054491187701,5151.95
OR,4,5049.8,4361.672727272728,4,1.157766828406116,5151.95
OR,5,5766.2,4361.672727272728,4,1.3220157404165207,5151.95
OR,6,6249.8,4361.672727272728,4,1.4328906341186867,5151.95
OR,7,6829.2,4361.672727272728,4,1.5657295783102394,5151.95
OR,8,6598.8,4361.672727272728,4,1.512905807613426,5151.95
OR,9,5090.8,4361.672727272728,4,1.1671668917679623,5151.95
OR,10,4900.166666666667,4361.672727272728,4,1.1234604182993457,5151.95
OR,11,4485.428571428572,4361.672727272728,4,1.028373482352773,5151.95
OR,12,4509.571428571428,4361.672727272728,4,1.0339087113010377,5151.95
