client_id_location_id,operational_start_date,latitude,longitude,state,region,city,zip,cohort,cbsa_id,cbsa_name,h3_id
vibecarwash_5,2024-08-06,32.93957,-96.753698,TX,South,Dallas,75240,young,19100,"Dallas-Fort Worth-Arlington, TX",8826c82929fffff
wash37135_5,2024-08-13,35.5685802,-88.8154247,TN,South,Jackson,38301,young,27180,"Jackson, TN",88264ab105fffff
washrite_10,2024-09-04,39.334405,-82.051496,OH,Midwest,Athens,45071,young,11900,"Athens, OH",882a827a3bfffff
washrite_9,2024-02-05,40.3930566,-80.5484624,WV,South,Weirton,26062,young,48260,"Weirton-Steubenville, WV-OH",882a86a311fffff
whitecap_3,2024-06-26,34.0150238,-84.5553181,GA,South,Marietta,30066,young,12060,"Atlanta-Sandy Springs-Roswell, GA",8844ccd9a7fffff
whitecap_4,2024-07-24,34.00494,-83.908725,GA,South,Dacula,30019,young,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c1629dfffff
whitecap_5,2024-08-05,33.531277,-86.718864,AL,South,Birmingham,35210,young,13820,"Birmingham-Hoover, AL",8844e822b3fffff
whitecap_6,2024-09-09,36.0381391,-75.6759189,NC,South,Kill Devil Hills,27948,young,28620,"Kill Devil Hills, NC",882af02a31fffff
woodies_20,2024-07-02,27.8535652,-82.2303191,FL,South,Lithia,33547,young,45300,"Tampa-St. Petersburg-Clearwater, FL",88441ac037fffff
zipsexpresscarwash_20,2024-11-13,32.8080078,-96.7747821,TX,South,Dallas,75206,young,19100,"Dallas-Fort Worth-Arlington, TX",8826c86493fffff
zipsexpresscarwash_21,2024-11-07,32.823422,-96.818473,TX,South,Dallas,75209,young,19100,"Dallas-Fort Worth-Arlington, TX",8826c864abfffff
zipsexpresscarwash_22,2024-11-05,33.1777155,-96.8646649,TX,South,Frisco,75033,young,19100,"Dallas-Fort Worth-Arlington, TX",8826c80d31fffff
zipsexpresscarwash_23,2024-11-12,33.0608951,-96.8854686,TX,South,Lewisville,75056,young,19100,"Dallas-Fort Worth-Arlington, TX",8826c87541fffff
zoomexpresscarwash_1,2024-10-26,28.644164,-81.354334,FL,South,Maitland,32751,young,36740,"Orlando-Kissimmee-Sanford, FL",8844a90eb3fffff
alohacarwash2_1,2022-10-01,47.7553858,-122.1660315,WA,West,Woodinville,98072,mature,42660,"Seattle-Tacoma-Bellevue, WA",8828d548dbfffff
alohacarwash2_2,2022-10-01,47.835968,-122.212199,WA,West,Bothell,98012,mature,42660,"Seattle-Tacoma-Bellevue, WA",8828d54de1fffff
alohacarwash_1,2021-06-08,34.0854544,-84.1606903,GA,South,Suwanee,30024,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c12aa7fffff
alpinewash_1,2018-12-19,32.964135,-96.992945,TX,South,Coppell,75019,mature,19100,"Dallas-Fort Worth-Arlington, TX",8826c8603bfffff
altontowncenter_1,2023-05-24,26.8824789,-80.1134695,FL,South,Palm Beach Gardens,33418,mature,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8844aeb8edfffff
americanpride_1,2020-06-15,35.68325647936693,-78.52959606447831,NC,South,Garner,27529,mature,39580,"Raleigh, NC",882ad68341fffff
americanpride_3,2021-10-01,35.5193931,-78.3147131,NC,South,Smithfield,27577,mature,39580,"Raleigh, NC",882ad44923fffff
americanpride_4,2021-04-27,35.902101,-78.653225,NC,South,Raleigh,27615,mature,39580,"Raleigh, NC",882a8960b1fffff
americanpride_5,2022-10-11,35.7978173,-78.5746952,NC,South,Raleigh,27610,mature,39580,"Raleigh, NC",882ad69a4dfffff
aquabluecarwash_1,2020-11-12,34.076345,-84.060437,GA,South,Sugar Hill,30518,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c12915fffff
aquabluecarwash_3,2023-06-15,33.9686484,-84.0368782,GA,South,Lawrenceville,30043,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c176a3fffff
aquabreezecarwash_1,2022-12-14,34.197314,-84.791942,GA,South,Cartersville,30120,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844ccc535fffff
aquabubblecarwash_1,2018-02-21,34.166594,-84.177567,GA,South,Cumming,30040,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c12d0dfffff
aquashineexpress_1,2021-07-13,34.8289027,-82.3697121,SC,South,Greenville,29607,mature,24860,"Greenville-Anderson-Mauldin, SC",8844dd56e5fffff
arcowash_1,2021-06-23,44.9835651,-122.9839152,OR,West,Salem,97305,mature,41420,"Salem, OR",8828f42d8bfffff
atlanticcitycarwash_1,2021-12-02,39.352355,-74.456205,NJ,Northeast,Atlantic City,8401,mature,12100,"Atlantic City-Hammonton, NJ",882a132cb5fffff
atlanticexpress_1,2021-03-08,33.9653475,-118.1864171,CA,West,Cudahy,90201,mature,31080,"Los Angeles-Long Beach-Anaheim, CA",8829a56d3dfffff
autobahnautocarecenter_1,2022-02-09,46.2126739,-119.1737419,WA,West,Kennewick,99336,mature,28420,"Kennewick-Richland, WA",882888b883fffff
autobahnautocarecenter_3,2022-11-04,46.2830888,-119.2747996,WA,West,Richland,99352,mature,28420,"Kennewick-Richland, WA",882888a181fffff
autobriteexpress_1,2022-04-20,36.3328857,-78.4411011,NC,South,Henderson,27536,mature,25780,"Henderson, NC",882a891831fffff
autosoak_1,2022-11-09,38.788935,-94.926749,KS,Midwest,Gardner,66030,mature,28140,"Kansas City, MO-KS",8826566919fffff
autosportcarwash_1,2022-09-14,32.549686,-84.9331819,GA,South,Columbus,31909,mature,17980,"Columbus, GA-AL",8844c5b767fffff
autowashexpress_1,2010-03-11,39.6917582,-105.0812664,CO,West,Lakewood,80232,mature,19740,"Denver-Aurora-Lakewood, CO",88268cd9d5fffff
bamboocarwash_1,2019-05-07,34.349355,-84.050752,GA,South,Dawsonville,30534,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844ce8043fffff
beachbumexpress_1,2022-08-05,33.0873621,-117.268458,CA,West,Carlsbad,92009,mature,41740,"San Diego-Carlsbad, CA",8829a47609fffff
bellastonecarwash_1,2023-05-09,31.0377698,-97.3915198,TX,South,Temple,76502,mature,28660,"Killeen-Temple, TX",88489a1689fffff
bigkahunacarwash_1,2018-06-12,37.2944489,-83.1976694,KY,South,Hazard,41701,mature,NON_CBSA_KY,Non-CBSA KY,882a986827fffff
bigpeachcarwash_1,2021-05-20,33.0390694,-83.9384721,GA,South,Forsyth,31029,mature,31420,"Macon-Bibb County, GA",8844c569d7fffff
bigpeachcarwash_3,2022-11-07,33.2948312,-83.9602158,GA,South,Jackson,30233,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c1c2d3fffff
bigpeachcarwash_5,2023-07-05,33.4369061,-84.0353399,GA,South,McDonough,30252,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c1c4c3fffff
bigpeachcarwash_7,2023-08-10,33.6374352,-84.0186611,GA,South,Conyers,30013,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c10143fffff
bluecowcarwash_1,2019-11-12,48.2193245,-114.3297656,MT,West,Kalispell,59901,mature,28060,"Kalispell, MT",88289b7129fffff
blueiguana_1,2021-09-08,37.2116947,-93.3459477,MO,Midwest,Springfield,65802,mature,44180,"Springfield, MO",8826533149fffff
blueiguana_3,2022-03-02,37.181398,-93.2651978,MO,Midwest,Springfield,65804,mature,44180,"Springfield, MO",8826533057fffff
blueiguana_4,2022-10-19,37.2394114,-93.2540638,MO,Midwest,Springfield,65803,mature,44180,"Springfield, MO",882653320dfffff
blueiguana_5,2022-10-19,37.1351509,-93.2720378,MO,Midwest,Springfield,65804,mature,44180,"Springfield, MO",88265330e7fffff
blueiguana_6,2023-01-10,37.2414463,-93.3043131,MO,Midwest,Springfield,65803,mature,44180,"Springfield, MO",8826533355fffff
blueiguana_7,2023-06-01,37.157141,-93.296531,MO,Midwest,Springfield,65807,mature,44180,"Springfield, MO",8826533035fffff
bluepenguincarwash_1,2022-03-18,33.751734,-84.726808,GA,South,Douglasville,30134,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c1a659fffff
bluepenguincarwash_2,2022-03-23,33.273799,-84.291788,GA,South,Griffin,30223,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c18307fffff
bluepenguincarwash_3,2022-03-10,33.970437,-84.487696,GA,South,Marietta,30062,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c13633fffff
blueskyenglewood_1,2022-08-30,39.649041,-104.9873961,CO,West,Englewood,80113,mature,19740,"Denver-Aurora-Lakewood, CO",88268cc16bfffff
blupalmexpress_1,2020-11-12,27.2288441,-82.4938241,FL,South,Sarasota,34238,mature,35840,"North Port-Sarasota-Bradenton, FL",88441e09adfffff
bocabestcarwash_1,2018-10-25,26.408359,-80.14692,FL,South,Boca Raton,33496,mature,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8844a12d2dfffff
brickyardcarwash_1,2019-11-18,26.273895,-81.6831699,FL,South,Naples,34120,mature,34940,"Naples-Immokalee-Marco Island, FL",8844135607fffff
brookhurstexpresscarwash_1,2020-07-31,33.7506512,-117.9550813,CA,West,Westminster,92683,mature,31080,"Los Angeles-Long Beach-Anaheim, CA",8829a0b63bfffff
bubbasexpresscarwash_1,2020-01-08,38.021682,-121.294201,CA,West,Stockton,95210,mature,44700,"Stockton-Lodi, CA",8828362067fffff
bubbledown_1,2021-12-09,28.0909696,-82.4509904,FL,South,Tampa,33613,mature,45300,"Tampa-St. Petersburg-Clearwater, FL",88441a11d7fffff
bubbledown_4,2023-06-12,27.7919407,-82.3297342,FL,South,Riverview,33579,mature,45300,"Tampa-St. Petersburg-Clearwater, FL",88441ad539fffff
buckeyecarwash_1,2025-03-19,40.051965,-83.050599,OH,Midwest,COLUMBUS,43220,mature,18140,"Columbus, OH",882a956a6dfffff
buffitautowash_1,2019-05-29,34.923444,-95.751562,OK,South,McAlester,74501,mature,32540,"McAlester, OK",8826eb4259fffff
buffitautowash_2,2022-01-17,35.8968023,-94.9853013,OK,South,Tahlequah,74464,mature,45140,"Tahlequah, OK",8826e80707fffff
buggybath_1,2017-11-09,39.5000663,-119.8009674,NV,West,Reno,89502,mature,39900,"Reno, NV",8829890199fffff
bulldogcarwash_1,2020-08-11,33.94529,-83.439461,GA,South,Athens,30606,mature,12020,"Athens-Clarke County, GA",8844c3a289fffff
cadillacexpresscarwash_1,2018-06-23,29.9284715,-95.505284,TX,South,Houston,77086,mature,26420,"Houston-The Woodlands-Sugar Land, TX",88446c3713fffff
cadillacexpresscarwash_3,2020-10-28,29.87038,-95.395886,TX,South,Houston,77076,mature,26420,"Houston-The Woodlands-Sugar Land, TX",88446c301bfffff
cadillacexpresscarwash_6,2022-04-14,29.8088545,-95.5012977,TX,South,Houston,77055,mature,26420,"Houston-The Woodlands-Sugar Land, TX",88446cac25fffff
cadillacexpresscarwash_7,2023-07-19,29.653275,-95.355952,TX,South,Houston,77051,mature,26420,"Houston-The Woodlands-Sugar Land, TX",88446cab39fffff
cajunclean_2,2021-08-11,30.39024,-88.6455782,MS,South,Gautier,39553,mature,25060,"Gulfport-Biloxi-Pascagoula, MS",8844554825fffff
cantonautowash_1,2023-08-02,42.2707338,-83.4855545,MI,Midwest,Canton,48188,mature,19820,"Detroit-Warren-Dearborn, MI",882ab25187fffff
capitolcarwash_1,2023-01-19,44.3820707,-100.3068355,SD,Midwest,Pierre,57501,mature,38180,"Pierre, SD",8826336863fffff
carismacarwash_1,2020-02-10,30.8938017,-102.9064197,TX,South,Fort Stockton,79735,mature,NON_CBSA_TX,Non-CBSA TX,884889c631fffff
carmelcarwash_2,2016-11-18,33.1754141,-96.8359488,TX,South,Frisco,75034,mature,19100,"Dallas-Fort Worth-Arlington, TX",8826c80de9fffff
carmelcarwash_3,2017-08-01,32.9123742,-96.4503961,TX,South,Rockwall,75087,mature,19100,"Dallas-Fort Worth-Arlington, TX",8826c820b7fffff
carmelcarwash_4,2017-07-22,32.8293748,-96.7083993,TX,South,Dallas,75218,mature,19100,"Dallas-Fort Worth-Arlington, TX",8826cb9357fffff
carrollcleancarwash_1,2023-02-06,39.4188261,-76.8088723,MD,South,Owings Mills,21117,mature,12580,"Baltimore-Columbia-Towson, MD",882aa8d8e5fffff
carwashcafe_1,2022-04-15,26.163809,-80.256351,FL,South,Sunrise,33322,mature,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8844a131adfffff
carwashpalace_1,2019-05-22,26.287889,-80.283088,FL,South,Coral Springs,33067,mature,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8844a12017fffff
centurycarwash_1,2020-06-16,35.543434,-89.663313,TN,South,Covington,38019,mature,32820,"Memphis, TN-MS-AR",88264a5093fffff
centurycarwash_2,2020-09-09,34.933066,-90.009197,MS,South,Southaven,38671,mature,32820,"Memphis, TN-MS-AR",882659acc5fffff
centurycarwash_4,2021-07-21,34.963159,-90.0195839,MS,South,Horn Lake,38637,mature,32820,"Memphis, TN-MS-AR",882659ac57fffff
centurycarwash_5,2022-01-27,35.0491648,-89.8282628,TN,South,Memphis,38125,mature,32820,"Memphis, TN-MS-AR",882659a603fffff
centurycarwash_6,2022-07-11,34.6196361,-89.9559439,MS,South,Senatobia,38668,mature,32820,"Memphis, TN-MS-AR",88445bad97fffff
centurycarwash_7,2023-04-12,35.167333,-90.197093,AR,South,West Memphis,72301,mature,32820,"Memphis, TN-MS-AR",882659b9abfffff
centurycarwash_8,2023-09-14,34.820948,-89.971472,MS,South,Hernando,38632,mature,32820,"Memphis, TN-MS-AR",88445b261bfffff
chagrinautospa_1,2014-11-05,41.413954,-81.344731,OH,Midwest,Chagrin Falls,44023,mature,17460,"Cleveland-Elyria, OH",882ab149b9fffff
championcw_1,2018-08-15,36.25656,-86.655657,TN,South,Old Hickory,37138,mature,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",88264d8f65fffff
championcw_10,2021-06-28,36.268287,-86.755473,TN,South,Nashville,37207,mature,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",88264d89c1fffff
championcw_2,2018-09-17,36.3084443,-86.6632135,TN,South,Hendersonville,37075,mature,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",88264d8aebfffff
championcw_3,2018-09-19,36.3978081,-87.03053,TN,South,Pleasant View,37146,mature,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",88264dc041fffff
championcw_9,2021-06-29,36.318523,-86.625336,TN,South,Hendersonville,37075,mature,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",88264d8131fffff
championscarwash_1,2018-02-27,29.641949,-98.4826932,TX,South,San Antonio,78258,mature,41700,"San Antonio-New Braunfels, TX",88489c0f09fffff
champscarwash_1,2021-04-06,35.302211,-97.724981,OK,South,Tuttle,73089,mature,36420,"Oklahoma City, OK",8826c11a83fffff
chandicarwash_1,2020-10-08,37.4759997,-120.8493861,CA,West,Turlock,95380,mature,33700,"Modesto, CA",882836c6c7fffff
chemicalguyscarwash_1,2023-08-01,33.8383155,-118.0637451,CA,West,Lakewood,90715,mature,31080,"Los Angeles-Long Beach-Anaheim, CA",8829a56b17fffff
circlek_1,2018-01-16,37.149819896819245,-84.51972930333592,KY,South,Somerset,42501,mature,43700,"Somerset, KY",882a9a682bfffff
circlek_2,2022-08-02,37.05817,-84.646174,KY,South,Somerset,42503,mature,43700,"Somerset, KY",882669a495fffff
circlek_3,2023-08-07,37.101642,-84.589963,KY,South,Somerset,42503,mature,43700,"Somerset, KY",882669a69bfffff
classicautowash_1,2022-02-01,43.0191767,-74.3622743,NY,Northeast,Johnstown,12095,mature,24100,"Gloversville, NY",882b8824d1fffff
classictouchcarwash_1,2022-05-26,36.1420421,-80.2980532,NC,South,Winston-Salem,27106,mature,49180,"Winston-Salem, NC",882a8b4897fffff
classieexpresscarwash_1,2023-05-29,38.244717,-85.745071,KY,South,Louisville,40202,mature,31140,"Louisville/Jefferson County, KY-IN",88266886adfffff
clean_2,2023-06-01,30.718925,-95.567665,TX,South,Huntsville,77320,mature,26660,"Huntsville, TX",884468b419fffff
cleancarwash_1,2022-12-13,26.385582,-80.076998,FL,South,Boca Raton,33431,mature,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8844ae935dfffff
cleanwave_1,2020-11-24,33.802671,-118.072959,CA,West,Los Alamitos,90720,mature,31080,"Los Angeles-Long Beach-Anaheim, CA",8829a56b51fffff
cleanwheels_1,2019-08-29,41.146906,-104.7615859,WY,West,Cheyenne,82001,mature,16940,"Cheyenne, WY",8826ae798dfffff
clostercarwash_1,2015-12-02,40.9742853,-73.9592767,NJ,Northeast,Closter,7624,mature,35620,"New York-Newark-Jersey City, NY-NJ-PA",882a1019e9fffff
coastalcarwash_1,2018-11-08,33.429578,-79.148296,SC,South,Pawleys Island,29585,mature,23860,"Georgetown, SC",882ad36867fffff
coastalcarwash_3,2018-11-27,33.429578,-79.148296,SC,South,Pawleys Island,29585,mature,23860,"Georgetown, SC",882ad36867fffff
colonialcarwash_1,2022-08-22,26.616341,-81.773508,FL,South,Fort Myers,33913,mature,15980,"Cape Coral-Fort Myers, FL",88441370d1fffff
colonialcarwash_3,2023-08-17,34.9032573,-82.3325126,SC,South,Taylors,29687,mature,24860,"Greenville-Anderson-Mauldin, SC",8844dd54a7fffff
colonialcarwash_4,2023-08-18,34.935384,-82.276331,SC,South,Taylors,29687,mature,24860,"Greenville-Anderson-Mauldin, SC",8844dd4757fffff
colonialcarwash_6,2023-08-25,34.8218738,-82.2836692,SC,South,Greenville,29607,mature,24860,"Greenville-Anderson-Mauldin, SC",8844dd555dfffff
completeautodetail&carwash_1,2019-07-24,30.2738504,-97.7629511,TX,South,Austin,78703,mature,12420,"Austin-Round Rock, TX",88489e3401fffff
controlstrainingclassroom_1,2021-12-02,26.2032716,-80.2856211,FL,South,Tamarac,33321,mature,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8844a12265fffff
coolcleancarwash_1,2020-05-08,26.351366,-80.111127,FL,South,Boca Raton,33486,mature,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8844a129d3fffff
coralspringsclassiccarwash_1,2018-11-09,26.286774,-80.267906,FL,South,Coral Springs,33076,mature,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8844a12031fffff
crystalcleanautospa_1,2023-03-29,32.54401291234568,-83.57383508395063,GA,South,Bonaire,31005,mature,47580,"Warner Robins, GA",8844c095e3fffff
davidchevrolet_1,2015-05-15,43.0989663,-78.9427369,NY,Northeast,Niagara Falls,14304,mature,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",882b9b32dbfffff
daybreak_1,2021-10-05,27.0163457,-82.1333483,FL,South,Port Charlotte,33948,mature,39460,"Punta Gorda, FL",88441e5911fffff
detricks_4,2023-01-23,33.7547889,-78.9634199,SC,South,Myrtle Beach,29579,mature,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",882ad3559dfffff
dinodashwash_1,2023-02-15,37.11841,-113.624152,UT,West,St. George,84770,mature,41100,"St. George, UT",8829957619fffff
dinodashwash_2,2023-02-15,37.098934,-113.538413,UT,West,St. George,84790,mature,41100,"St. George, UT",8829950db7fffff
dixhillcarwashnew_1,2022-10-21,40.832417,-73.36119,NY,Northeast,Huntington,11743,mature,35620,"New York-Newark-Jersey City, NY-NJ-PA",882a10b8e1fffff
dripautospa_1,2023-09-05,41.550137,-87.470934,IN,Midwest,Highland,46322,mature,16980,"Chicago-Naperville-Elgin, IL-IN-WI",8826640a17fffff
dripcarwash_1,2023-08-01,42.7887226,-83.7444529,MI,Midwest,Fenton,48430,mature,22420,"Flint, MI",88274d04e9fffff
drivethruexpress_1,2023-07-13,33.8393559,-117.9755835,CA,West,Anaheim,92801,mature,31080,"Los Angeles-Long Beach-Anaheim, CA",8829a0b487fffff
edgeexpress_1,2022-04-12,38.582517,-77.3106235,VA,South,Dumfries,22026,mature,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",882aaaa4b3fffff
edgeexpress_2,2022-04-12,35.274668,-81.527088,NC,South,Shelby,28152,mature,43140,"Shelby, NC",8844d805ebfffff
edgeexpress_4,2022-12-22,35.27286,-81.5051329,NC,South,Shelby,28152,mature,43140,"Shelby, NC",8844d805e5fffff
edgeexpress_5,2023-03-22,35.6092787,-78.5489487,NC,South,Garner,27529,mature,39580,"Raleigh, NC",882ad68023fffff
edgeexpress_6,2023-05-17,35.819564,-78.844282,NC,South,Morrisville,27560,mature,39580,"Raleigh, NC",882ad6d2d5fffff
edgeexpress_8,2023-07-05,38.4700052,-77.4534223,VA,South,Stafford,22554,mature,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",882aabd997fffff
elksedge_1,2023-03-17,36.278909,-80.8335509,NC,South,Elkin,28621,mature,34340,"Mount Airy, NC",8844db7443fffff
encinitascarwash_1,2019-08-07,33.053915,-117.261008,CA,West,Encinitas,92024,mature,41740,"San Diego-Carlsbad, CA",8829a40ca7fffff
encinocarwash_1,2023-02-15,34.1611154,-118.5126372,CA,West,Los Angeles,91316,mature,31080,"Los Angeles-Long Beach-Anaheim, CA",8829a18a81fffff
englewoodcarwash_1,2012-05-18,26.9573955,-82.3525042,FL,South,Englewood,34223,mature,35840,"North Port-Sarasota-Bradenton, FL",88441e5059fffff
evanstoncarwash_1,2022-08-12,42.0406899,-87.7078383,IL,Midwest,Evanston,60202,mature,16980,"Chicago-Naperville-Elgin, IL-IN-WI",882664d80dfffff
evergreencarwash_1,2008-08-29,37.313525,-121.791816,CA,West,San Jose,95135,mature,41940,"San Jose-Sunnyvale-Santa Clara, CA",88283445cbfffff
expressonvaughn_1,2023-08-03,32.339033,-86.196846,AL,South,Montgomery,36116,mature,33860,"Montgomery, AL",8844eeb6adfffff
expresswash_1,2022-06-06,27.9663375,-81.964639,FL,South,Lakeland,33813,mature,29460,"Lakeland-Winter Haven, FL",8844ad249dfffff
expresswash_3,2023-04-26,28.280824,-81.344287,FL,South,Kissimmee,34744,mature,36740,"Orlando-Kissimmee-Sanford, FL",8844a91335fffff
expresswash_4,2023-08-15,28.697175,-81.352502,FL,South,Longwood,32750,mature,36740,"Orlando-Kissimmee-Sanford, FL",8844a93945fffff
expressway55_1,2010-03-01,40.80559,-73.233327,NY,Northeast,Brentwood,11717,mature,35620,"New York-Newark-Jersey City, NY-NJ-PA",882a10a359fffff
extremeexpress_1,2018-07-23,37.3245209,-121.9008608,CA,West,San Jose,95126,mature,41940,"San Jose-Sunnyvale-Santa Clara, CA",8828347327fffff
fastlaneexpresscarwash_1,2013-11-27,38.0870386,-97.9110651,KS,Midwest,Hutchinson,67502,mature,26740,"Hutchinson, KS",8826e2a1e1fffff
fastlapcarwash_1,2020-06-03,33.49283,-112.16948,AZ,West,Phoenix,85031,mature,38060,"Phoenix-Mesa-Scottsdale, AZ",8829b6d285fffff
fastpasscarwash_1,2020-02-06,34.6482864,-120.4571269,CA,West,Lompoc,93436,mature,42200,"Santa Maria-Santa Barbara, CA",88291345bdfffff
fasttrac_1,2022-06-06,33.7904146,-84.6218277,GA,South,Austell,30168,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c1a559fffff
finenshine_1,2020-02-06,33.577615,-96.1923883,TX,South,Bonham,75418,mature,14300,"Bonham, TX",8826c8b207fffff
finzcarwash_1,2023-02-20,26.3944943,-80.1161383,FL,South,Boca Raton,33431,mature,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8844ae9209fffff
firehosecarwash_1,2020-09-30,43.4827819,-112.009258,ID,West,Idaho Falls,83404,mature,26820,"Idaho Falls, ID",8828949957fffff
fivestar_5,2021-10-05,35.808558,-80.876473,NC,South,Statesville,28625,mature,16740,"Charlotte-Concord-Gastonia, NC-SC",8844dbc5cdfffff
fivestar_6,2022-04-28,36.037959,-79.855512,NC,South,Greensboro,27407,mature,24660,"Greensboro-High Point, NC",882a8b7201fffff
fivestar_7,2023-02-21,36.203392,-81.666641,NC,South,Boone,28607,mature,14380,"Boone, NC",8844d96923fffff
flawlessautobathinc_1,2015-10-14,40.6327819,-74.137557,NY,Northeast,STATEN ISLAND,10302,mature,35620,"New York-Newark-Jersey City, NY-NJ-PA",882a10620dfffff
foamworksexpress_10,2023-08-29,31.962575,-83.7616859,GA,South,Cordele,31015,mature,18380,"Cordele, GA",8844c4a983fffff
foamworksexpress_3,2022-02-02,32.74461,-83.725474,GA,South,Macon,31216,mature,31420,"Macon-Bibb County, GA",8844c0b04bfffff
foamworksexpress_6,2022-07-19,31.206045,-81.482207,GA,South,Brunswick,31525,mature,15260,"Brunswick, GA",8844f31aabfffff
foamworksexpress_7,2023-06-01,32.8403175,-83.6252419,GA,South,Macon,31201,mature,31420,"Macon-Bibb County, GA",8844c0a36bfffff
foamworksexpress_8,2023-01-31,33.794396,-84.6335,GA,South,Lithia Springs,30122,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c1a465fffff
foamworksexpress_9,2023-03-07,32.834051,-83.741715,GA,South,Macon,31220,mature,31420,"Macon-Bibb County, GA",8844c0b095fffff
foothillscarwash_1,2022-06-16,33.320461,-111.975791,AZ,West,Phoenix,85044,mature,38060,"Phoenix-Mesa-Scottsdale, AZ",8848ebb4b5fffff
gallocarwash_1,2023-05-16,29.6804967,-82.3392005,FL,South,Gainesville,32609,mature,23540,"Gainesville, FL",8844f420b5fffff
glacierexpress_3,2023-05-02,45.7718269,-108.5772338,MT,West,Billings,59102,mature,13740,"Billings, MT",88279e365bfffff
glocarwash_1,2018-04-17,32.833872,-97.19808,TX,South,Hurst,76053,mature,19100,"Dallas-Fort Worth-Arlington, TX",8826cbd265fffff
glosscarwash_1,2021-09-27,33.8788494,-84.166362,GA,South,Lilburn,30047,mature,12060,"Atlanta-Sandy Springs-Roswell, GA",8844c13a27fffff
gocleancarwash_1,2022-05-03,30.482631,-84.235242,FL,South,Tallahassee,32308,mature,45220,"Tallahassee, FL",8844e29497fffff
gocleancarwash_2,2023-06-08,30.486471,-84.316591,FL,South,Tallahassee,32303,mature,45220,"Tallahassee, FL",8844e04b1bfffff
gocleancarwash_3,2023-01-18,31.8421911,-85.1715473,AL,South,Eufaula,36027,mature,21640,"Eufaula, AL-GA",8844eed861fffff
gocleanpensacola_2,2023-06-21,30.476286,-87.3078559,FL,South,Pensacola,32526,mature,37860,"Pensacola-Ferry Pass-Brent, FL",884452928dfffff
gogreennclean1_1,2017-12-14,39.861559,-75.687217,PA,Northeast,Kennett Square,19348,mature,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",882aac1413fffff
googie_1,2019-10-29,33.9663951,-118.0409283,CA,West,Whittier,90602,mature,31080,"Los Angeles-Long Beach-Anaheim, CA",8829a1d347fffff
grandprixcarwash_1,2010-03-11,37.9597076,-122.328985,CA,West,San Pablo,94803,mature,41860,"San Francisco-Oakland-Hayward, CA",8828308c21fffff
greatnorthautowash_1,2021-02-04,45.7723372,-87.082274,MI,Midwest,Escanaba,49829,mature,21540,"Escanaba, MI",882740d599fffff
greenoceancarwash_1,2020-11-19,41.5652456,-70.595585,MA,Northeast,Falmouth,2536,mature,12700,"Barnstable Town, MA",882a316105fffff
grimescene_1,2022-04-18,33.5943118,-102.3733747,TX,South,Levelland,79336,mature,30220,"Levelland, TX",8848d24713fffff
gwatzillacarwash_1,2022-10-06,34.8817635,-92.1096764,AR,South,Jacksonville,72076,mature,30780,"Little Rock-North Little Rock-Conway, AR",88265b555bfffff
h2glocarwash_1,2015-12-10,37.2475037,-80.0346956,VA,South,Cave Spring,24018,mature,40220,"Roanoke, VA",882a8a8219fffff
h2oautospa_1,2013-07-25,40.569618,-74.111064,NY,Northeast,STATEN ISLAND,10306,mature,35620,"New York-Newark-Jersey City, NY-NJ-PA",882a106281fffff
