n_pre_nbrs,n_pre_nbrs_5km,n_matured_pre_nbrs,nbr_mat_min_strict,nbr_mat_std_strict,nbr_mat_median_strict,nbr_mat_cv_strict,local_recent_wash_mean,op_n_sites_preT,op_n_prior_matured,op_track_mean_strict,op_track_goodfrac_strict,site_key,client_id,t_open,y,realized_mature,express_like,group,oof_prob
3,2,0,,,,,4049.7222222222226,1,0,,,shammysunlimited_000449::1,shammysunlimited_000449,2022-04-01,1,11564.615384615385,True,shammysunlimited_000449,0.36202187718931694
3,1,0,,,,,6689.788888888889,15,0,,,caliberocala_000153::17,caliberocala_000153,2022-05-01,0,3281.3076923076924,True,caliberocala_000153,0.45241974712331345
4,1,0,,,,,5970.041666666666,16,0,,,championxpresscw_000216::14,championxpresscw_000216,2022-05-01,0,5675.307692307692,True,championxpresscw_000216,0.43672525531621215
12,1,0,,,,,2197.8111111111116,2,0,,,moyoka_000134::3,moyoka_000134,2022-05-01,0,5251.2307692307695,True,moyoka_000134,0.2981463070198954
2,0,0,,,,,8099.083333333334,2,0,,,papabear_000353::3,papabear_000353,2022-05-01,1,16663.30769230769,True,papabear_000353,0.439261122861835
2,1,0,,,,,8888.333333333334,1,0,,,superscrubcw_000402::1,superscrubcw_000402,2022-05-01,0,3409.0,True,superscrubcw_000402,0.47109426528451864
4,3,0,,,,,5942.916666666667,1,0,,,trucarwash_000391::1,trucarwash_000391,2022-05-01,0,5703.076923076923,True,trucarwash_000391,0.42295792570425367
6,0,0,,,,,9819.77777777778,8,0,,,washcity_000125::9,washcity_000125,2022-05-01,0,17002.923076923078,True,washcity_000125,0.47922462272392685
4,0,0,,,,,4481.104166666666,5,0,,,bigdans_000378::6,bigdans_000378,2022-06-01,1,11655.384615384615,True,bigdans_000378,0.34998030697181776
2,0,0,,,,,1761.5833333333333,6,0,,,dirtydogs_000082::7,dirtydogs_000082,2022-06-01,1,8636.846153846154,True,dirtydogs_000082,0.33589151271225054
4,0,0,,,,,15820.77777777778,1,0,,,expresswash_000431::1,expresswash_000431,2022-06-01,1,13164.615384615385,True,expresswash_000431,0.63210592825904
7,0,0,,,,,8461.472222222223,1,0,,,fasttrack_000411::1,fasttrack_000411,2022-06-01,0,5996.846153846154,True,fasttrack_000411,0.4663313759858942
3,0,0,,,,,3132.5,1,0,,,foothillscw_000461::1,foothillscw_000461,2022-06-01,0,2848.3846153846152,False,foothillscw_000461,0.3294186243001109
3,0,0,,,,,5980.0,1,0,,,luvcarwash_000457::2,luvcarwash_000457,2022-06-01,0,11752.307692307691,True,luvcarwash_000457,0.4113471650750704
3,0,0,,,,,5980.0,1,0,,,luvcarwash_000457::7,luvcarwash_000457,2022-06-01,1,14371.076923076924,True,luvcarwash_000457,0.4113471650750704
3,0,0,,,,,8314.916666666666,2,0,,,racerclassiccw_000389::1,racerclassiccw_000389,2022-06-01,0,4608.923076923077,True,racerclassiccw_000389,0.46062161521712014
4,0,0,,,,,10144.444444444443,2,0,,,sammysexpresscw_000254::3,sammysexpresscw_000254,2022-06-01,1,9036.23076923077,True,sammysexpresscw_000254,0.4908046904602651
4,2,0,,,,,4481.104166666666,1,0,,,zips_000468::1,zips_000468,2022-06-01,0,7440.153846153846,True,zips_000468,0.3825717291545693
2,1,0,,,,,11620.083333333332,1,0,,,zips_000468::3,zips_000468,2022-06-01,0,6287.153846153846,True,zips_000468,0.5344248850922549
2,0,0,,,,,9192.166666666666,6,0,,,bigdans_000378::9,bigdans_000378,2022-07-01,1,12320.692307692309,True,bigdans_000378,0.4069492129917198
4,0,1,9250.076923076924,,9250.076923076924,,7942.625,16,2,15002.384615384615,1.0,caliberocala_000153::16,caliberocala_000153,2022-07-01,0,6703.076923076923,True,caliberocala_000153,0.3895493468518546
6,1,2,2501.0,7003.185560871567,7453.0,0.9396465263479896,9422.416666666666,4,0,,,clearwater_000397::5,clearwater_000397,2022-07-01,1,20945.53846153846,True,clearwater_000397,0.6234676033982813
3,0,2,8775.692307692309,846.2436385923311,9374.076923076924,0.0902748767197615,9751.0,5,0,,,luvcarwash_000457::15,luvcarwash_000457,2022-07-01,1,9181.615384615385,True,luvcarwash_000457,0.2711232757532816
6,1,1,8363.923076923076,,8363.923076923076,,4964.133333333333,5,0,,,luvcarwash_000457::3,luvcarwash_000457,2022-07-01,0,15215.153846153846,True,luvcarwash_000457,0.29498607216859735
2,1,0,,,,,11754.75,6,0,,,magnolia_000414::12,magnolia_000414,2022-07-01,0,8362.384615384615,True,magnolia_000414,0.5489178343795571
3,1,0,,,,,4213.11111111111,6,0,,,magnolia_000414::19,magnolia_000414,2022-07-01,0,4704.153846153846,True,magnolia_000414,0.35760118564858734
3,0,2,1110.6153846153843,620.5133969058566,1549.3846153846152,0.4004902273744482,1076.2777777777776,6,0,,,magnolia_000414::7,magnolia_000414,2022-07-01,1,10162.0,True,magnolia_000414,0.25324803570325166
4,0,1,6075.384615384615,,6075.384615384615,,3120.361111111111,3,0,,,racerclassiccw_000389::3,racerclassiccw_000389,2022-07-01,1,8137.7692307692305,True,racerclassiccw_000389,0.36039904690754887
3,1,0,,,,,9078.944444444443,6,0,,,zips_000468::9,zips_000468,2022-07-01,1,9958.23076923077,True,zips_000468,0.48758088156902946
3,1,2,1427.1538461538462,2773.3271886429616,3388.1923076923076,0.8185270896066317,2532.555555555555,1,0,,,beachbumexp_000488::1,beachbumexp_000488,2022-08-01,0,5831.846153846154,True,beachbumexp_000488,0.3988127370630359
2,0,1,3212.230769230769,,3212.230769230769,,6666.916666666667,7,0,,,bigdans_000378::8,bigdans_000378,2022-08-01,1,21103.46153846154,True,bigdans_000378,0.40357730500974603
8,4,3,3003.769230769231,4905.439649393941,7153.153846153846,0.6416662350917284,6856.964285714285,1,0,,,blueskycw_000466::1,blueskycw_000466,2022-08-01,0,3176.6153846153848,True,blueskycw_000466,0.48046256205001525
5,1,1,8858.76923076923,,8858.76923076923,,6417.780000000001,17,2,12528.96153846154,1.0,championxpresscw_000216::18,championxpresscw_000216,2022-08-01,0,3726.769230769231,True,championxpresscw_000216,0.36167471884448443
6,0,3,2501.0,5254.998509355957,4407.0,0.8162893143513629,6992.5,5,0,,,clearwater_000397::6,clearwater_000397,2022-08-01,1,13304.615384615385,True,clearwater_000397,0.5134058055433726
7,1,1,8363.923076923076,,8363.923076923076,,6938.555555555556,10,0,,,luvcarwash_000457::10,luvcarwash_000457,2022-08-01,0,6815.384615384615,True,luvcarwash_000457,0.33359409441884735
4,1,0,,,,,3501.083333333333,10,0,,,magnolia_000414::18,magnolia_000414,2022-08-01,1,8818.23076923077,True,magnolia_000414,0.3547388532605118
2,0,1,19646.384615384617,,19646.384615384617,,13320.0,1,0,,,monkeyshinecw_000417::1,monkeyshinecw_000417,2022-08-01,0,395.9230769230769,False,monkeyshinecw_000417,0.3482694534857989
4,0,0,,,,,5392.458333333333,8,0,,,mrcleancw_000329::10,mrcleancw_000329,2022-08-01,0,0.0,False,mrcleancw_000329,0.40706945255661825
2,0,0,,,,,7999.666666666667,2,0,,,roadrunner_000462::2,roadrunner_000462,2022-08-01,0,4453.538461538462,True,roadrunner_000462,0.3868805769832127
6,2,1,9250.076923076924,,9250.076923076924,,9111.133333333337,2,0,,,topwash_000333::3,topwash_000333,2022-08-01,1,12587.692307692309,True,topwash_000333,0.36754133675673456
3,1,3,5985.0,2591.7252316803574,10390.076923076924,0.2887336684145043,10025.888888888889,1,0,,,washnroll_000485::1,washnroll_000485,2022-08-01,0,7309.2307692307695,True,washnroll_000485,0.4181018820489347
3,1,3,7601.923076923077,3598.629530670503,10390.076923076924,0.3298034799907639,11947.944444444443,1,0,,,washnroll_000485::2,washnroll_000485,2022-08-01,0,13618.23076923077,True,washnroll_000485,0.47202451337244433
3,2,0,,,,,7717.333333333333,4,0,,,washrite_000380::4,washrite_000380,2022-08-01,1,11255.23076923077,True,washrite_000380,0.4523456902301462
5,1,3,18.076923076923077,9640.306335312109,22.153846153846153,1.7258136123477048,9034.9,7,0,,,woodys_000289::10,woodys_000289,2022-08-01,0,6877.923076923077,True,woodys_000289,0.7642592874582194
6,2,2,13574.0,2109.7346709140465,15065.807692307691,0.1400346210439972,10133.044444444444,9,0,,,zips_000468::7,zips_000468,2022-08-01,0,8399.538461538461,True,zips_000468,0.2948024262723715
2,0,0,,,,,12030.166666666666,1,0,,,autosportcw_000436::1,autosportcw_000436,2022-09-01,1,7794.692307692308,True,autosportcw_000436,0.43436375980491093
5,2,1,11241.615384615385,,11241.615384615385,,7772.0,17,2,15002.384615384615,1.0,caliberocala_000153::23,caliberocala_000153,2022-09-01,1,8672.76923076923,True,caliberocala_000153,0.3514483400064215
7,0,1,8858.76923076923,,8858.76923076923,,5697.345238095238,20,2,12528.96153846154,1.0,championxpresscw_000216::16,championxpresscw_000216,2022-09-01,0,4915.615384615385,True,championxpresscw_000216,0.3517841985966762
2,0,1,16914.69230769231,,16914.69230769231,,10813.666666666666,12,0,,,luvcarwash_000457::1,luvcarwash_000457,2022-09-01,0,6771.153846153846,True,luvcarwash_000457,0.25223192751402873
13,1,7,0.0,4245.261537374354,1535.2307692307693,1.265440704069215,2384.695833333333,12,0,,,luvcarwash_000457::26,luvcarwash_000457,2022-09-01,1,15885.307692307691,True,luvcarwash_000457,0.41892607564338896
7,3,1,8363.923076923076,,8363.923076923076,,8288.261111111111,12,0,,,luvcarwash_000457::4,luvcarwash_000457,2022-09-01,1,15261.923076923076,True,luvcarwash_000457,0.36358149907513765
2,1,0,,,,,10401.5,15,0,,,magnolia_000414::17,magnolia_000414,2022-09-01,0,10420.53846153846,True,magnolia_000414,0.5483526091572823
3,0,2,8775.692307692309,846.2436385923311,9374.076923076924,0.0902748767197615,6626.5,15,0,,,magnolia_000414::20,magnolia_000414,2022-09-01,0,3398.230769230769,True,magnolia_000414,0.27803888950074057
3,0,2,8775.692307692309,846.2436385923311,9374.076923076924,0.0902748767197615,6626.5,15,0,,,magnolia_000414::21,magnolia_000414,2022-09-01,0,6134.461538461538,True,magnolia_000414,0.27803888950074057
5,2,2,5789.076923076923,964.5480423677728,6471.115384615385,0.1490543723978275,1626.5533333333335,1,0,,,vicsexpress_000463::1,vicsexpress_000463,2022-09-01,1,8925.538461538461,True,vicsexpress_000463,0.2327881740679395
9,1,6,4074.5384615384614,3809.2956954876513,8996.0,0.4284335079241786,7305.407407407408,3,0,,,washnroll_000485::3,washnroll_000485,2022-09-01,1,14316.923076923076,True,washnroll_000485,0.4388019506673544
5,1,3,7601.923076923077,3598.629530670503,10390.076923076924,0.3298034799907639,8236.133333333335,3,0,,,washnroll_000485::4,washnroll_000485,2022-09-01,0,8860.0,True,washnroll_000485,0.38550037678896604
2,1,0,,,,,20388.833333333332,11,0,,,zips_000468::12,zips_000468,2022-09-01,1,17271.083333333332,True,zips_000468,0.722914649468778
4,0,1,935.9230769230768,,935.9230769230768,,9087.125,4,0,,,americanpride_000238::5,americanpride_000238,2022-10-01,1,10516.846153846154,True,americanpride_000238,0.54927786193307
4,0,0,,,,,12040.208333333334,8,0,,,bigdans_000378::5,bigdans_000378,2022-10-01,1,19179.53846153846,True,bigdans_000378,0.44482450609582846
3,0,0,,,,,11529.861111111111,4,0,,,blueiguanacw_000349::4,blueiguanacw_000349,2022-10-01,0,7026.153846153846,True,blueiguanacw_000349,0.5547848475257678
4,1,2,18.076923076923077,2.882819954068232,20.115384615384613,0.1433141850970823,4623.875,2,0,,,bubbledown_000358::3,bubbledown_000358,2022-10-01,1,26707.53846153846,True,bubbledown_000358,0.35513434567665453
11,0,1,11241.615384615385,,11241.615384615385,,7513.60185185185,7,3,10096.675213675211,1.0,dirtydogs_000082::10,dirtydogs_000082,2022-10-01,0,2723.5384615384614,False,dirtydogs_000082,0.32670994221256805
5,1,4,2839.769230769231,544.1034693013085,3388.461538461538,0.161786474252023,3653.2916666666665,1,0,,,dixhillscw_000517::1,dixhillscw_000517,2022-10-01,0,2933.6923076923076,False,dixhillscw_000517,0.2449788332806986
2,0,1,12786.307692307691,,12786.307692307691,,11491.833333333332,1,0,,,gwatzillacw_000494::1,gwatzillacw_000494,2022-10-01,0,7060.0,True,gwatzillacw_000494,0.3549578742375618
3,0,3,881.2307692307693,5661.013062124689,9025.923076923076,0.7836508079411033,7496.888888888888,3,2,10395.23076923077,1.0,jjscarwash_000042::4,jjscarwash_000042,2022-10-01,1,9827.76923076923,True,jjscarwash_000042,0.6193813844630314
15,0,8,0.0,4485.24716126471,2200.269230769231,1.0889724498231133,3017.8857142857146,16,0,,,luvcarwash_000457::21,luvcarwash_000457,2022-10-01,1,20156.69230769231,True,luvcarwash_000457,0.44088373334427877
4,2,1,6094.538461538462,,6094.538461538462,,3604.625,19,0,,,magnolia_000414::23,magnolia_000414,2022-10-01,1,8081.2307692307695,True,magnolia_000414,0.35485473514752086
5,1,2,0.0,5269.577304719441,3726.153846153846,1.4142135623730951,4046.375,19,0,,,magnolia_000414::25,magnolia_000414,2022-10-01,0,5339.384615384615,True,magnolia_000414,0.55197687511603
9,0,0,,,,,7071.321428571428,9,0,,,mrcleancw_000329::9,mrcleancw_000329,2022-10-01,0,6015.461538461538,True,mrcleancw_000329,0.43311468880390813
3,0,3,1718.6153846153843,734.2149949279982,2400.846153846154,0.3015129653064887,1744.277777777778,5,0,,,waterscarwash_000245::6,waterscarwash_000245,2022-10-01,1,8058.923076923077,True,waterscarwash_000245,0.2287482711749283
3,0,0,,,,,13959.166666666666,8,0,,,woodys_000289::12,woodys_000289,2022-10-01,1,21418.0,True,woodys_000289,0.4687272225584312
3,0,0,,,,,13959.166666666666,8,0,,,woodys_000289::13,woodys_000289,2022-10-01,1,15354.153846153846,True,woodys_000289,0.4687272225584312
3,0,0,,,,,13959.166666666666,8,0,,,woodys_000289::14,woodys_000289,2022-10-01,1,12951.384615384615,True,woodys_000289,0.4687272225584312
2,1,1,3500.153846153846,,3500.153846153846,,8502.0,15,0,,,zips_000468::18,zips_000468,2022-10-01,0,6179.692307692308,True,zips_000468,0.5043124334701737
2,0,2,4748.2307692307695,6467.035442244198,9321.115384615385,0.6938048908736951,8233.666666666666,1,0,,,autosoak_000459::1,autosoak_000459,2022-11-01,0,5654.0,True,autosoak_000459,0.5401847580522314
2,1,0,,,,,8506.833333333332,9,0,,,bigdans_000378::10,bigdans_000378,2022-11-01,1,14538.846153846154,True,bigdans_000378,0.40299077526308946
6,0,1,11241.615384615385,,11241.615384615385,,7496.706666666667,9,0,,,bigdans_000378::12,bigdans_000378,2022-11-01,1,16560.23076923077,True,bigdans_000378,0.2927675408067246
3,2,1,16914.69230769231,,16914.69230769231,,8278.5,18,5,14653.738461538462,1.0,caliberocala_000153::18,caliberocala_000153,2022-11-01,0,3928.5384615384614,True,caliberocala_000153,0.2682007680087516
3,0,1,16914.69230769231,,16914.69230769231,,8278.5,18,5,14653.738461538462,1.0,caliberocala_000153::21,caliberocala_000153,2022-11-01,0,5716.153846153846,True,caliberocala_000153,0.2682007680087516
14,2,5,0.0,4929.475260850518,1115.5384615384614,1.5209807653670473,2670.378787878788,1,0,,,ikocarwash_000359::1,ikocarwash_000359,2022-11-01,0,5468.461538461538,True,ikocarwash_000359,0.4604719540130113
6,1,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,6293.430555555556,1,0,,,liquidsunshine_000493::1,liquidsunshine_000493,2022-11-01,0,3146.153846153846,True,liquidsunshine_000493,0.36640999471938385
6,3,0,,,,,10942.655555555555,23,0,,,magnolia_000414::28,magnolia_000414,2022-11-01,0,4662.076923076923,True,magnolia_000414,0.5921475632776966
5,0,1,14236.0,,14236.0,,8572.45,1,0,,,patsnustar_000483::1,patsnustar_000483,2022-11-01,0,3058.153846153846,True,patsnustar_000483,0.26814198704592734
7,0,3,18.076923076923077,9640.306335312109,22.153846153846153,1.7258136123477048,6046.166666666666,5,1,14236.0,1.0,radiantcw_000133::6,radiantcw_000133,2022-11-01,1,13183.615384615385,True,radiantcw_000133,0.7008010803077751
5,0,3,2850.846153846154,2954.03767140884,5036.076923076923,0.5343748135836728,3558.4333333333334,2,0,,,rinsemyride_000430::2,rinsemyride_000430,2022-11-01,0,821.2307692307693,False,rinsemyride_000430,0.4013753275644326
2,1,1,6198.846153846154,,6198.846153846154,,5821.5,3,0,,,roadrunner_000462::4,roadrunner_000462,2022-11-01,1,8386.307692307691,True,roadrunner_000462,0.34079706863343134
2,0,1,10562.307692307691,,10562.307692307691,,14672.333333333332,1,0,,,sparkyscw_000470::1,sparkyscw_000470,2022-11-01,0,4993.384615384615,True,sparkyscw_000470,0.48890641888655456
3,0,1,19646.384615384617,,19646.384615384617,,10131.055555555557,1,0,,,stevenscreek_000445::1,stevenscreek_000445,2022-11-01,1,22927.46153846154,True,stevenscreek_000445,0.20291105237276844
2,0,0,,,,,3282.1666666666665,5,2,8930.923076923076,1.0,tsunamicarwash_000122::6,tsunamicarwash_000122,2022-11-01,0,17110.0,True,tsunamicarwash_000122,0.3364122507698827
2,1,0,,,,,3907.5,5,2,8930.923076923076,1.0,tsunamicarwash_000122::8,tsunamicarwash_000122,2022-11-01,0,21270.23076923077,True,tsunamicarwash_000122,0.34345703438524927
3,0,2,4823.076923076923,5630.854477076444,8804.692307692307,0.6395288194406284,7604.638888888888,12,6,9370.307692307691,0.5,192616splash::12,192616splash,2022-12-01,1,23278.846153846152,True,192616splash,0.5158591040797379
9,5,3,3003.769230769231,4905.439649393941,7153.153846153846,0.6416662350917284,6348.523809523809,1,0,,,annascw_000502::1,annascw_000502,2022-12-01,0,2808.923076923077,False,annascw_000502,0.5065677480675461
7,1,1,8858.76923076923,,8858.76923076923,,4692.797619047618,26,2,12528.96153846154,1.0,championxpresscw_000216::31,championxpresscw_000216,2022-12-01,1,7721.692307692308,True,championxpresscw_000216,0.3408006250964473
6,0,4,1535.2307692307693,1830.9365437444671,3111.923076923077,0.5357471654964904,2428.5333333333333,1,0,,,cleancarwash_000496::1,cleancarwash_000496,2022-12-01,0,2049.6923076923076,False,cleancarwash_000496,0.3353943261453956
10,1,7,620.5,2719.7342413574256,3251.923076923077,0.8012151135902972,5521.518518518518,9,0,,,clearwater_000397::11,clearwater_000397,2022-12-01,1,13342.76923076923,True,clearwater_000397,0.4124360568324658
9,2,7,3862.153846153846,1747.4362583613129,4875.461538461538,0.311752826577528,4506.592592592593,12,11,5247.986013986014,0.1818181818181818,haffners_000014::15,haffners_000014,2022-12-01,0,3279.5384615384614,True,haffners_000014,0.3555441485408171
7,2,1,7669.846153846154,,7669.846153846154,,8783.833333333332,2,0,,,launchcw_000311::3,launchcw_000311,2022-12-01,0,6985.461538461538,True,launchcw_000311,0.35049686446609263
4,0,3,666.9230769230769,2512.7887409032733,1427.1538461538462,1.0127710064304294,2610.3333333333335,19,0,,,luvcarwash_000457::11,luvcarwash_000457,2022-12-01,1,8722.692307692309,True,luvcarwash_000457,0.31854754670839314
6,2,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,5225.022222222222,19,0,,,luvcarwash_000457::22,luvcarwash_000457,2022-12-01,1,10485.846153846154,True,luvcarwash_000457,0.3134552855685221
4,1,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,6168.833333333334,19,0,,,luvcarwash_000457::23,luvcarwash_000457,2022-12-01,0,7049.923076923077,True,luvcarwash_000457,0.3357671371484636
5,1,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,5404.826666666666,19,0,,,luvcarwash_000457::25,luvcarwash_000457,2022-12-01,1,16285.615384615385,True,luvcarwash_000457,0.3176438650048555
6,0,2,4337.153846153846,3473.9612231401866,6793.615384615385,0.5113567705064984,5906.444444444444,10,0,,,mrcleancw_000329::11,mrcleancw_000329,2022-12-01,0,6132.7692307692305,True,mrcleancw_000329,0.4283410677715159
7,1,1,9250.076923076924,,9250.076923076924,,9288.0,10,0,,,mrcleancw_000329::12,mrcleancw_000329,2022-12-01,0,4877.461538461538,True,mrcleancw_000329,0.40931801132330786
9,0,2,4337.153846153846,3473.9612231401866,6793.615384615385,0.5113567705064984,7428.851851851852,10,0,,,mrcleancw_000329::13,mrcleancw_000329,2022-12-01,0,6609.2307692307695,True,mrcleancw_000329,0.45316542840592233
6,2,2,0.0,5269.577304719441,3726.153846153846,1.4142135623730951,3987.9,1,0,,,soapyshark_000467::1,soapyshark_000467,2022-12-01,1,9305.692307692309,True,soapyshark_000467,0.48163082795660656
7,4,1,24049.30769230769,,24049.30769230769,,10608.011904761906,9,2,20303.46153846154,1.0,washcity_000125::11,washcity_000125,2022-12-01,0,8459.846153846154,True,washcity_000125,0.25386099639362775
13,3,9,5604.692307692308,2955.1813092090024,8285.0,0.3330925613899624,7721.818181818183,10,9,7735.687321937323,0.5555555555555556,westchestercw_000036::10,westchestercw_000036,2022-12-01,1,10058.615384615385,False,westchestercw_000036,0.37256749500227976
4,1,1,1718.6153846153843,,1718.6153846153843,,3810.8125,11,0,,,woodys_000289::11,woodys_000289,2022-12-01,0,6648.7692307692305,True,woodys_000289,0.399243528501556
6,2,4,2372.923076923077,3637.3312829508586,8840.461538461539,0.4752172727153705,5321.833333333334,1,0,,,b3carwash_000524::1,b3carwash_000524,2023-01-01,0,343.0,False,b3carwash_000524,0.4316686104965748
4,2,0,,,,,8869.333333333332,5,0,,,blueiguanacw_000349::6,blueiguanacw_000349,2023-01-01,0,5022.384615384615,True,blueiguanacw_000349,0.4815903762983312
2,0,0,,,,,10475.833333333332,3,0,,,detricks_000422::4,detricks_000422,2023-01-01,1,13049.076923076924,True,detricks_000422,0.5129568191747647
7,0,2,18.076923076923077,2.882819954068232,20.115384615384613,0.1433141850970823,6062.647619047618,8,3,10096.675213675211,1.0,dirtydogs_000082::9,dirtydogs_000082,2023-01-01,1,8863.692307692309,True,dirtydogs_000082,0.39315990529821415
4,0,0,,,,,6176.458333333333,1,0,,,imperialcw_000484::1,imperialcw_000484,2023-01-01,0,7237.307692307692,True,imperialcw_000484,0.3872509696226711
7,0,2,8775.692307692309,846.2436385923311,9374.076923076924,0.0902748767197615,4590.083333333333,24,0,,,luvcarwash_000457::19,luvcarwash_000457,2023-01-01,1,11204.53846153846,True,luvcarwash_000457,0.15796543432974838
2,0,1,2632.3076923076924,,2632.3076923076924,,2469.75,24,0,,,luvcarwash_000457::28,luvcarwash_000457,2023-01-01,1,22225.53846153846,True,luvcarwash_000457,0.3246620796139447
8,2,0,,,,,5751.783333333333,3,0,,,sonicsuds_000319::4,sonicsuds_000319,2023-01-01,1,13059.076923076924,True,sonicsuds_000319,0.4118899168083312
2,0,0,,,,,4559.25,6,2,5170.423076923077,0.0,trushine_000114::7,trushine_000114,2023-01-01,0,4728.0,True,trushine_000114,0.3522399316396871
2,1,2,1921.428571428571,5712.358246613429,5960.675824175823,0.9583407008052264,8974.0,1,0,,,carusoscarcare_000515::1,carusoscarcare_000515,2023-02-01,0,2466.3846153846152,False,carusoscarcare_000515,0.5876107976327669
3,0,1,4407.0,,4407.0,,6340.833333333333,10,0,,,clearwater_000397::10,clearwater_000397,2023-02-01,1,13085.846153846154,True,clearwater_000397,0.38459862620212915
6,1,2,666.9230769230769,1389.7367891781762,1649.6153846153848,0.842461098592506,1634.8333333333333,27,0,,,luvcarwash_000457::30,luvcarwash_000457,2023-02-01,1,16111.384615384615,True,luvcarwash_000457,0.24136717688080556
5,0,1,2632.3076923076924,,2632.3076923076924,,1847.3666666666668,27,0,,,luvcarwash_000457::31,luvcarwash_000457,2023-02-01,1,11581.46153846154,True,luvcarwash_000457,0.30581746981604685
9,1,1,9972.46153846154,,9972.46153846154,,5408.940740740742,29,0,,,magnolia_000414::26,magnolia_000414,2023-02-01,0,4791.0,True,magnolia_000414,0.3610088177129706
2,1,2,1921.428571428571,5712.358246613429,5960.675824175823,0.9583407008052264,8974.0,1,0,,,megashine_000539::1,megashine_000539,2023-02-01,0,3641.230769230769,True,megashine_000539,0.5636628938121367
8,1,4,2372.923076923077,3860.524183884744,9761.0,0.4757675368342877,3880.6190476190473,1,0,,,vibecw_000482::1,vibecw_000482,2023-02-01,1,16280.615384615385,True,vibecw_000482,0.4049625575493978
7,1,0,,,,,8608.761904761905,12,0,,,woodys_000289::16,woodys_000289,2023-02-01,1,12864.384615384615,True,woodys_000289,0.40856079657282046
8,3,5,1535.2307692307693,3135.8024994225343,3345.769230769231,0.6776574477942987,3623.285714285714,1,0,,,yamatogas_000504::1,yamatogas_000504,2023-02-01,0,1190.0,False,yamatogas_000504,0.3823428818014468
3,0,1,12786.307692307691,,12786.307692307691,,7440.566666666667,15,6,9370.307692307691,0.5,192616splash::16,192616splash,2023-03-01,1,12525.307692307691,True,192616splash,0.25258835669274093
2,1,1,3212.230769230769,,3212.230769230769,,8536.25,11,0,,,bigdans_000378::13,bigdans_000378,2023-03-01,1,17155.153846153848,True,bigdans_000378,0.4322330492908366
3,1,0,,,,,16318.88888888889,11,0,,,bigdans_000378::7,bigdans_000378,2023-03-01,1,8786.384615384615,True,bigdans_000378,0.5028021394197086
3,1,2,2400.846153846154,555.0788232314399,2793.346153846154,0.1987146571387698,2852.2444444444445,1,0,,,bluejaycw_000479::1,bluejaycw_000479,2023-03-01,0,533.75,False,bluejaycw_000479,0.2519916523494855
2,0,1,1921.428571428571,,1921.428571428571,,4242.0,22,7,12771.43956043956,1.0,caliberocala_000153::24,caliberocala_000153,2023-03-01,1,10920.692307692309,True,caliberocala_000153,0.4630565227072005
2,1,0,,,,,4130.75,1,0,,,rocksedge_000548::1,rocksedge_000548,2023-03-01,1,8402.076923076924,True,rocksedge_000548,0.3640428353234804
10,0,2,18.076923076923077,2.882819954068232,20.115384615384613,0.1433141850970823,6430.713333333334,13,0,,,woodys_000289::17,woodys_000289,2023-03-01,0,0.0,False,woodys_000289,0.31789656066122735
6,1,2,935.9230769230768,8072.766156660202,6644.230769230769,1.2150038788605804,7290.466666666667,8,0,,,carolinacarwash_000283::9,carolinacarwash_000283,2023-04-01,1,10604.76923076923,True,carolinacarwash_000283,0.7131174928632077
4,0,1,12988.307692307691,,12988.307692307691,,10637.055555555557,2,0,,,expresswash_000431::3,expresswash_000431,2023-04-01,1,8524.076923076924,True,expresswash_000431,0.3347091960886997
7,0,2,8775.692307692309,846.2436385923311,9374.076923076924,0.0902748767197615,6535.047619047618,30,0,,,luvcarwash_000457::34,luvcarwash_000457,2023-04-01,0,4076.0,True,luvcarwash_000457,0.18182434079590848
11,0,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,6525.798484848486,30,0,,,luvcarwash_000457::35,luvcarwash_000457,2023-04-01,0,5506.153846153846,True,luvcarwash_000457,0.3278920785593908
2,0,2,1565.3846153846157,5906.190979104621,5741.692307692308,1.0286498583687478,3946.666666666667,1,0,,,magicbrush_000533::4,magicbrush_000533,2023-04-01,1,8591.307692307691,True,magicbrush_000533,0.4877368520771595
9,1,3,2372.923076923077,4618.5676058474055,10168.153846153846,0.5997261028289188,5258.0625,1,0,,,oasisautospa_000475::1,oasisautospa_000475,2023-04-01,0,5494.923076923077,True,oasisautospa_000475,0.4913720902838236
9,0,5,620.5,3295.575741704771,3251.923076923077,0.9260533510854022,7611.111111111112,7,0,,,sudsdeluxe_000305::8,sudsdeluxe_000305,2023-04-01,1,8825.461538461539,True,sudsdeluxe_000305,0.5035916805202464
4,0,1,8241.923076923076,,8241.923076923076,,7082.444444444444,8,2,8930.923076923076,1.0,tsunamicarwash_000122::9,tsunamicarwash_000122,2023-04-01,0,16407.846153846152,True,tsunamicarwash_000122,0.33067150501201403
5,0,3,3286.153846153846,4030.402730036243,5709.909090909091,0.6000031131325072,4657.916666666667,1,0,,,classicexpcw_000556::1,classicexpcw_000556,2023-05-01,0,3284.6153846153848,True,classicexpcw_000556,0.40726700389770315
