cluster_id,latitude,longitude
-1,34.44529687835991,-90.3623483715262
0,30.176471183333334,-81.78121161666667
1,30.20862344761905,-81.5157651
2,35.115294410000004,-106.62080060999999
3,33.534275820000005,-101.92148592
4,41.767002479999995,-88.13762282
5,29.6706028,-95.2222992
