cluster_id,latitude,longitude
-1,35.201164426671035,-88.81184642962943
0,33.92505316,-84.10772964
1,34.835143,-82.29787139999999
2,39.9946232,-75.171878375
3,27.824145150000003,-82.33738268333333
4,26.13330906,-80.2379159
5,33.813879279999995,-118.02995396000001
6,33.8091872,-84.65280306
7,42.71916483333333,-71.175434
8,37.19437371666667,-93.28968186666667
