site_client_id,location_id,client_id,street,city,zip,new_operational_start_date,quarter,current_count,previous_count,yoy_percent_change,location_match_source
1046,4,Mr Clean Car Wash,262 GA-515,Blairsville,30512,,2025,280838.59,359499.0,-21.88,site_client
1047,6,Mr Clean Car Wash,3020 S Pine Ave,Ocala,34471,,2025,49417.1,79463.0,-37.81,site_client
1049,9,Mr Clean Car Wash,3950 Shallowford Rd,Marietta,30062,,2025,72669.57,76027.0,-4.42,site_client
1050,3,Mr Clean Car Wash,1396 W N Blvd,Leesburg,34748,,2025,94253.19,136963.0,-31.18,site_client
1051,1,Mr Clean Car Wash,4840 Atlanta Hwy,Loganville,30052,,2025,151412.14,165204.73,-8.35,site_client
1055,14,Mr Clean Car Wash,890 Blanding Blvd,Orange Park,32065,,2025,54637.78,78764.16,-30.63,site_client
1057,15,Mr Clean Car Wash,220 Riverstone Pkwy,Canton,30114,,2025,38636.46,47191.0,-18.13,site_client
1058,16,Mr Clean Car Wash,2904 Holcomb Bridge Rd,Alpharetta,30022,,2025,88145.63,96159.27,-8.33,site_client
1059,11,Mr Clean Car Wash,988 Duluth Hwy #120,Lawrenceville,30043,,2025,68118.34,93800.0,-27.38,site_client
1060,13,Mr Clean Car Wash,1382 Pleasant Hill Rd,Lawrenceville,30044,,2025,106376.53,88705.07,19.92,site_client
1063,1,Mr D Car Wash,525 E Sumner St,Hartford,53027,,2025,48893.29,43199.0,13.18,site_client
1076,1,Newport auto spa,1461 Superior Ave,Newport Beach,92663,,2025,17621.45,20712.53,-14.92,site_client
1077,1,Nicholasville Cw,218 Blueberry Ln,Nicholasville,40356,,2025,30742.7,28548.0,7.69,site_client
1078,1,Norco AUTO Spa,996 Mountain Ave,Norco,92860,,2025,39216.67,42351.99,-7.4,site_client
1079,1,North Port Car Wash,14164 Tamiami Trail,North Port,34287,,2025,186899.0,195256.0,-4.28,site_client
1080,1,Oasis Auto Spa,5001 Collin McKinney Pkwy,McKinney,75070,,2025,162767.27,148215.0,9.82,site_client
1081,1,OBXpress,4011 N Croatan Hwy,Kitty Hawk,27949,,2025,49249.09,50993.0,-3.42,site_client
1082,1,Ocean Express,9640 Federal Blvd,Federal Heights,80260,,2025,169465.26,184501.0,-8.15,site_client
1083,1,Ocean State Car Wash,2313 Post Rd,Warwick,02886,,2025,79508.72,83935.0,-5.27,site_client
1087,1,Ollie Wash,3850 Frederica St,Owensboro,42301,,2025,187016.12,186597.0,0.22,site_client
1093,4,Papa Bear,1500 Pearman Dairy Rd,Anderson,29625,,2025,375730.91,337004.0,11.49,site_client
1094,3,Papa Bear,5260 Calhoun Memorial Hwy,Easley,29640,,2025,314319.06,261514.0,20.19,site_client
1095,1,Papa Bear,3436 Clemson Blvd,Anderson,29621,,2025,324972.43,280629.0,15.8,site_client
1097,3,Paradise Falls Carwash,4350 Austell Rd,Austell,30106,,2025,70906.0,63125.0,12.33,site_client
1098,1,Paradise Falls Carwash,1122 Richard D Sailors Pkwy,Powder Springs,30127,,2025,180345.0,170919.0,5.51,site_client
1099,1,Pastime Auto Wash,2610 OLIVE HIGHWAY,OROVILLE,95966,,2025,108630.83,122811.35,-11.55,site_client
1100,1,Patriot Petroleum,2340 W Main Rd,Portsmouth,02871,,2025,13243.53,15586.0,-15.03,site_client
1102,1,Pelican Auto Wash,11370 US-1,North Palm Beach,33408,,2025,156684.66,162478.0,-3.57,site_client
1103,1,Pelican Car Wash,13020 US-1,Sebastian,32958,,2025,211002.71,181010.0,16.57,site_client
1107,1,Pirates Cove,110 Mollie Drive,Goldsboro,27534,,2025,93540.92,80302.0,16.49,site_client
1109,1,Planet Oil,6380 Sashabaw Rd,Clarkston,48346,,2025,134358.0,109882.0,22.27,site_client
1110,1,Platinum Auto Spa,2303 6th Ave SE,Aberdeen,57401,,2025,131358.74,132236.0,-0.66,site_client
1112,1,Precision Express Car Wash,2106 S Main St,Lindale,75771,,2025,61062.0,64601.0,-5.48,site_client
1113,1,Prestige Auto  Spa,15180 Biscayne Blvd,North Miami Beach,33160,,2025,86485.82,87523.0,-1.19,site_client
1114,1,Prestige Car Wash,10004 Brownsboro Rd,Louisville,40241,,2025,194080.27,199954.0,-2.94,site_client
1115,1,Presto Conyers Car Wash,1356 GA-138,Conyers,30013,,2025,81188.56,76221.0,6.52,site_client
1120,1,Pure Car Wash,330 Anna Dr,McComb,39648,,2025,137507.71,137426.0,0.06,site_client
1121,1,PV Car Wash,12621 N Paradise Village Pkwy W,Phoenix,85032,,2025,30109.35,30320.0,-0.69,site_client
1123,1,Quick Jet Car Wash,1217 Dolly Parton Pkwy,Sevierville,37862,,2025,119408.72,116138.0,2.82,site_client
1124,1,Quick n Clean,470 E Kenosha St,Broken Arrow,74012,,2025,99340.84,89639.0,10.82,site_client
1131,3,Radiant Express Car Wash,925 Cypress Pkwy,Kissimmee,34759,,2025,163115.19,178370.0,-8.55,site_client
1134,4,Radiant Express Car Wash,4230 Land O' Lakes Blvd,Land O' Lakes,34639,,2025,131420.18,135623.0,-3.1,site_client
1135,7,Radiant Express Car Wash,7575 Gall Blvd,Zephyrhills,33541,,2025,124095.61,126521.0,-1.92,site_client
1137,5,Radiant Express Car Wash,7104 Mariner Blvd,Spring Hill,34609,,2025,101821.92,109164.0,-6.73,site_client
1139,6,Radiant Express Car Wash,6576 US Hwy 41,Apollo Beach,33572,,2025,188674.4,201812.0,-6.51,site_client
1151,2,Rinse My Ride,515 E Union Hills Dr,Phoenix,85024,,2025,144838.63,156281.38,-7.32,site_client
1153,3,Riptide,3639 Durham-Chapel Hill Blvd,Durham,27707,,2025,297808.62,246528.0,20.8,site_client
1155,5,Riptide,3711 E Franklin Blvd,Gastonia,28056,,2025,315885.22,265542.0,18.96,site_client
1160,8,Riptide,1101 N Bragg Blvd,Spring Lake,28390,,2025,139059.28,108802.0,27.81,site_client
1161,2,Riptide,3025 Mechanicsville Turnpike,Richmond,23223,,2025,142089.02,114085.0,24.55,site_client
1162,1,Riptide,13150 Falls of Neuse Rd,Raleigh,27614,,2025,160146.79,129829.0,23.35,site_client
1167,7,Riptide,3335 Victory Blvd,Portsmouth,23701,,2025,128540.0,108970.0,17.96,site_client
1169,6,Riptide,1001 Dallas Cherryville Hwy,Dallas,28034,,2025,150964.0,115735.0,30.44,site_client
1172,1,Riverhead Toyota Car Wash,1655 County Rd 58,Riverhead,11901,,2025,12061.74,12813.5,-5.87,site_client
1173,1,Riverside,1941 W Main St,Lowell,49331,,2025,174278.14,178829.01,-2.54,site_client
1174,3,Riverside,1370 S State Rd,Ionia,48846,,2025,50709.24,47588.92,6.56,site_client
1175,2,Riverside,617 N Mitchell St,Cadillac,49601,,2025,106471.01,128262.63,-16.99,site_client
1176,3,Road Runner Express,101 Market Center Way,Daleville,24083,,2025,242518.88,216280.0,12.13,site_client
1178,1,Road Runner Express,7816 Timberlake Rd,Lynchburg,24502,,2025,112256.59,82412.0,36.21,site_client
1179,2,Roadrunner,5275 S Moorland Rd,New Berlin,53151,,2025,124305.77,136533.33,-8.96,site_client
1181,1,Roadrunner,811 S Rochester St,Mukwonago,53149,,2025,122456.68,104119.24,17.61,site_client
1182,1,Rock & Roll Car Wash,8320 W Judge Perez Dr,Chalmette,70043,,2025,107566.29,103423.0,4.01,site_client
1185,1,Rock N Roll Express Car Wash,1615 SE Decker Ave,Stuart,34994,,2025,86274.66,99002.0,-12.86,site_client
1186,1,Rockaway Auto Bath,115-05 BEACH CHANNEL DR,ROCKAWAY PARK,11694,,2025,40545.01,41564.64,-2.45,site_client
1187,5,Rocket Wash,694 Braves Blvd NE,Rome,30161,,2025,110347.0,98011.0,12.59,site_client
1189,4,Rocket Wash 2,1846 US-421,Wilkesboro,28697,,2025,243449.27,230451.0,5.64,site_client
1193,7,Rocket Wash 2,211 Fieldale Rd,Mebane,27302,,2025,237660.04,218283.0,8.88,site_client
1196,5,Rocket Wash 2,1207 M.L.K. Jr Blvd,Chapel Hill,27514,,2025,68016.43,55688.0,22.14,site_client
1197,3,Rocket Wash 2,3985 US-421,Wilkesboro,28697,,2025,198457.86,171859.0,15.48,site_client
1198,1,Rocks Edge,116 Carmel Dr,King,27021,,2025,268658.29,253660.0,5.91,site_client
1199,1,Rogue Car Wash,819 SE Mill St,Grants Pass,97526,,2025,353051.56,330642.0,6.78,site_client
1200,1,Rolling Thunder,800 E Main St,Palmyra,17078,,2025,133581.02,116932.0,14.24,site_client
1202,1,Route 66 Car Wash,1650 W Holt Ave,Pomona,91768,,2025,141996.51,146005.66,-2.75,site_client
1204,1,Rub A Dub,707 Taugenbaugh Blvd,Rifle,81650,,2025,103073.68,90457.0,13.95,site_client
1206,1,Russell Speeders Avon,265 W Main St,Avon,06001,,2025,46.67,96.56,-51.67,site_client
1207,3,San Diego Car Care Costa Verde,16757 Bernardo Center Dr,San Diego,92128,,2025,21255.43,21221.38,0.16,site_client
1208,1,San Diego Car Care Costa Verde,8505 Costa Verde Blvd,San Diego,92122,,2025,29135.17,32830.38,-11.26,site_client
1209,2,San Diego Car Care Costa Verde,11030 Rancho Carmel Dr,San Diego,92128,,2025,9393.9,10685.42,-12.09,site_client
1210,4,San Diego Car Care Costa Verde,12889 El Camino Real,San Diego,92130,,2025,5547.95,4771.36,16.28,site_client
1212,1,Saratoga Honda,3402 US-9,Saratoga Springs,12866,,2025,37508.11,32469.06,15.52,site_client
1213,1,SasqWash,4603 Churn Creek Rd,Redding,96002,,2025,96577.29,91360.0,5.71,site_client
1214,1,Scarborough Car Wash,1448 FM 66,Waxahachie,75165,,2025,95697.62,76779.0,24.64,site_client
1218,6,Scrubbles STL,3300 Mid Rivers Mall Dr,St. Peters,63376,,2025,178132.16,178532.0,-0.22,site_client
1219,1,Scrubbles STL,1125 Cave Springs Blvd,St. Peters,63376,,2025,104704.48,79002.0,32.53,site_client
1223,4,Scrubbles STL,297 Salt Lick Rd,St. Peters,63376,,2025,370304.88,359288.0,3.07,site_client
1224,1,Seaford Car Wash,3470 Merrick Rd,Seaford,11783,,2025,40965.57,42056.0,-2.59,site_client
1225,1,Seaway Car Wash,1341 Shelburne Rd,South Burlington,05403,,2025,242999.32,250797.0,-3.11,site_client
1226,3,Seaway Car Wash,1341 Shelburne Rd,South Burlington,05403,,2025,24212.07,24933.0,-2.89,site_client
1227,2,Seaway Car Wash,142 Heineberg Drive,Colchester,05446,,2025,45900.4,39476.1,16.27,site_client
1228,1,Secaucus Car Wash,200 Flanagan Way,Secaucus,07094,,2025,38732.63,38731.99,0.0,site_client
1240,1,Slash 77 Car Wash,1925 Silver City Hwy NW,Deming,88030,,2025,71384.39,71684.0,-0.42,site_client
1241,1,Slim Olson Car Wash,2301 S Main St,Bountiful,84010,,2025,22517.41,23793.0,-5.36,site_client
1243,2,Snap Clean,619 E Belt Line Rd,Cedar Hill,75104,,2025,165490.31,155902.0,6.15,site_client
1244,3,Snap Clean,1060 W Kiest Blvd,Dallas,75224,,2025,162858.77,156824.0,3.85,site_client
1247,1,Snap Clean,110 N Elm Street,Ennis,75119,,2025,109949.46,118676.0,-7.35,site_client
1250,6,Snappy Car Wash,4510 Winkler Ave,Fort Myers,33913,,2025,105223.3,94488.0,11.36,site_client
1251,3,Snappy Car Wash,3150 S Cicero Ave,Cicero,60804,,2025,27144.09,25276.77,7.39,site_client
1252,1,Snappy Kedzie Express Wash,3549 S Kedzie Ave,Chicago,60632,,2025,143199.62,128240.0,11.67,site_client
1253,2,Soak,420-440 Craigieburn rd,craigieburn,3064,,2025,194629.79,168493.0,15.51,site_client
1258,4,Soapatopia,200 W Amaranth Ln,Lincoln,68523,,2025,30115.38,20541.0,46.61,site_client
1259,1,Soapatopia,6930 S. 73rd Street,Lincoln,68516,,2025,44301.76,36353.0,21.87,site_client
1260,1,Soapies,300 E Marshall Ave,Longview,75601,,2025,30102.31,16644.91,80.85,site_client
1263,1,Soapy Saddles,3198 Hamner Ave,Norco,92860,,2025,135974.24,155200.46,-12.39,site_client
1266,1,Soapy Shark,2200 Okeechobee Blvd,West Palm Beach,33409,,2025,131269.52,134698.0,-2.55,site_client
1267,1,Soggy Dog Car Wash,714 Ritter Dr,Glen Morgan,25813,,2025,26957.94,30691.0,-12.16,site_client
1268,1,Solar City,1210 Pioneer Rd,Mesquite,75149,,2025,57090.0,65664.0,-13.06,site_client
1269,1,Some Guys Car Wash,1287 Deer Park Ave,North Babylon,11703,,2025,21092.06,25390.23,-16.93,site_client
1270,1,Sonic Suds,2426 Laurens Rd,Greenville,29607,,2025,186588.42,175598.16,6.26,site_client
1271,4,Sonic Suds,2836 Woodruff Rd,Simpsonville,29681,,2025,301245.39,265549.0,13.44,site_client
1272,2,Sonic Suds,703 SE Main St,Simpsonville,29681,,2025,164884.97,152180.0,8.35,site_client
1273,2,Sonoran Express Car Wash,1523 E Southern Ave,Phoenix,85042,,2025,165828.29,167699.0,-1.12,site_client
1274,1,Sonoran Express Car Wash,16843 N 43rd Ave,Phoenix,85053,,2025,68274.21,81635.0,-16.37,site_client
1286,1,Sparta Car Wash,519 Lafayette Rd,Sparta Township,07871,,2025,19107.04,20976.58,-8.91,site_client
1287,2,Speedy Falcon Car Wash,11230 Strang Line Rd,Lenexa,66215,,2025,33428.0,33043.56,1.16,site_client
1288,1,Speedy Falcon Car Wash,10150 Walker St,Lenexa,66220,,2025,122827.61,122350.0,0.39,site_client
1315,1,Splash Hopper Express Wash,863 Western Bypass,Andalusia,36420,,2025,81037.0,82577.23,-1.87,site_client
1321,1,Squeaky Clean Car Wash 2,3931 Cerrillos Rd,Santa Fe,87507,,2025,31545.37,27408.33,15.09,site_client
1326,2,State Street Auto Wash,5232 N U.S. 23,Oscoda,48750,,2025,69473.31,64920.45,7.01,site_client
1327,1,Staten Island Auto Bath Inc,1531 ARTHUR KILL RD,STATEN ISLAND,10312,,2025,56121.02,44690.0,25.58,site_client
1330,1,Stevens Creek Xpress,3655 Stevens Creek Blvd,Santa Clara,95051,,2025,344533.0,285641.0,20.62,site_client
1331,1,StoneWash Car Care Center,818 Paris Rd,Mayfield,42066,,2025,86665.75,81795.91,5.95,site_client
1348,1,Suds Bucket Car Wash,615 landmark Point Blvd. Suite B,Gray,31032,,2025,159521.99,126908.0,25.7,site_client
1350,3,Suds Deluxe,2991 FM 1460,Georgetown,78626,,2025,205010.66,226162.0,-9.35,site_client
1353,4,Suds Deluxe,18810 IH 35,Kyle,78640,,2025,337083.21,349168.0,-3.46,site_client
1356,7,Suds Deluxe,233 Wonder World Dr,San Marcos,78666,,2025,180989.0,206793.0,-12.48,site_client
1357,5,Suds Deluxe,3327 Spencer Hwy,Pasadena,77504,,2025,132441.0,157641.0,-15.99,site_client
1358,1,Suds Deluxe,24624 Kuykendahl Rd,Tomball,77375,,2025,122725.0,141567.0,-13.31,site_client
1359,8,Suds Deluxe,12119 Murphy Rd,Stafford,77477,,2025,129084.17,134650.0,-4.13,site_client
1363,1,Sun Splash,914 N Stratford Rd,Moses Lake,98837,,2025,188690.0,196331.0,-3.89,site_client
1364,1,Sunny Daze Car Wash,609 N Mayo Trl,Paintsville,41240,,2025,81769.77,69361.21,17.89,site_client
1365,1,Sunrise Car Wash,1820 Sunrise Hwy,Merrick,11566,,2025,37861.06,42242.0,-10.37,site_client
1366,1,Sunset CW,1204 E Sunset Dr,Bellingham,98226,,2025,73938.1,77673.13,-4.81,site_client
1372,1,Super Duck,14533 US-231,Hazel Green,35750,,2025,117031.06,114781.0,1.96,site_client
1373,2,Super Duck,8392 Hwy 72 W,Madison,35757,,2025,206715.0,204580.0,1.04,site_client
1375,1,Super Scrub Car Wash,4405 Pacific Ave,Stockton,95207,,2025,57496.83,50100.0,14.76,site_client
1378,1,Super Splash Carwash,400 S Preston Rd,Prosper,75078,,2025,267600.46,316208.0,-15.37,site_client
1380,1,Super Spray,1581 S Muskogee Ave,Tahlequah,74464,,2025,27076.5,25289.25,7.07,site_client
1381,1,Super Suds,2563 Panola Rd,Lithonia,30058,,2025,335262.28,314743.0,6.52,site_client
1382,1,Superfine Auto Spa,21011 Pioneer Blvd,Lakewood,90715,,2025,16752.09,23357.04,-28.28,site_client
1383,1,Superior Almeda Car Wash,10126 Almeda Genoa Rd,Houston,77075,,2025,50212.0,54929.48,-8.59,site_client
1385,1,Superior Fry Car Wash,2205 Fry Rd,Katy,77449,,2025,30790.11,35246.22,-12.64,site_client
1387,1,Superior Mermaid Carwash,1750 NORTH PARK DRIVE,KINGWOOD,77339,,2025,16250.58,21023.02,-22.7,site_client
1388,1,Superior Shine Car Wash,28100 Harper Ave,St. Clair Shores,48081,,2025,145075.56,137771.98,5.3,site_client
1389,1,Superior Texas Car Wash,7920 Hwy 6,Houston,77083,,2025,34166.77,37985.0,-10.05,site_client
1390,1,Superior Tomball Carwash,27840 Tomball Pkwy,Tomball,77375,,2025,50585.27,51585.0,-1.94,site_client
1395,1,Texas Car Wash,15 Texas Ave,Island Park,11558,,2025,89662.3,96986.0,-7.55,site_client
1397,1,The Auto Spa,2002 W Main St,Durant,74701,,2025,58100.47,63485.0,-8.48,site_client
1398,3,The Auto Spa,3212 University Blvd,Durant,74701,,2025,130571.86,117126.0,11.48,site_client
1404,1,The Washery,127 Airport Rd,Hazleton,18202,,2025,88321.57,83178.55,6.18,site_client
1445,1,TLC Car Wash,2925 Williamson Rd,Roanoke,24012,,2025,16019.24,16739.96,-4.31,site_client
1448,1,Top Wash,5784 Peachtree Industrial Blvd,Atlanta,30341,,2025,233253.22,234572.0,-0.56,site_client
1451,3,Total Package Car Wash,713 NE 13th Ave,Cape Coral,33909,,2025,155901.33,143431.0,8.69,site_client
1452,1,Touch & Go Car Wash,847 Brookway Blvd,Brookhaven,39601,,2025,237581.79,236980.0,0.25,site_client
1455,1,Tru Car Wash,4523 Nine Mile Rd,Richmond,23223,,2025,76269.38,76731.0,-0.6,site_client
1456,1,True Clean,29002 Crossroads Ln,Evergreen,80439,,2025,159413.8,137222.0,16.17,site_client
1457,7,TruShine,1912 TN-394,Blountville,37617,,2025,273629.92,236285.0,15.81,site_client
1458,1,TruShine,203 Linden Square Dr,Bristol,24202,,2025,71630.75,67443.0,6.21,site_client
1459,3,TruShine,25017 Western Loop,Abingdon,24211,,2025,99143.49,98592.71,0.56,site_client
1460,5,TruShine,2227 Fort Henry Dr,Kingsport,37664,,2025,100521.0,81938.0,22.68,site_client
1462,6,TruShine,116 Allensville Rd,Sevierville,37876,,2025,204046.33,197107.0,3.52,site_client
1463,4,TruShine,3033 Boones Creek Rd,Johnson City,37615,,2025,139710.88,122017.0,14.5,site_client
1477,9,Tsunami Car Wash,140 W Puetz Rd,Oak Creek,53154,,2025,292243.47,196876.0,48.44,site_client
1478,7,Tsunami Car Wash,821 Pine Lake Ave,La Porte,46350,,2025,322433.4,250604.0,28.66,site_client
1482,6,Tsunami Car Wash,3251 Grant St,Gary,46408,,2025,301052.27,212301.0,41.8,site_client
1483,3,Tsunami Car Wash,5520 W Layton Ave,Greenfield,53220,,2025,300854.09,218406.0,37.75,site_client
1485,8,Tsunami Car Wash,3105 Willowcreek Rd,Portage,46368,,2025,351017.32,286003.0,22.73,site_client
1487,1,Turnpike Car Wash,217 W Jericho Turnpike,Huntington Station,11746,,2025,59538.94,56365.0,5.63,site_client
1489,1,Twins,2240 N Courtenay Pkwy,Merritt Island,32953,,2025,170689.03,186733.0,-8.59,site_client
1490,1,U S Car Wash,845 N Adair St,Cornelius,97113,,2025,16677.14,15264.33,9.26,site_client
1495,1,V Express Car Wash,479 Lexington Rd,Versailles,40383,,2025,21767.78,18109.66,20.2,site_client
1499,1,Valvoline Express Care,6455 Prutzman Rd,Beaumont,77706,,2025,7787.78,10009.6,-22.2,site_client
1501,1,Venice Car Wash,700 S Tamiami Trail,Venice,34285,,2025,13127.43,15024.61,-12.63,site_client
1503,1,Vibe Car Wash,801 Spring Creek Pkwy,Plano,75023,,2025,245127.29,221985.0,10.43,site_client
1506,1,Vics Car Wash,449 N Bolingbrook Dr,Bolingbrook,60440,,2025,67883.85,63210.23,7.39,site_client
1508,1,Village Car Wash,1050 W Beta St,Green Valley,85614,,2025,69446.71,72875.83,-4.71,site_client
1513,1,Vortex Car Wash,150 Jonathans Way,Suffolk,23434,,2025,117340.0,110006.0,6.67,site_client
1517,3,Wash 37135,118 Henslee Dr,Dickson,37055,,2025,233771.92,217626.0,7.42,site_client
1518,1,Wash 37135,912 Oldham Dr,Nolensville,37135,,2025,184921.1,171905.0,7.57,site_client
1521,1,Wash Ashore Carwash,2304 State Rd,Plymouth,02360,,2025,97682.68,96268.0,1.47,site_client
1529,9,Wash Industries,9915 Bustleton Ave,Philadelphia,19115,,2025,98472.83,109895.27,-10.39,site_client
1530,7,Wash Industries,4601 Chestnut St,Philadelphia,19139,,2025,63456.32,75266.18,-15.69,site_client
1531,3,Wash Industries,5801 Wayne Ave,Philadelphia,19144,,2025,151956.37,180545.75,-15.83,site_client
1532,2,Wash Industries,6025 Lancaster Ave,Philadelphia,19151,,2025,95234.72,100383.59,-5.13,site_client
1534,1,Wash Industries,1309 West Chester Pike,West Chester,19382,,2025,57816.83,60285.28,-4.09,site_client
1535,4,Wash Industries,1400 S Broad St,Philadelphia,19146,,2025,132732.94,151059.71,-12.13,site_client
1536,10,Wash Industries,6135 N Broad St,Philadelphia,19141,,2025,122479.28,123127.14,-0.53,site_client
1537,5,Wash Industries,2622 N Broad St,Philadelphia,19132,,2025,122007.9,120030.52,1.65,site_client
1538,8,Wash Industries,6319 W Passyunk Ave,Philadelphia,19153,,2025,157280.94,239996.25,-34.47,site_client
1547,4,Wash N Roll,6303 Charlotte Pike,Nashville,37209,,2025,128243.53,140472.0,-8.71,site_client
1548,6,Wash N Roll,24925 US-72,Athens,35613,,2025,46988.36,58232.0,-19.31,site_client
1549,3,Wash N Roll,2640 8th Ave S,Nashville,37204,,2025,250119.57,240160.0,4.15,site_client
1550,1,Wash N Roll,5307 Cane Ridge Rd,Nashville,37013,,2025,124887.39,109855.0,13.68,site_client
1551,2,Wash N Roll,7128 Hwy 70 S,Nashville,37221,,2025,223325.84,225056.0,-0.77,site_client
1554,1,Wash Rite,1101 Division Street,Parkersburg,26101,,2025,182527.44,179073.36,1.93,site_client
1555,6,Wash Rite,151 Cadiz Rd,Wintersville,43953,,2025,190208.88,205044.0,-7.24,site_client
1556,4,Wash Rite,2521 Murdoch Ave,Parkersburg,26101,,2025,182706.77,167614.0,9.0,site_client
1557,3,Wash Rite,2504 Grand Central Ave,Vienna,26105,,2025,145447.32,132140.0,10.07,site_client
1560,7,Wash Rite,75 Teletech Dr,Moundsville,26041,,2025,232004.0,202272.0,14.7,site_client
1564,2,Wash Rite,107 Crooked Run Ln,Marietta,45750,,2025,226852.0,222343.42,2.03,site_client
1565,5,Wash Rite,910 W Main St,Bridgeport,26330,,2025,202502.3,204285.0,-0.87,site_client
1579,7,Wash Up,1224 E Ridge Rd,Griffith,46319,,2025,57933.07,43776.0,32.34,site_client
1581,1,Wash Up,460 Morthland Dr,Valparaiso,46383,,2025,60288.51,53623.0,12.43,site_client
1582,2,Wash Up,6259 Melton Rd,Portage,46368,,2025,49131.44,50988.0,-3.64,site_client
1586,1,Washbox Car Wash,180 W Grand Ave,Rainbow City,35906,,2025,187306.84,175185.0,6.92,site_client
1587,1,Washworks Express,601 E King Ave,Kingsville,78363,,2025,28134.0,32834.0,-14.31,site_client
1589,1,Waters Car Wash,2375 S Kanner Hwy,Stuart,34994,,2025,413482.43,395721.0,4.49,site_client
1594,3,Waters Car Wash,2755 10th Ave N,Palm Springs,33461,,2025,262959.67,220380.0,19.32,site_client
1598,1,Waterways Car Spa,1325 Semoran Blvd,Casselberry,32707,,2025,22782.47,27288.22,-16.51,site_client
1599,1,Waterworks Express Car Wash,1557 Marinette Ave,Marinette,54143,,2025,126687.85,139129.67,-8.94,site_client
1600,1,Wave Auto Wash,451 68th St SW,Grand Rapids,49548,,2025,63475.53,46348.07,36.95,site_client
1606,1,Wet Rabbit Express Car Wash,9021 S Tacoma Way,Lakewood,98499,,2025,174555.39,176299.0,-0.99,site_client
1609,3,Wet Rabbit Express Car Wash,1219 State Ave,Marysville,98270,,2025,134827.62,124614.0,8.2,site_client
1610,1,WetnJet Car Wash,516 Friendship Ln,Fredericksburg,78624,,2025,939.4,1419.0,-33.8,site_client
1621,10,Woodies,9350 Theater Dr,Gibsonton,33534,,2025,114556.98,84713.03,35.23,site_client
1622,11,Woodies,111 N Tamiami Trail,Nokomis,34275,,2025,112956.58,78733.2,43.47,site_client
1623,3,Woodies,3401 34th St S,St. Petersburg,33711,,2025,387263.58,331679.0,16.76,site_client
1625,13,Woodies,8680 N. Park Blvd,Seminole,33777,,2025,245515.44,191616.0,28.13,site_client
1626,18,Woodies,13825 State Road 70 E,Bradenton,34202,,2025,199363.81,118329.07,68.48,site_client
1628,7,Woodies,5601 66th St N,St. Petersburg,33709,,2025,257589.66,224332.0,14.83,site_client
1629,15,Woodies,3011 W Gandy Blvd,Tampa,33611,,2025,374554.23,267862.91,39.83,site_client
1630,6,Woodies,4927 FL-674,Wimauma,33598,,2025,245494.32,179477.0,36.78,site_client
1631,14,Woodies,7601 Ulmerton Rd,Largo,33771,,2025,204701.95,165514.44,23.68,site_client
1632,5,Woodies,24749 FL-54,Lutz,33559,,2025,123231.84,107096.0,15.07,site_client
1634,1,Woodies,4545 W Gandy Blvd,Tampa,33611,,2025,258165.99,228191.0,13.14,site_client
1636,19,Woodies,6612 University Pkwy,Sarasota,34240,,2025,256670.56,174997.29,46.67,site_client
1637,3,Wow Car Wash,242 N Broad St,Winder,30680,,2025,162352.09,159029.0,2.09,site_client
1639,1,Xcell Auto Spa,3510 W Boynton Beach Blvd,Boynton Beach,33436,,2025,40973.26,27452.64,49.25,site_client
1641,1,Zelo Car Wash,18690 E Iliff Ave,Aurora,80013,,2025,27442.57,13259.36,106.97,site_client
1642,3,Zips Express Car Wash,301 Grand Hill Pl,Holly Springs,27540,,2025,120031.02,103285.0,16.21,site_client
1645,14,Zips Express Car Wash,13519 US-290,Austin,78737,,2025,117887.31,233320.0,-49.47,site_client
1646,17,Zips Express Car Wash,3601 E US Hwy 377,Granbury,76049,,2025,57797.0,61610.0,-6.19,site_client
1648,15,Zips Express Car Wash,160 Codella Dr,Winchester,40391,,2025,478789.42,187007.0,156.03,site_client
1654,5,Zips Express Car Wash,4860 Cane Run Rd,Louisville,40216,,2025,95616.73,59563.0,60.53,site_client
1655,4,Zips Express Car Wash,508 N Berkeley Blvd,Goldsboro,27534,,2025,85983.88,91439.0,-5.97,site_client
1656,18,Zips Express Car Wash,23685 Walton Ave,New Caney,77357,,2025,106749.78,94431.0,13.05,site_client
1657,1,Zips Express Car Wash,2907 Eagle Dr,Woodstock,30189,,2025,137958.2,117311.0,17.6,site_client
