date,age_in_months,latitude,longitude,month,month_sin,month_cos,less_cluster_id,more_cluster_id,less_cluster_month_avg,less_cluster_month_std,less_cluster_month_mean,less_cluster_month_median,less_cluster_month_p25,less_cluster_month_p75,more_cluster_daily_avg,more_cluster_std,more_cluster_month_avg,more_cluster_month_median,more_cluster_month_p25,more_cluster_month_p75,cluster_id,site_id,monthly_volume,cluster_growth_rate,cluster_age_avg,age_sq,log_age,is_early,is_growth,is_mature,lat_lon_interaction,age_saturation,growth_velocity,p50,std_use,p10,p90
2028-08-01,32,32.6466149,-96.5333187,8,-0.8660254037844384,-0.5000000000000004,5,8,16783.125,3370.619503783498,16783.125,15838.0,14319.0,19588.5,14347.333333333334,4784.421658472485,14347.333333333334,15390.5,11073.25,17567.5,5,_forecast_new_,16783.125,0.13742449785247746,16862.0,1024,3.4965075614664802,0,0,1,-3151.4860806178685,0.990390494225681,510.969696969697,16954.672994017063,4784.421658472485,14623.116576849665,19286.22941118446
2028-09-01,33,32.6466149,-96.5333187,9,-1.0,-1.8369701987210297e-16,5,8,15280.25,3999.301751556139,15280.25,14301.5,12743.75,16607.0,12420.5,4166.088671425731,12420.5,14139.5,8474.75,14909.5,5,_forecast_new_,15280.25,-0.08954679179235092,14861.0,1089,3.5263605246161616,0,0,1,-3151.4860806178685,0.9918597245682078,437.0882352941176,16091.264781851194,4166.088671425731,14061.03595384855,18121.49360985384
2028-10-01,34,32.6466149,-96.5333187,10,-0.8660254037844386,0.5000000000000001,5,8,17995.666666666668,7400.471570559991,17995.666666666668,15821.0,13021.75,21035.25,13641.166666666666,4873.740598784718,13641.166666666666,14938.5,9969.75,17057.25,5,_forecast_new_,17995.666666666668,0.1777076073144528,12661.0,1156,3.5553480614894135,0,0,1,-3151.4860806178685,0.9931050973968729,361.74285714285713,18226.69904068041,4873.740598784718,15851.61549247706,20601.78258888376
2028-11-01,35,32.6466149,-96.5333187,11,-0.5000000000000004,0.8660254037844384,5,8,15261.4,4544.653100072655,15261.4,16659.0,12218.0,17420.0,9905.5,3510.5868066852763,9905.5,10410.0,7677.25,12433.75,5,_forecast_new_,15261.4,-0.15194028191972153,15261.4,1225,3.58351893845611,0,0,1,-3151.4860806178685,0.9941605004152156,423.92777777777775,13977.33160578497,3510.5868066852763,12266.543598073393,15688.119613496547
2028-12-01,36,32.6466149,-96.5333187,12,-2.4492935982947064e-16,1.0,5,8,14241.666666666666,3766.1845856693394,14241.666666666666,14822.0,12520.5,16253.0,10819.25,4231.5096194019125,10819.25,10161.0,8826.75,14109.25,5,_forecast_new_,14241.666666666666,-0.06681781051104974,14241.666666666666,1296,3.6109179126442243,0,0,1,-3151.4860806178685,0.9950547536867305,384.9099099099099,13948.477086512134,4231.5096194019125,11886.367157310782,16010.587015713485
2029-01-01,37,32.6466149,-96.5333187,1,0.49999999999999994,0.8660254037844387,5,8,14891.5,11907.911387439492,14891.5,13899.5,9097.25,17971.25,10912.166666666666,3828.0050307113647,10912.166666666666,12789.0,7298.0,13261.0,5,_forecast_new_,14891.5,0.04562902282036285,14891.5,1369,3.6375861597263857,0,0,1,-3151.4860806178685,0.995812349768682,391.88157894736844,14917.981230419366,3828.0050307113647,13052.508174026234,16783.4542868125
2029-02-01,38,32.6466149,-96.5333187,2,0.8660254037844386,0.5000000000000001,5,8,17490.444444444445,9339.34077051361,17490.444444444445,14652.0,11922.0,20284.0,12818.666666666666,4558.253659488733,12818.666666666666,14456.0,8403.25,15711.75,5,_forecast_new_,17490.444444444445,0.1745253630893091,17490.444444444445,1444,3.6635616461296463,0,0,1,-3151.4860806178685,0.9964540908104157,448.47293447293447,15937.336377054758,4558.253659488733,13715.996718992334,18158.676035117183
2029-03-01,39,32.6466149,-96.5333187,3,1.0,6.123233995736766e-17,5,8,13736.0,4604.059209002421,13736.0,13561.0,12040.25,16919.25,14953.25,5604.336310150625,14953.25,15516.5,10644.25,19410.5,5,_forecast_new_,13736.0,-0.21465689201722848,13736.0,1521,3.6888794541139363,0,0,1,-3151.4860806178685,0.996997635486526,343.4,17231.47618418162,5604.336310150625,14500.356893147442,19962.5954752158
2029-04-01,40,32.6466149,-96.5333187,4,0.8660254037844387,-0.49999999999999983,5,8,16037.875,6149.174449526886,16037.875,16279.0,11765.0,19930.0,13909.416666666666,5115.350986950649,13909.416666666666,14485.5,9319.25,17456.5,5,_forecast_new_,16037.875,0.16757971753057666,16037.875,1600,3.713572066704308,0,0,1,-3151.4860806178685,0.9974579674738373,391.1676829268293,16888.518394819585,5115.350986950649,14395.692663507225,19381.344126131946
2029-05-01,41,32.6466149,-96.5333187,5,0.49999999999999994,-0.8660254037844387,5,8,16629.625,9028.718370328885,16629.625,14577.0,12813.5,18036.5,13164.916666666666,4405.12277113679,13164.916666666666,14462.5,9663.75,15767.5,5,_forecast_new_,16629.625,0.03689703280515655,16629.625,1681,3.7376696182833684,0,0,1,-3151.4860806178685,0.9978477959753848,395.9434523809524,15994.176295713074,4405.12277113679,13847.46076798232,18140.891823443828
2029-06-01,42,32.6466149,-96.5333187,6,1.2246467991473532e-16,-1.0,5,8,14086.0,4185.033858883342,14086.0,14331.5,12293.25,16935.25,12389.916666666666,4161.487899523293,12389.916666666666,14245.5,8583.75,14845.75,5,_forecast_new_,14086.0,-0.15295744792802002,14086.0,1764,3.7612001156935624,0,0,1,-3151.4860806178685,0.9981778976111987,327.5813953488372,15620.801112239169,4161.487899523293,13592.814343991868,17648.78788048647
2029-07-01,43,32.6466149,-96.5333187,7,-0.4999999999999998,-0.8660254037844388,5,8,14755.375,4044.053798479936,14755.375,14188.5,12813.0,18245.5,12446.166666666666,4249.503561023513,12446.166666666666,13547.0,9071.5,15428.0,5,_forecast_new_,14755.375,0.04752058781769142,14755.375,1849,3.784189633918261,0,0,1,-3151.4860806178685,0.9984574078754257,335.3494318181818,15676.35645176852,4249.503561023513,13605.477669599606,17747.235233937437
2029-08-01,44,32.6466149,-96.5333187,8,-0.8660254037844384,-0.5000000000000004,5,8,16783.125,3370.619503783498,16783.125,15838.0,14319.0,19588.5,14347.333333333334,4784.421658472485,14347.333333333334,15390.5,11073.25,17567.5,5,_forecast_new_,16783.125,0.13742449785247746,16783.125,1936,3.8066624897703196,0,0,1,-3151.4860806178685,0.9986940693248946,372.9583333333333,16375.742379002728,4784.421658472485,14044.18596183533,18707.298796170126
2029-09-01,45,32.6466149,-96.5333187,9,-1.0,-1.8369701987210297e-16,5,8,15280.25,3999.301751556139,15280.25,14301.5,12743.75,16607.0,12420.5,4166.088671425731,12420.5,14139.5,8474.75,14909.5,5,_forecast_new_,15280.25,-0.08954679179235092,15280.25,2025,3.828641396489095,0,0,1,-3151.4860806178685,0.9988944427261528,332.17934782608694,15455.122648911289,4166.088671425731,13424.893820908645,17485.351476913933
2029-10-01,46,32.6466149,-96.5333187,10,-0.8660254037844386,0.5000000000000001,5,8,17995.666666666668,7400.471570559991,17995.666666666668,15821.0,13021.75,21035.25,13641.166666666666,4873.740598784718,13641.166666666666,14938.5,9969.75,17057.25,5,_forecast_new_,17995.666666666668,0.1777076073144528,17995.666666666668,2116,3.8501476017100584,0,0,1,-3151.4860806178685,0.9990640865487341,382.88652482269504,16277.95584986866,4873.740598784718,13902.87230166531,18653.03939807201
2029-11-01,47,32.6466149,-96.5333187,11,-0.5000000000000004,0.8660254037844384,5,8,15261.4,4544.653100072655,15261.4,16659.0,12218.0,17420.0,9905.5,3510.5868066852763,9905.5,10410.0,7677.25,12433.75,5,_forecast_new_,15261.4,-0.15194028191972153,15261.4,2209,3.871201010907891,0,0,1,-3151.4860806178685,0.9992077094493428,317.9458333333333,13811.593705292147,3510.5868066852763,12100.80569758057,15522.381713003724
2029-12-01,48,32.6466149,-96.5333187,12,-2.4492935982947064e-16,1.0,5,8,14241.666666666666,3766.1845856693394,14241.666666666666,14822.0,12520.5,16253.0,10819.25,4231.5096194019125,10819.25,10161.0,8826.75,14109.25,5,_forecast_new_,14241.666666666666,-0.06681781051104974,14241.666666666666,2304,3.8918202981106265,0,0,1,-3151.4860806178685,0.999329299739067,290.6462585034013,14575.003452124824,4231.5096194019125,12512.893522923474,16637.113381326173
2030-01-01,49,32.6466149,-96.5333187,1,0.49999999999999994,0.8660254037844387,5,8,14891.5,11907.911387439492,14891.5,13899.5,9097.25,17971.25,10912.166666666666,3828.0050307113647,10912.166666666666,12789.0,7298.0,13261.0,5,_forecast_new_,14891.5,0.04562902282036285,14891.5,2401,3.912023005428146,0,0,1,-3151.4860806178685,0.9994322352563643,297.83,14266.7691027664,3828.0050307113647,12401.296046373269,16132.242159159532
2030-02-01,50,32.6466149,-96.5333187,2,0.8660254037844386,0.5000000000000001,5,8,17490.444444444445,9339.34077051361,17490.444444444445,14652.0,11922.0,20284.0,12818.666666666666,4558.253659488733,12818.666666666666,14456.0,8403.25,15711.75,5,_forecast_new_,17490.444444444445,0.1745253630893091,17490.444444444445,2500,3.9318256327243257,0,0,1,-3151.4860806178685,0.9995193765743621,342.94989106753815,15467.302059966074,4558.253659488733,13245.96240190365,17688.6417180285
2030-03-01,51,32.6466149,-96.5333187,3,1.0,6.123233995736766e-17,5,8,13736.0,4604.059209002421,13736.0,13561.0,12040.25,16919.25,14953.25,5604.336310150625,14953.25,15516.5,10644.25,19410.5,5,_forecast_new_,13736.0,-0.21465689201722848,13736.0,2601,3.9512437185814275,0,0,1,-3151.4860806178685,0.9995931460438896,264.15384615384613,16175.196567983745,5604.336310150625,13444.077276949565,18906.315859017923
2030-04-01,52,32.6466149,-96.5333187,4,0.8660254037844387,-0.49999999999999983,5,8,16037.875,6149.174449526886,16037.875,16279.0,11765.0,19930.0,13909.416666666666,5115.350986950649,13909.416666666666,14485.5,9319.25,17456.5,5,_forecast_new_,16037.875,0.16757971753057666,16037.875,2704,3.970291913552122,0,0,1,-3151.4860806178685,0.9996555948057619,302.60141509433964,16205.863243169195,5115.350986950649,13713.037511856835,18698.688974481556
2030-05-01,53,32.6466149,-96.5333187,5,0.49999999999999994,-0.8660254037844387,5,8,16629.625,9028.718370328885,16629.625,14577.0,12813.5,18036.5,13164.916666666666,4405.12277113679,13164.916666666666,14462.5,9663.75,15767.5,5,_forecast_new_,16629.625,0.03689703280515655,16629.625,2809,3.9889840465642745,0,0,1,-3151.4860806178685,0.9997084595898862,307.95601851851853,15466.659779294921,4405.12277113679,13319.944251564168,17613.375307025675
2030-06-01,54,32.6466149,-96.5333187,6,1.2246467991473532e-16,-1.0,5,8,14086.0,4185.033858883342,14086.0,14331.5,12293.25,16935.25,12389.916666666666,4161.487899523293,12389.916666666666,14245.5,8583.75,14845.75,5,_forecast_new_,14086.0,-0.15295744792802002,14086.0,2916,4.007333185232471,0,0,1,-3151.4860806178685,0.9997532108480275,256.1090909090909,14904.355868775296,4161.487899523293,12876.369100527994,16932.342637022597
2030-07-01,55,32.6466149,-96.5333187,7,-0.4999999999999998,-0.8660254037844388,5,8,14755.375,4044.053798479936,14755.375,14188.5,12813.0,18245.5,12446.166666666666,4249.503561023513,12446.166666666666,13547.0,9071.5,15428.0,5,_forecast_new_,14755.375,0.04752058781769142,14755.375,3025,4.02535169073515,0,0,1,-3151.4860806178685,0.9997910935355715,263.4888392857143,14840.421906533942,4249.503561023513,12769.543124365027,16911.300688702857
2030-08-01,56,32.6466149,-96.5333187,8,-0.8660254037844384,-0.5000000000000004,5,8,16783.125,3370.619503783498,16783.125,15838.0,14319.0,19588.5,14347.333333333334,4784.421658472485,14347.333333333334,15390.5,11073.25,17567.5,5,_forecast_new_,16783.125,0.13742449785247746,16783.125,3136,4.04305126783455,0,0,1,-3151.4860806178685,0.9998231616599621,294.4407894736842,15509.08318802903,4784.421658472485,13177.526770861632,17840.63960519643
2030-09-01,57,32.6466149,-96.5333187,9,-1.0,-1.8369701987210297e-16,5,8,15280.25,3999.301751556139,15280.25,14301.5,12743.75,16607.0,12420.5,4166.088671425731,12420.5,14139.5,8474.75,14909.5,5,_forecast_new_,15280.25,-0.08954679179235092,15280.25,3249,4.060443010546419,0,0,1,-3151.4860806178685,0.9998503075449787,263.45258620689657,14887.625029090244,4166.088671425731,12857.3962010876,16917.85385709289
