client_id,location_id,source,quarter_label,state,region,city,quarter_month_number,client_type,street,zip,month_number,quarter_number,year_number,calendar_month,wash_count_retail,wash_count_membership,wash_count_total,site_client_id,site_count,address
360 Car Wash,1,control,1_1,TX,South,Seagoville,1_1,single_site,180 South US-175,75159,1.0,1.0,1.0,1704153600.0,48.0,0.0,48.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,1_1,TX,South,Seagoville,1_2,single_site,180 South US-175,75159,2.0,1.0,1.0,1704240000.0,4607.0,2415.0,7022.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,1_1,TX,South,Seagoville,1_3,single_site,180 South US-175,75159,3.0,1.0,1.0,1704326400.0,4498.0,5463.0,9961.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,1_2,TX,South,Seagoville,2_4,single_site,180 South US-175,75159,4.0,2.0,1.0,1704412800.0,3789.0,6260.0,10049.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,1_2,TX,South,Seagoville,2_5,single_site,180 South US-175,75159,5.0,2.0,1.0,1704499200.0,5102.0,7840.0,12942.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,1_2,TX,South,Seagoville,2_6,single_site,180 South US-175,75159,6.0,2.0,1.0,1704585600.0,4435.0,8808.0,13243.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,1_3,TX,South,Seagoville,3_7,single_site,180 South US-175,75159,7.0,3.0,1.0,1704672000.0,6003.0,10632.0,16635.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,1_3,TX,South,Seagoville,3_8,single_site,180 South US-175,75159,8.0,3.0,1.0,1704758400.0,4777.0,10287.0,15064.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,1_3,TX,South,Seagoville,3_9,single_site,180 South US-175,75159,9.0,3.0,1.0,1704844800.0,6434.0,11991.0,18425.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,1_4,TX,South,Seagoville,4_10,single_site,180 South US-175,75159,10.0,4.0,1.0,1704931200.0,4152.0,9964.0,14116.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,1_4,TX,South,Seagoville,4_11,single_site,180 South US-175,75159,11.0,4.0,1.0,1705017600.0,3868.0,9615.0,13483.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,1_4,TX,South,Seagoville,4_12,single_site,180 South US-175,75159,12.0,4.0,1.0,1735689600.0,3702.0,8587.0,12289.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,2_5,TX,South,Seagoville,5_13,single_site,180 South US-175,75159,13.0,5.0,2.0,1735776000.0,4996.0,9826.0,14822.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,2_5,TX,South,Seagoville,5_14,single_site,180 South US-175,75159,14.0,5.0,2.0,1735862400.0,8108.0,14195.0,22303.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,2_5,TX,South,Seagoville,5_15,single_site,180 South US-175,75159,15.0,5.0,2.0,1735948800.0,4696.0,11908.0,16604.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,2_6,TX,South,Seagoville,6_16,single_site,180 South US-175,75159,16.0,6.0,2.0,1736035200.0,5571.0,13300.0,18871.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,2_6,TX,South,Seagoville,6_17,single_site,180 South US-175,75159,17.0,6.0,2.0,1736121600.0,5211.0,13105.0,18316.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,2_6,TX,South,Seagoville,6_18,single_site,180 South US-175,75159,18.0,6.0,2.0,1736208000.0,5212.0,13588.0,18800.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,2_7,TX,South,Seagoville,7_19,single_site,180 South US-175,75159,19.0,7.0,2.0,1736294400.0,5025.0,13879.0,18904.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,2_7,TX,South,Seagoville,7_20,single_site,180 South US-175,75159,20.0,7.0,2.0,1736380800.0,5287.0,13357.0,18644.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,2_7,TX,South,Seagoville,7_21,single_site,180 South US-175,75159,21.0,7.0,2.0,1736467200.0,5631.0,13787.0,19418.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,2_8,TX,South,Seagoville,8_22,single_site,180 South US-175,75159,22.0,8.0,2.0,1736553600.0,4705.0,11708.0,16413.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
360 Car Wash,1,control,2_8,TX,South,Seagoville,8_23,single_site,180 South US-175,75159,23.0,8.0,2.0,1736640000.0,5151.0,11370.0,16521.0,1.0,1.0,"360 Car Wash , 180 South US-175 , Seagoville , TX , 75159"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_1,LA,South,ALEXANDRIA,1_1,multi_site,6511 COLISEUM BLVD,71303-3735,1.0,1.0,1.0,1704844800.0,18189.0,10190.0,28379.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_1,LA,South,ALEXANDRIA,1_1,multi_site,6511 COLISEUM BLVD,71303-3735,1.0,1.0,1.0,1704844800.0,18189.0,10190.0,28379.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_1,LA,South,ALEXANDRIA,1_2,multi_site,6511 COLISEUM BLVD,71303-3735,2.0,1.0,1.0,1704931200.0,5793.0,3246.0,9039.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_1,LA,South,ALEXANDRIA,1_2,multi_site,6511 COLISEUM BLVD,71303-3735,2.0,1.0,1.0,1704931200.0,5793.0,3246.0,9039.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_1,LA,South,ALEXANDRIA,1_3,multi_site,6511 COLISEUM BLVD,71303-3735,3.0,1.0,1.0,1705017600.0,6054.0,3392.0,9446.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_1,LA,South,ALEXANDRIA,1_3,multi_site,6511 COLISEUM BLVD,71303-3735,3.0,1.0,1.0,1705017600.0,6054.0,3392.0,9446.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_2,LA,South,ALEXANDRIA,2_4,multi_site,6511 COLISEUM BLVD,71303-3735,4.0,2.0,1.0,1735689600.0,6426.0,3382.0,9808.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_2,LA,South,ALEXANDRIA,2_4,multi_site,6511 COLISEUM BLVD,71303-3735,4.0,2.0,1.0,1735689600.0,6426.0,3382.0,9808.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_3,LA,South,ALEXANDRIA,3_7,multi_site,6511 COLISEUM BLVD,71303-3735,7.0,3.0,1.0,1735948800.0,17197.0,10170.0,27367.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_3,LA,South,ALEXANDRIA,3_7,multi_site,6511 COLISEUM BLVD,71303-3735,7.0,3.0,1.0,1735948800.0,17197.0,10170.0,27367.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_3,LA,South,ALEXANDRIA,3_8,multi_site,6511 COLISEUM BLVD,71303-3735,8.0,3.0,1.0,1736035200.0,8446.0,4995.0,13441.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_3,LA,South,ALEXANDRIA,3_8,multi_site,6511 COLISEUM BLVD,71303-3735,8.0,3.0,1.0,1736035200.0,8446.0,4995.0,13441.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_3,LA,South,ALEXANDRIA,3_9,multi_site,6511 COLISEUM BLVD,71303-3735,9.0,3.0,1.0,1736121600.0,7761.0,4590.0,12351.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_3,LA,South,ALEXANDRIA,3_9,multi_site,6511 COLISEUM BLVD,71303-3735,9.0,3.0,1.0,1736121600.0,7761.0,4590.0,12351.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_4,LA,South,ALEXANDRIA,4_10,multi_site,6511 COLISEUM BLVD,71303-3735,10.0,4.0,1.0,1736208000.0,7163.0,4382.0,11545.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_4,LA,South,ALEXANDRIA,4_10,multi_site,6511 COLISEUM BLVD,71303-3735,10.0,4.0,1.0,1736208000.0,7163.0,4382.0,11545.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_4,LA,South,ALEXANDRIA,4_11,multi_site,6511 COLISEUM BLVD,71303-3735,11.0,4.0,1.0,1736294400.0,7189.0,4398.0,11587.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_4,LA,South,ALEXANDRIA,4_11,multi_site,6511 COLISEUM BLVD,71303-3735,11.0,4.0,1.0,1736294400.0,7189.0,4398.0,11587.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_4,LA,South,ALEXANDRIA,4_12,multi_site,6511 COLISEUM BLVD,71303-3735,12.0,4.0,1.0,1736380800.0,7193.0,4400.0,11593.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,1_4,LA,South,ALEXANDRIA,4_12,multi_site,6511 COLISEUM BLVD,71303-3735,12.0,4.0,1.0,1736380800.0,7193.0,4400.0,11593.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,2_5,LA,South,ALEXANDRIA,5_13,multi_site,6511 COLISEUM BLVD,71303-3735,13.0,5.0,2.0,1736467200.0,8596.0,5099.0,13695.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,2_5,LA,South,ALEXANDRIA,5_13,multi_site,6511 COLISEUM BLVD,71303-3735,13.0,5.0,2.0,1736467200.0,8596.0,5099.0,13695.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,2_5,LA,South,ALEXANDRIA,5_14,multi_site,6511 COLISEUM BLVD,71303-3735,14.0,5.0,2.0,1736553600.0,7786.0,4618.0,12404.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,2_5,LA,South,ALEXANDRIA,5_14,multi_site,6511 COLISEUM BLVD,71303-3735,14.0,5.0,2.0,1736553600.0,7786.0,4618.0,12404.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,2_5,LA,South,ALEXANDRIA,5_15,multi_site,6511 COLISEUM BLVD,71303-3735,15.0,5.0,2.0,1736640000.0,7053.0,4184.0,11237.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
AMERISHINE CAR WASH,17a520c181f545c3373a8e9c8ffb349f39e1b408585c2a286160b7e2fb6f56ad,chem,2_5,LA,South,ALEXANDRIA,5_15,multi_site,6511 COLISEUM BLVD,71303-3735,15.0,5.0,2.0,1736640000.0,7053.0,4184.0,11237.0,4.0,6.0,"AMERISHINE CAR WASH , 6511 COLISEUM BLVD , ALEXANDRIA , LA , 71303-3735"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,1_1,FL,South,SAINT AUGUSTINE,1_1,multi_site,4065 US 1 N,32084,1.0,1.0,1.0,1704412800.0,1693.0,4217.0,5910.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,1_1,FL,South,SAINT AUGUSTINE,1_2,multi_site,4065 US 1 N,32084,2.0,1.0,1.0,1704499200.0,2029.0,5054.0,7083.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,1_1,FL,South,SAINT AUGUSTINE,1_3,multi_site,4065 US 1 N,32084,3.0,1.0,1.0,1704585600.0,1694.0,4943.0,6637.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,1_2,FL,South,SAINT AUGUSTINE,2_4,multi_site,4065 US 1 N,32084,4.0,2.0,1.0,1704672000.0,1553.0,4533.0,6086.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,1_2,FL,South,SAINT AUGUSTINE,2_5,multi_site,4065 US 1 N,32084,5.0,2.0,1.0,1704758400.0,1550.0,4526.0,6076.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,1_2,FL,South,SAINT AUGUSTINE,2_6,multi_site,4065 US 1 N,32084,6.0,2.0,1.0,1704844800.0,1649.0,3701.0,5350.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,1_3,FL,South,SAINT AUGUSTINE,3_7,multi_site,4065 US 1 N,32084,7.0,3.0,1.0,1704931200.0,2183.0,4900.0,7083.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,1_3,FL,South,SAINT AUGUSTINE,3_8,multi_site,4065 US 1 N,32084,8.0,3.0,1.0,1705017600.0,2224.0,4990.0,7214.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,1_3,FL,South,SAINT AUGUSTINE,3_9,multi_site,4065 US 1 N,32084,9.0,3.0,1.0,1735689600.0,1796.0,4312.0,6108.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,1_4,FL,South,SAINT AUGUSTINE,4_10,multi_site,4065 US 1 N,32084,10.0,4.0,1.0,1735776000.0,1666.0,3997.0,5663.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,1_4,FL,South,SAINT AUGUSTINE,4_11,multi_site,4065 US 1 N,32084,11.0,4.0,1.0,1735862400.0,2282.0,5476.0,7758.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,1_4,FL,South,SAINT AUGUSTINE,4_12,multi_site,4065 US 1 N,32084,12.0,4.0,1.0,1735948800.0,2304.0,6538.0,8842.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,2_5,FL,South,SAINT AUGUSTINE,5_13,multi_site,4065 US 1 N,32084,13.0,5.0,2.0,1736035200.0,2292.0,6502.0,8794.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,2_5,FL,South,SAINT AUGUSTINE,5_14,multi_site,4065 US 1 N,32084,14.0,5.0,2.0,1736121600.0,1879.0,5332.0,7211.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,2_5,FL,South,SAINT AUGUSTINE,5_15,multi_site,4065 US 1 N,32084,15.0,5.0,2.0,1736208000.0,1499.0,4520.0,6019.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,2_6,FL,South,SAINT AUGUSTINE,6_16,multi_site,4065 US 1 N,32084,16.0,6.0,2.0,1736294400.0,1443.0,4354.0,5797.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,2_6,FL,South,SAINT AUGUSTINE,6_17,multi_site,4065 US 1 N,32084,17.0,6.0,2.0,1736380800.0,1309.0,3948.0,5257.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,2_6,FL,South,SAINT AUGUSTINE,6_18,multi_site,4065 US 1 N,32084,18.0,6.0,2.0,1736467200.0,1787.0,4601.0,6388.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,2_7,FL,South,SAINT AUGUSTINE,7_19,multi_site,4065 US 1 N,32084,19.0,7.0,2.0,1736553600.0,1728.0,4450.0,6178.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
GATE EXPRESS,c01bb6e61741f8a21220a71372394a6372cf04710a033f5cc683572524b1a6f6,chem,2_7,FL,South,SAINT AUGUSTINE,7_20,multi_site,4065 US 1 N,32084,20.0,7.0,2.0,1736640000.0,1957.0,5040.0,6997.0,6.0,4.0,"GATE EXPRESS , 4065 US 1 N , SAINT AUGUSTINE , FL , 32084"
Alpine Shell,1,control,1_1,CA,West,Alpine,1_1,single_site,2235 Alpine Blvd,91901,1.0,1.0,1.0,1704153600.0,371.0,34.0,405.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,1_1,CA,West,Alpine,1_2,single_site,2235 Alpine Blvd,91901,2.0,1.0,1.0,1704240000.0,1039.0,230.0,1269.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,1_1,CA,West,Alpine,1_3,single_site,2235 Alpine Blvd,91901,3.0,1.0,1.0,1704326400.0,1494.0,316.0,1810.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,1_2,CA,West,Alpine,2_4,single_site,2235 Alpine Blvd,91901,4.0,2.0,1.0,1704412800.0,2767.0,559.0,3326.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,1_2,CA,West,Alpine,2_5,single_site,2235 Alpine Blvd,91901,5.0,2.0,1.0,1704499200.0,3078.0,730.0,3808.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,1_2,CA,West,Alpine,2_6,single_site,2235 Alpine Blvd,91901,6.0,2.0,1.0,1704585600.0,2831.0,839.0,3670.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,1_3,CA,West,Alpine,3_7,single_site,2235 Alpine Blvd,91901,7.0,3.0,1.0,1704672000.0,2230.0,865.0,3095.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,1_3,CA,West,Alpine,3_8,single_site,2235 Alpine Blvd,91901,8.0,3.0,1.0,1704758400.0,2467.0,930.0,3397.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,1_3,CA,West,Alpine,3_9,single_site,2235 Alpine Blvd,91901,9.0,3.0,1.0,1704844800.0,2118.0,914.0,3032.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,1_4,CA,West,Alpine,4_10,single_site,2235 Alpine Blvd,91901,10.0,4.0,1.0,1704931200.0,1276.0,753.0,2029.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,1_4,CA,West,Alpine,4_11,single_site,2235 Alpine Blvd,91901,11.0,4.0,1.0,1705017600.0,1407.0,779.0,2186.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,1_4,CA,West,Alpine,4_12,single_site,2235 Alpine Blvd,91901,12.0,4.0,1.0,1735689600.0,1352.0,781.0,2133.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,2_5,CA,West,Alpine,5_13,single_site,2235 Alpine Blvd,91901,13.0,5.0,2.0,1735776000.0,960.0,706.0,1666.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,2_5,CA,West,Alpine,5_14,single_site,2235 Alpine Blvd,91901,14.0,5.0,2.0,1735862400.0,862.0,740.0,1602.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,2_5,CA,West,Alpine,5_15,single_site,2235 Alpine Blvd,91901,15.0,5.0,2.0,1735948800.0,1375.0,915.0,2290.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,2_6,CA,West,Alpine,6_16,single_site,2235 Alpine Blvd,91901,16.0,6.0,2.0,1736035200.0,1653.0,1117.0,2770.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,2_6,CA,West,Alpine,6_17,single_site,2235 Alpine Blvd,91901,17.0,6.0,2.0,1736121600.0,2170.0,1271.0,3441.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
Alpine Shell,1,control,2_6,CA,West,Alpine,6_18,single_site,2235 Alpine Blvd,91901,18.0,6.0,2.0,1736208000.0,2320.0,1264.0,3584.0,13.0,1.0,"Alpine Shell , 2235 Alpine Blvd , Alpine , CA , 91901"
