client_id_location_id,calendar_year,actual,predicted,n_months,abs_error,hit
championxpress_4cbfd5adef04e7abf821a0a129da0a0c50032c1d1afb4d3570af7d85b22420e0,2025,76019.0,76921.83502339515,10,902.8350233951496,1
championxpress_58cd6ad1c75d3eaa24d7b011cc64b2daf6ac62e8ea4177a33b7205bf6a51b633,2025,114578.0,116632.73691272942,10,2054.7369127294223,1
championxpress_5a3788a78948efd58445072e4bacb8f94ce5eb1c4e435b651554521cee916633,2025,205869.0,190722.42179410908,10,15146.578205890924,1
championxpress_65dae04943088c007297a8f75899cea52415914de973e4f2f2ef51dd22de81eb,2025,84779.0,89804.42982665336,10,5025.429826653359,1
championxpress_66f0756f49d2d7d33e25907a5b04c25ed094a146155b78439ece08ddf56203ab,2025,33870.0,32017.827542688156,10,1852.1724573118445,1
championxpress_679470d644f6d4adfb8cad13d12fe164d8292ff2fcb46acf4d1814dd62ba5b96,2025,43810.0,39775.143710401346,10,4034.8562895986543,1
championxpress_8fdbd5859785d4ac423189ff87543aa19517ec49c1404de19652fb416b86c1fb,2025,104346.0,67916.45504944031,10,36429.54495055969,0
championxpress_9376436f8552692726156a130a2ec99cb465063afef66359c8e933aca5469244,2025,82603.0,77602.78585674494,10,5000.214143255056,1
championxpress_95bc6dd66bb2d0e21ddf249710bb10f2c361d2f1af39172db11a288f11ac3842,2025,117180.0,119513.80247490505,10,2333.802474905053,1
championxpress_a0a9cf9eb53d37f67808db56d1ff21b9de94ec054a827a7a8d717cb0740dde5b,2025,83701.0,81304.81100663131,10,2396.1889933686907,1
championxpress_a528072b627adb7ee23ac75a3fb241964db1c18f597bf93f47ca76e398110ac5,2025,132403.0,114580.34534301747,10,17822.65465698253,1
championxpress_bb0870a5166823d63e81c2e51b88796ddc26aa4a689aadfb2598e342887a128b,2025,101471.0,78823.23458712797,10,22647.76541287203,0
championxpress_c18d73959e94e13f52b897642d5807dc97fe449635aad24d4413091d196177c1,2025,74315.0,78551.9224168645,10,4236.922416864501,1
championxpress_c94e2aad81ff700cfb02226e7f7e1b3917d5e3be57e264c153151f89ba6af0f8,2025,44747.0,45731.62762411964,10,984.6276241196392,1
championxpress_cb885bbbcb23af0d81fb186d714914ae8ff90d679017d8d348d1c1631d219ff8,2025,115489.0,119244.63369600379,10,3755.633696003788,1
championxpress_d3b652b10642b531693d03aaf7d4cc12e00024cee7c89d9e70d32ee6de2b005b,2025,66658.0,41325.92703928816,10,25332.07296071184,0
championxpress_d5dbb15412218cd90698b99bd10f18750bba2621e7475fc759e6ba9842c000d0,2025,67735.0,60239.53116191772,10,7495.468838082277,1
championxpress_e3cfd10095b2ecd7d8b87c5a7b925cb9d0b24ea9dec5745857ba7bba6d99e323,2025,77068.0,45809.13145722173,10,31258.86854277827,0
championxpress_ef28c80b7117809aa3042a88c1673ff971de97c74c0fb871bcc9f744abc44943,2025,100460.0,105811.03811143861,10,5351.038111438611,1
championxpress_f653b793950a8e4aa57089fe0e6d7c08dea91447b9d1965ec8ceeba45d4b428a,2025,71743.0,49096.70483914516,10,22646.29516085484,0
championxpress_fbe817467f45901f3aeffe41bfc958397e80db4d93d1da53e1e2d10fe640bd8b,2025,62576.0,52017.70274751958,10,10558.29725248042,1
champscarwash_1,2025,34868.0,33394.289355113964,12,1473.7106448860359,1
chandicarwash_1,2025,3596.0,4128.886752280125,12,532.8867522801247,1
chemicalguyscarwash_1,2025,167381.0,101147.56504825859,12,66233.43495174141,0
circlek_1,2025,11662.0,16257.313575590642,12,4595.313575590642,1
circlek_2,2025,10809.0,13137.03236859503,12,2328.0323685950298,1
circlek_3,2025,17261.0,16620.332405241687,12,640.6675947583135,1
classicautowash_1,2025,141789.0,142198.9354070566,12,409.9354070565896,1
classieexpresscarwash_1,2025,47659.0,25428.934922750217,12,22230.065077249783,0
clean_2,2025,185700.0,148795.98516381963,12,36904.01483618037,0
clean_4,2025,103312.0,83610.75156547893,10,19701.24843452107,1
cleanwave_1,2025,195348.0,195900.72579687968,12,552.7257968796766,1
cleanwheels_1,2025,63504.0,78946.58001602194,12,15442.580016021937,1
clostercarwash_1,2025,48559.0,48172.564466154276,12,386.4355338457244,1
coastalcarwash_1,2025,149207.0,149769.11842915887,12,562.1184291588725,1
coastalcarwash_3,2025,685.26,698.8375269864009,12,13.577526986400926,1
colonialcarwash_1,2025,166984.0,164232.1581809262,12,2751.841819073801,1
colonialcarwash_3,2025,129627.0,144850.54158933833,12,15223.541589338332,1
colonialcarwash_6,2025,79116.0,60184.466017606916,12,18931.533982393084,1
completeautodetail&carwash_1,2025,6160.0,11371.182731160647,12,5211.182731160647,1
controlstrainingclassroom_1,2025,844.63,1305.2048392814636,12,460.5748392814636,1
coralspringsclassiccarwash_1,2025,60330.0,44350.09001764243,12,15979.909982357567,1
crownamerica_1,2025,145204.0,56353.53995183136,12,88850.46004816864,0
davidchevrolet_1,2025,42160.0,38469.953261030074,12,3690.046738969926,1
deepcleancarwash_1,2025,50974.0,38122.904393871264,11,12851.095606128736,1
detricks_4,2025,202238.0,173531.84967464197,12,28706.15032535803,0
dinodashwash_1,2025,164642.0,149951.56722384357,12,14690.432776156435,1
dirtydogscarwash_c25c84e09a2e04574ad7d7111d5c526e587b43e58a76dee7fa0723aec8082540,2025,81278.0,69966.35174299781,11,11311.64825700219,1
dixhillcarwashnew_1,2025,30784.0,37160.47975929353,12,6376.479759293528,1
dripcarwash_1,2025,154758.0,121121.15658633244,12,33636.843413667564,0
drivenbrands_cdff18930862ec79ca1fb88b2b03249421b0ec654a07c0bb408f86860f85039c,2025,141584.0,124200.36669765261,12,17383.633302347385,1
drivethruexpress_1,2025,110528.0,119688.57795463788,12,9160.577954637876,1
edgeexpress_1,2025,307137.0,289232.1452846008,12,17904.85471539921,1
edgeexpress_2,2025,141830.0,133052.11534625938,12,8777.88465374062,1
edgeexpress_5,2025,205309.0,183020.49380710575,12,22288.506192894245,0
edgeexpress_6,2025,136359.0,107853.78127280615,12,28505.218727193846,0
edgeexpress_8,2025,236630.0,164809.46942069402,12,71820.53057930598,0
elksedge_1,2025,181386.0,148616.2028606799,12,32769.797139320086,0
encinitascarwash_1,2025,58808.0,67707.37759068649,12,8899.37759068649,1
encinocarwash_1,2025,310426.0,270644.10585452605,12,39781.894145473954,0
englewoodcarwash_1,2025,21815.0,20344.867850434952,12,1470.1321495650482,1
evanstoncarwash_1,2025,59109.0,46410.3394767783,12,12698.660523221697,1
evergreencarwash_1,2025,94200.0,98210.23572567523,12,4010.2357256752293,1
expressonvaughn_1,2025,72772.0,66944.6447611902,12,5827.355238809803,1
expresswash_1,2025,222814.0,212743.3044246308,12,10070.695575369202,1
expresswash_3,2025,135077.0,140295.3909877484,12,5218.390987748397,1
expresswash_4,2025,181332.0,149626.25472089672,12,31705.745279103285,0
expressway55_1,2025,26671.0,32673.74449790939,12,6002.744497909389,1
extremeexpress_1,2025,308199.0,293044.3942827553,12,15154.605717244674,1
fastlaneexpresscarwash_1,2025,37025.0,48039.516004411395,12,11014.516004411395,1
fastlapcarwash_1,2025,99130.0,98797.34443776439,12,332.65556223561,1
fastnfurious_1,2025,69255.0,55453.874644490876,11,13801.125355509124,1
fastpasscarwash_1,2025,59614.0,67027.64494495874,12,7413.644944958738,1
fasttrac_1,2025,80129.0,89231.7532154195,12,9102.753215419507,1
finenshine_1,2025,38799.0,40319.35150063855,12,1520.3515006385496,1
finzcarwash_1,2025,15031.0,17804.321598288723,12,2773.321598288723,1
firehosecarwash_1,2025,95923.0,72925.85829278672,12,22997.141707213275,0
fivestar_5,2025,225922.0,207557.79158315755,12,18364.208416842448,1
fivestar_6,2025,88528.0,67126.09570198982,12,21401.90429801018,0
fivestar_7,2025,207483.0,154115.21002376848,12,53367.78997623152,0
floriscarwash_3,2025,108493.0,102919.1625278178,12,5573.837472182204,1
foamworksexpress_10,2025,138444.0,105745.52148364636,12,32698.478516353643,0
foamworksexpress_3,2025,101508.0,95294.35829452977,12,6213.641705470232,1
foamworksexpress_6,2025,160054.0,143217.7033868754,12,16836.296613124607,1
foamworksexpress_8,2025,85937.0,72409.07325245207,12,13527.926747547928,1
foamworksexpress_9,2025,103127.0,81405.2457507486,12,21721.754249251404,0
foothillscarwash_1,2025,35758.0,36791.45123770083,12,1033.4512377008286,1
fordroadcarwash_1,2025,175715.0,119076.66825744873,12,56638.331742551265,0
fourseasonsautowashexpress_0e8dc9e8d555c8dc56cd1889fccc82569776b21d2a5d905e19bee69ccfa73d97,2025,102820.5,82635.46811334058,10,20185.031886659417,0
gallocarwash_1,2025,211928.0,160540.5880849354,12,51387.411915064586,0
gateexpress_11,2025,148488.0,175993.8317371205,11,27505.83173712049,0
gateexpress_12,2025,144747.0,162877.92973358848,10,18130.929733588477,1
gateexpress_13,2025,185168.0,197703.2740693467,10,12535.274069346691,1
gateexpress_14,2025,160042.0,173296.4272542608,10,13254.427254260809,1
gateexpress_15,2025,112027.0,131795.8710055255,10,19768.871005525492,1
gateexpress_18,2025,137600.0,120167.10989210484,11,17432.89010789516,1
gateexpress_2,2025,172935.0,195923.84138408967,12,22988.84138408967,0
gateexpress_4,2025,217659.0,230892.06599258535,12,13233.065992585354,1
gateexpress_5,2025,185088.0,206153.58503588245,12,21065.585035882454,0
gateexpress_6,2025,225543.0,236720.39155109675,12,11177.391551096749,1
gateexpress_7,2025,197256.0,246141.96243568772,12,48885.96243568772,0
gateexpress_8,2025,167176.0,190260.01769424,11,23084.01769424,0
gateexpress_9,2025,168380.0,203950.2859886056,11,35570.28598860561,0
glacierexpress_3,2025,107719.0,104288.66685312352,12,3430.333146876481,1
glocarwash_1,2025,104253.0,59876.42487201777,12,44376.57512798223,0
gocleancarwash_1,2025,81826.0,96005.10879557296,12,14179.10879557296,1
gocleancarwash_2,2025,56713.0,64514.30569244676,12,7801.30569244676,1
gocleanpensacola_2,2025,70668.0,63838.8646469815,12,6829.135353018501,1
googie_1,2025,257475.0,246183.02853342684,12,11291.971466573159,1
grandprixcarwash_1,2025,33211.0,33625.83910701677,12,414.83910701677087,1
greatnorthautowash_1,2025,76871.0,67903.019512456,12,8967.980487544002,1
greenwayautowash_1,2025,70830.0,79819.90706633906,10,8989.90706633906,1
grimescene_1,2025,156904.0,154527.96210486686,12,2376.0378951331368,1
gwatzillacarwash_1,2025,102248.0,96677.3143306693,12,5570.685669330705,1
h2glocarwash_1,2025,55261.0,52607.02444286106,12,2653.9755571389396,1
h2oautospa_1,2025,73553.0,69575.12971164078,12,3977.8702883592196,1
haffners_1,2025,103050.0,86847.8242829311,12,16202.175717068894,1
haffners_10,2025,95381.0,95154.39398051561,12,226.60601948438853,1
haffners_2,2025,106492.0,100552.09568135013,12,5939.904318649875,1
haffners_3,2025,111726.0,107983.04662984991,12,3742.9533701500914,1
haffners_5,2025,43840.0,43246.13215339645,12,593.867846603549,1
haffners_6,2025,101936.0,95053.1314746222,12,6882.868525377795,1
haffners_7,2025,113372.0,99165.82384451454,12,14206.17615548546,1
haffners_8,2025,101925.0,98353.78127281547,12,3571.2187271845323,1
heroescarwash_3,2025,223095.0,216157.19574030128,12,6937.804259698722,1
heroescarwash_9,2025,170666.0,139339.99105207453,12,31326.008947925468,0
hippocarwash_1,2025,103870.0,102564.59971048118,12,1305.4002895188169,1
hitechautocare_1,2025,60818.0,50210.5482122249,12,10607.451787775099,1
ikocarwash_1,2025,79702.0,71591.73458080046,12,8110.265419199539,1
imperialcarwash_1,2025,104022.0,108235.69011104591,12,4213.690111045915,1
internationalautospa_1,2025,103649.0,104111.46099844403,12,462.46099844403216,1
ishinecarwash_60502f1753cd26072cd0ea7f801b5737c4a82b6cfd7a2a2b0318087fcadc0e16,2025,186149.0,202061.29772205764,10,15912.297722057643,1
jammincarwash_1,2025,172553.0,191177.53075082696,12,18624.53075082696,1
jcautowash_1,2025,7988.0,9191.76768493001,12,1203.7676849300096,1
jetexpresscarwash_1,2025,50252.0,56864.833322628634,12,6612.833322628634,1
jetexpressfranklin_1,2025,131311.0,114457.04081466084,12,16853.95918533916,1
jjexpresscarwash_1,2025,71373.0,94911.66946591515,12,23538.669465915154,0
jjscarwash_3,2025,204511.0,192735.81207732856,12,11775.187922671437,1
jjscarwash_4,2025,176983.0,159001.1146363567,12,17981.88536364329,1
julescarwash_1,2025,90613.0,97574.48748085463,12,6961.48748085463,1
julescarwash_2,2025,49015.0,54460.04093049892,12,5445.0409304989225,1
jupitergalaxycarwash_1,2025,14853.0,14164.47717807349,11,688.52282192651,1
kiwicarwash_1,2025,328230.0,328125.4132853988,12,104.5867146012024,1
koalacarwash_1,2025,58871.0,70961.42600832848,12,12090.426008328475,1
lakesedge_1,2025,122244.0,91755.6833596593,12,30488.316640340694,0
laxpresscarwash_1,2025,34400.0,30253.126393578525,12,4146.873606421475,1
legacyexpresswash_1,2025,151862.0,139961.17270673515,12,11900.827293264854,1
lexingtonautospa_1,2025,44904.0,39047.69155255459,12,5856.308447445408,1
lightningfast_1,2025,40371.0,43468.81309007761,12,3097.8130900776086,1
localcarwash_1,2025,33142.0,34003.65966210609,12,861.659662106089,1
louisvillehondaworld_1,2025,28754.0,37867.35795309118,12,9113.357953091181,1
luvcarwash_39,2025,81284.0,67845.52985568938,12,13438.470144310617,1
luvcarwash_44,2025,165692.0,178736.54919259044,10,13044.549192590435,1
luvcarwash_45,2025,171937.0,171696.0802842545,12,240.91971574549098,1
luvcarwash_46,2025,107274.0,96288.40660439465,10,10985.593395605349,1
luvcarwash_47,2025,140527.0,109874.61016476141,10,30652.389835238588,0
luvcarwash_49,2025,160709.0,172089.79335733433,12,11380.793357334333,1
luvcarwash_df45bb856915950a47cd8f42c941fcc28c1bdb95e8ccda0aeafab6be18bd5580,2025,88428.0,58828.70594339889,11,29599.29405660111,0
mach1expresswash_1,2025,80260.0,81795.24992633867,12,1535.2499263386708,1
mach1expresswash_10,2025,55260.0,61000.923206454245,12,5740.923206454245,1
mach1expresswash_12,2025,118554.0,107570.54077687293,12,10983.459223127065,1
mach1expresswash_13,2025,44872.0,47526.69330504289,12,2654.6933050428925,1
mach1expresswash_14,2025,73822.0,93090.11189346391,11,19268.11189346391,1
mach1expresswash_15,2025,40376.0,36765.89947289358,12,3610.1005271064205,1
mach1expresswash_9,2025,67511.0,70877.79500762065,12,3366.795007620647,1
magicbrush_1,2025,19842.0,18069.68342044603,12,1772.3165795539717,1
magicbrush_2,2025,69159.0,69296.96808363331,12,137.96808363331365,1
magicbrush_4,2025,131235.0,119296.16582251963,12,11938.83417748037,1
magiccitycarwash_1,2025,81382.0,77563.48647156887,12,3818.5135284311255,1
magnolia_60,2025,21836.0,19277.501145345952,12,2558.498854654048,1
magnolia_61,2025,77427.0,55655.212649295645,11,21771.787350704355,0
magnolia_62,2025,98776.0,90478.34871913816,12,8297.651280861843,1
magnolia_63,2025,83884.0,50853.73165732683,11,33030.26834267317,0
magnolia_64,2025,105650.0,106759.19728890399,12,1109.1972889039898,1
magnolia_66,2025,126277.0,145972.3558903736,10,19695.355890373612,1
magnolia_67,2025,56073.0,72894.55318980447,10,16821.553189804472,1
magnuscarwash_1,2025,17577.0,30021.86936241908,12,12444.869362419078,1
megashine_1,2025,55085.0,47875.409769973565,12,7209.590230026435,1
mendhamcarwash_1,2025,32437.0,29148.85609964141,12,3288.143900358591,1
mintcarwash_1,2025,75854.0,79066.36308992689,12,3212.36308992689,1
mintexpresscarwash_3,2025,119147.0,119004.55638239872,12,142.4436176012823,1
