key,n_excluded,pred_y1,pred_y2,pred_y3,pred_y4,pred_y5,plateau,model_plateau,anchor_level,n_local_mature,proxy_used,region,mature,mean_y1,mean_y2,mean_y3,mean_y4,mean_y5,size_y1,size_y2,size_y3,size_y4,size_y5,open_idx,open_year,cal,ramp1,ramp2,ramp3,ramp4,ramp5,cal_y1,cal_y2,cal_y3,cal_y4,cal_y5
192616splash::19,1,11413.25750106872,14529.65417374308,15150.578022416326,15472.558231151745,15520.780960753087,15243.665949329885,9498.430425608416,19006.07692307692,3,True,South,11985.5,7101.583333333333,10443.083333333334,11733.25,,,12.0,12.0,12.0,,,24283,2023,13078.733857703959,0.7487213075257956,0.9531601008602401,0.9938933372573905,1.01501556663487,1.0181790267737654,9638.109997417576,12886.560883547105,13634.623452409629,,
192616splash::20,1,7705.449322953074,8921.118563406017,8959.245809191958,9123.31780754729,9276.622660092136,9159.41638283131,9159.41638283131,11493.03846153846,2,False,South,5793.5,4113.166666666667,5937.25,5785.181818181818,,,12.0,12.0,11.0,,,24284,2023,10299.939077674448,0.8412598577128128,0.9739832965916948,0.978145924885066,0.9960588563970424,1.012796260412456,8602.227421888994,10801.945715336486,10665.340464821336,,
192616splash::21,1,7706.501199734874,8790.835448645346,8496.15006800465,8138.724224445992,7959.711088364839,8993.081610340552,8993.081610340552,9815.884615384615,2,False,South,8994.0,7007.833333333333,8880.583333333334,9395.222222222223,,,12.0,12.0,9.0,,,24286,2023,9551.582344826125,0.8569366468190032,0.9775109166736954,0.9447429075074206,0.9049983728700748,0.885092722745059,8125.875009059914,9869.532802448955,,,
192616splash::22,1,4935.788338219233,5901.137640509133,6015.830849827003,6361.092407300433,6700.435744995092,6104.996409957719,6104.996409957719,,0,False,South,2565.0,2636.6666666666665,2710.1666666666665,2138.5,,,12.0,12.0,2.0,,,24293,2024,5437.69740714632,0.8084834137115269,0.9666078805360022,0.985394658056591,1.0419485909811512,1.097533117966485,4340.113347916659,5601.8563569361,,,
5017238goclean::1,1,5608.381531708404,6511.91219928388,6498.288154493559,6466.2771757620385,6447.963723277931,6690.490556459262,6690.490556459262,6419.884615384615,2,False,South,2715.0,2886.5833333333335,2930.4166666666665,2928.4166666666665,1954.0,,12.0,12.0,12.0,1.0,,24282,2023,6113.427247612227,0.8382616318460911,0.9733086302613527,0.9712723005370446,0.9664877517119042,0.9637505155810757,5010.2712890909015,6249.844295130095,6347.166141437059,,
5017238goclean::2,1,4907.104022885485,6070.276127359214,6186.14710389441,6170.116982108659,6118.955803569184,6328.772676289402,6328.772676289402,5626.192307692308,2,False,South,4048.0,3654.4166666666665,4470.75,4333.666666666667,2984.0,,12.0,12.0,12.0,1.0,,24282,2023,5552.841879439377,0.7753642410431071,0.9591553430416866,0.9774639444817895,0.974931048673127,0.9668471466029597,4280.937938294169,5676.3721097966245,5845.83746764737,,
5024577greens::3,1,4871.455712438151,5519.7305798831185,5270.427505065093,4943.248034905371,4769.71010300657,5637.3788621946,5637.3788621946,3214.923076923077,1,False,South,1651.5,1194.6363636363637,1715.8333333333333,1870.0,,,11.0,12.0,6.0,,,24289,2024,4332.545271030613,0.8641348810361347,0.979130676651794,0.9349074514770763,0.8768699347237047,0.8460864915418774,3705.4230152015266,4461.325188941466,,,
5025495monkey::2,1,6075.328643721684,7222.790455781825,7038.156881374914,6675.568659027449,6451.831886247211,7462.529905294396,7462.529905294396,11314.192307692309,2,False,South,1328.5,986.8333333333334,1181.3333333333333,1503.0,,,12.0,12.0,8.0,,,24287,2023,7367.081351941913,0.8141111286417033,0.9678742393591636,0.9431328209996982,0.8945449792156108,0.8645636222737103,5896.608507480206,7611.863527450755,,,
acesamericacw_000175::3,2,6331.66551920562,9113.50407450814,9547.497821487788,9421.28951232028,9436.868381149854,9495.646362681824,7851.490771629779,10074.884615384615,10,True,West,8683.0,6798.75,7623.5,8563.363636363636,,,12.0,12.0,11.0,,,24264,2021,8388.742982914851,0.6667966852777137,0.9597560530818087,1.005460550743522,0.9921693745194883,0.9938100073141972,5495.428187080457,8584.224598116334,9224.975894624497,,
adore_000584::1,1,5336.9483706144765,6330.2584628956565,6382.323710630809,6316.233141171718,6302.101554072971,6531.701300376788,6531.701300376788,,0,False,Unknown,2615.0,2383.75,2495.9166666666665,2673.5714285714284,,,12.0,12.0,7.0,,,24288,2023,5153.408346422595,0.8170839610051687,0.9691592085710485,0.9771303703466412,0.967011939264179,0.9648484007848657,4193.250990628235,5209.066838051791,,,
advanceautodetailing_000566::1,1,5141.8101588281415,7709.287494607673,8195.32811507717,8189.695687689303,8214.91682938691,8085.524683982001,8262.753372412248,8178.384615384615,11,True,West,11042.0,4201.666666666667,10053.0,10602.818181818182,,,12.0,12.0,11.0,,,24284,2023,8655.7807934215,0.6359278290269069,0.9534678077083011,1.013580248083677,1.0128836417893414,1.0160029374050696,5417.763757517538,8531.349952936522,9202.420095719372,,
aladdincw_000434::1,1,4560.012755021139,5484.73042970631,5807.144648447553,6239.724590460693,6508.529553462619,5682.086584412127,5682.086584412127,2705.0,1,False,South,2449.0,2278.6666666666665,2855.1666666666665,2811.6666666666665,2319.4444444444443,,12.0,12.0,12.0,9.0,,24274,2022,4678.645897724664,0.8025243345518153,0.9652669575209869,1.0220091795817583,1.0981396530595564,1.1454470917985837,3727.5586463436453,4862.766793832699,5176.5165637491555,,
allwashedup_000264::2,1,6767.568064426749,7863.149235272326,8212.39884001794,8164.3853572281805,8142.285780648555,8362.121641285132,8362.121641285132,,0,False,Northeast,9553.0,7363.416666666667,8470.333333333334,8719.666666666666,9138.333333333334,9456.833333333334,12.0,12.0,12.0,12.0,12.0,24254,2021,10246.793950947902,0.8093123198560259,0.9403294489822656,0.9820951179987641,0.976353335607952,0.9737105162939497,8232.850945537117,10185.156232428015,10852.60492932148,10648.096106317538,10525.186793369703
allwashedup_000264::4,1,6033.26782148983,7105.616447818673,7470.358830720893,7447.879319033342,7429.004328600426,7578.77801819336,7578.77801819336,,0,False,Northeast,7905.5,4905.083333333333,6072.916666666667,6546.333333333333,7664.5,8409.888888888889,12.0,12.0,12.0,12.0,9.0,24262,2021,9050.138806712386,0.796073959021701,0.9375675644228091,0.9856943708850952,0.9827282579268336,0.9802377521503608,7112.5212745126655,9043.247455515468,9620.32967169801,9316.776656535498,
allwashedup_000264::5,1,5162.857712755726,5912.613165922124,6231.690234982815,6359.689239922959,6460.8884537643,6267.783971050301,6267.783971050301,7746.153846153846,1,False,Northeast,8884.5,7241.666666666667,7939.833333333333,8785.083333333334,9281.625,,12.0,12.0,12.0,8.0,,24275,2022,6233.420463073435,0.8237134107687791,0.9433339108736607,0.9942413879874935,1.014663120059203,1.03080905206783,5053.689352705299,6078.5128921790065,6674.964237213782,,
allwashedup_000264::6,1,6285.76194475214,7678.058684323467,8211.611101708932,8246.645022716726,8229.357807274837,8252.49847253961,8252.49847253961,,0,False,Northeast,11179.0,7167.75,9668.833333333334,11572.7,,,12.0,12.0,10.0,,,24285,2023,9838.4130365921,0.7616798676992388,0.9303920152027164,0.9950454555106273,0.9992907057368915,0.9971959200790192,7462.548111246498,9614.460087826972,10707.085913945586,,
allwashedup_000264::7,1,6484.974490833203,7738.033942104903,8186.141974267266,8183.320378614054,8163.900300384293,8276.36682010204,8276.36682010204,,0,False,Northeast,12902.0,8055.333333333333,11623.333333333334,13752.25,,,12.0,12.0,8.0,,,24287,2023,10149.546482816775,0.7835532947962365,0.9349554110277463,0.9890984960193365,0.9887575740043337,0.986411124329992,7813.154175271072,9897.096006282909,,,
allwashedup_000264::8,1,6256.348401208342,7535.6170806932605,8007.2167282982,8019.451998137109,8001.324980601173,8075.819497286543,8075.819497286543,,0,False,Northeast,8165.0,5659.916666666667,8294.916666666666,,,,12.0,12.0,,,,24295,2024,10051.898392182968,0.7747013666304033,0.9331086564311164,0.9915051631588109,0.9930202130980795,0.9907756090003744,7742.839716335867,10012.831436643379,,,
alohacw_000323::1,1,4376.778266912128,5107.165822914393,4919.436374228644,4500.785000501421,4489.828842940945,5116.466435080926,5116.466435080926,6507.2307692307695,1,False,West,4553.5,3415.0833333333335,8275.5,4183.833333333333,5174.416666666667,4895.75,12.0,12.0,12.0,12.0,12.0,24258,2021,3857.789245346405,0.855429879672982,0.9981822196462067,0.9614909892692053,0.8796666718346668,0.8775253194580822,3281.260956473347,4044.6617024575953,4021.3216848660427,3586.8458161071035,3445.3008296001876
alohacw_000323::2,1,4933.548390513676,5762.604261699939,5561.0777631442115,5103.547261618783,5099.135066088402,5774.318019814346,5774.318019814346,11051.346153846152,2,False,West,5930.0,7816.0,7190.416666666667,6643.833333333333,6413.916666666667,7817.666666666667,12.0,12.0,12.0,12.0,3.0,24268,2022,5236.896967791832,0.8543949906438124,0.9979714040559922,0.9630709192083967,0.8838355012845084,0.883071394507701,4428.390111839515,5570.045297089303,5312.4107915505165,4856.190255027736,
alpineshell_000609::1,1,3690.5279263305624,4610.805631627882,5230.777113346069,6095.388882778242,6927.147954797631,4683.701706938042,4683.701706938042,,0,False,West,2160.0,2288.0,2103.8333333333335,2226.8,,,12.0,12.0,5.0,,,24290,2024,3263.417161693667,0.7879511030481989,0.9844362259017951,1.1168040666632626,1.3014041593957715,1.4789899930083799,2528.1043651341806,3378.6273505726754,,,
