key,n_excluded,pred_y1,pred_y2,pred_y3,pred_y4,pred_y5,plateau,model_plateau,anchor_level,n_local_mature,proxy_used,region
rocketwashnc_000309::5,1,6086.349268162131,7197.573222949166,7404.3118654746095,7685.522224482745,7852.304898157971,7427.232633741423,7427.232633741423,8701.961538461539,2,False,South
rocketwashnc_000309::7,1,7075.610938163132,8546.051557789657,8669.026151767428,8682.84887652366,8654.237329500658,8862.04780345001,8862.04780345001,,0,False,South
rocketwashnc_000309::9,1,7905.7658588573795,9741.928474054152,10142.086080345203,10498.608907355188,10654.5130322633,10148.014132722004,9703.149577585804,10589.23076923077,8,True,South
rocksedge_000548::1,1,5588.793613964848,7151.752711649263,7412.472549674796,7483.261229827486,7450.186219728765,7511.522102493509,7511.522102493509,2831.6923076923076,1,False,South
rollingthunder_000507::1,1,6585.0588596454045,8256.613010171266,9075.415465523249,9384.066044745554,9512.040800330611,8921.48486754521,8921.48486754521,8356.538461538461,1,False,Northeast
route66cw_000310::1,1,3414.591765132064,4447.804520013297,4765.554533392457,5087.3972872524955,5453.154497818455,4554.089507733632,4554.089507733632,29833.153846153848,1,False,West
sammysexpresscw_000254::3,1,5342.104687781931,5938.024301178525,6063.637710981013,5968.639886123826,5948.897640269934,6252.249390483586,6807.219504127239,6605.538461538462,3,True,Northeast
saratogahonda_000546::1,1,5562.121595493579,6015.178034542748,6438.903161140263,6969.4126199770135,7392.969792432635,6292.758528774999,6292.758528774999,10807.076923076924,1,False,Northeast
scarboroughtravel_000540::1,1,7307.335009762639,8343.340313130731,8248.730120468454,8176.514564277502,8155.781785753744,8537.260942825002,8537.260942825002,,0,False,South
scrubblesstl_000578::1,2,4502.788522064368,5691.868060418355,6723.303821395319,7959.522736922729,8788.280669971791,6069.414219592293,7557.772951058392,6306.615384615385,4,True,Midwest
scrubblesstl_000578::11,1,4940.113611901994,6042.420096412335,6956.24670496154,8031.437918813662,8790.66758262835,6418.34010541645,7314.475525715456,6822.692307692308,5,True,Midwest
scrubblesstl_000578::4,1,4593.195042656905,5782.229110062012,6804.284965908159,8025.503989283516,8849.041360360736,6162.826804706864,6930.06188686681,6330.153846153846,4,True,Midwest
scrubblesstl_000578::6,1,4789.292709225605,5974.0880210497635,7029.874743931323,8303.213691033337,9170.092820956006,6360.520831644052,7063.657799841454,6846.2307692307695,4,True,Midwest
scrubblesstl_000578::7,1,4703.222410647661,5872.315519266075,6871.065876276116,8060.847857822825,8872.332321777645,6252.862008224107,6906.374586589933,6306.615384615385,4,True,Midwest
scrubblesstl_000578::8,1,4507.913344462348,5775.882590633958,6907.63373485956,8265.758056836088,9154.762190648336,6168.538680197869,7136.309851190985,6846.2307692307695,4,True,Midwest
seafordcarwash_000354::1,2,2708.5251627140756,2964.3834879679525,2984.575903649549,2899.5591766319867,2872.9017540806403,3109.991493799192,5009.5632815452955,3212.5384615384614,5,True,Northeast
seagovilleexpcw_000563::1,1,6395.736212370506,7759.043997803664,8006.203958046183,8238.769072767169,8346.668803399278,8054.049992643392,8054.049992643392,5992.820512820513,2,False,South
shammysunlimited_000449::1,1,6938.481194286247,8469.269282096235,8744.8129302516,8971.879970012327,9064.194280994228,8803.520757559281,9067.173051887436,8880.897435897436,4,True,South
shammysunlimited_000449::2,1,6597.431286495761,7679.323475310524,7679.127430821328,7656.566402044921,7641.979854966531,7894.614183917338,7894.614183917338,,0,False,South
shammysunlimited_000449::4,1,5989.2439408289065,6896.023437692963,7126.410182542381,7022.339355216544,7049.855857185815,7270.43535921733,7270.43535921733,,0,False,Midwest
shammysunlimited_000449::5,1,6896.664074180832,7725.501810185015,7581.709778857803,7481.944451305711,7455.937752478406,7867.653459189342,7867.653459189342,,0,False,South
shammysunlimited_000449::6,1,6382.592314864923,7811.12314568954,8517.102155764047,9540.3035721379,10178.499632213228,8124.189043594477,8124.189043594477,14283.96153846154,2,False,South
shortmancw_000600::1,1,6173.092754863211,7548.002896664083,7695.436469797299,7724.7379475746175,7699.489459033444,7848.945795194541,7848.945795194541,,0,False,South
shortmancw_000600::4,1,5996.429983719463,6782.600329395543,6804.056145121261,6925.402258103124,7023.953487390702,6924.176149881978,8274.87981999017,6991.307692307692,3,True,South
skiatookexp_000509::1,1,6577.28650167005,7893.460344197531,7985.655197030166,7989.004539850878,7962.565882623751,8173.287633345288,8173.287633345288,,0,False,South
smittyscw_000489::1,1,6567.061878988403,7364.36675778542,7230.97078920373,7137.486940097752,7112.697996844484,7501.941541635515,7501.941541635515,,0,False,South
smittyscw_000489::10,1,4947.2858013702125,6085.284365897507,6065.021869040149,5873.697940459726,5729.793620578203,6336.376348377978,6336.376348377978,3678.0,1,False,South
smittyscw_000489::12,1,6494.062331062157,7646.06035274817,7986.338283683018,7929.575776571656,7958.078188395127,8083.987801592991,8083.987801592991,,0,False,Midwest
smittyscw_000489::14,1,6021.837521894219,7169.035032259628,7526.897258640404,7500.4997669218255,7526.305752911401,7590.069380192403,7590.069380192403,,0,False,Midwest
smittyscw_000489::15,1,5270.069974569846,6478.321433964334,6280.149510724731,5717.125555761918,5617.473369575681,6559.78479213792,6559.78479213792,9717.692307692309,2,False,West
smittyscw_000489::16,1,5277.891282300981,6397.518912198951,6270.552568628599,5834.140380318949,5826.638404542617,6459.78067614345,6459.78067614345,,0,False,West
smittyscw_000489::3,1,7045.142802700949,7913.469650738982,7776.023856286461,7678.165917944655,7651.531948997446,8064.6211368972545,8064.6211368972545,,0,False,South
smittyscw_000489::4,1,4552.416589470711,5066.66975519819,4912.182563901356,4771.448226062504,4713.237983106178,5151.487355004143,5151.487355004143,6411.846153846154,1,False,South
smittyscw_000489::5,1,7380.272665890491,8220.399740267605,8046.0963956136975,7930.561508277667,7902.876925231564,8359.668953577157,8359.668953577157,,0,False,South
smittyscw_000489::7,1,6038.6413411785325,6933.22377139258,6880.981505433282,6825.264696849819,6801.9679422650515,7104.026157478166,7104.026157478166,,0,False,South
smittyscw_000489::8,1,7527.268708836143,9182.498815628634,9680.164071882267,10287.185148918416,10625.726918481523,9543.616601424985,8980.287272264359,9652.423076923078,4,True,South
smittyscw_000489::9,1,4543.033312661558,5433.170056191871,5488.577655651917,5487.3379901774715,5469.135429712848,5621.247083044869,5621.247083044869,,0,False,South
snapclean::5,1,5722.620955116712,7138.673893740233,7084.589559055007,6668.562836808148,6664.790374053714,7249.3678680562525,7249.3678680562525,,0,False,West
snapclean::6,1,7099.0343369759685,8617.644529778278,8783.804975503472,8842.965940381298,8836.95434607796,8946.568975305168,6579.418136666327,11437.46153846154,3,True,South
snappykedzieew_000336::1,2,5954.297506714688,6470.639451158911,6502.610994862993,6285.468261125822,6324.85441816512,6769.945586102912,6769.945586102912,2808.6923076923076,1,False,Midwest
snappyscarwash_000115::6,1,6974.723243638648,8661.054507872863,9717.0258652292,11354.903044914972,12443.23961686147,9037.53925438848,9088.149070559464,8839.0,5,True,South
soakaustralia_000409::2,4,1836.5573843169495,1984.435269691346,1836.257619477413,1682.0273916983178,1610.507513460225,2002.3026354669184,2002.3026354669184,5361.346153846154,14,False,South
soakcitycw_000334::1,1,6586.416129104159,7951.5099475989155,8064.375614000147,8076.5526001819935,8049.930667285168,8244.648104450427,8244.648104450427,,0,False,South
soapysams_000388::1,1,6034.144624983113,7173.991490276662,7821.472706490434,8277.00538763202,8620.703982489857,7594.0506947458525,7594.0506947458525,9708.846153846154,1,False,Midwest
soapyshark_000467::1,1,5832.109915636992,6916.78742455463,7044.071096663168,7169.793134078817,7231.359261905287,7142.306324111759,8584.173231047802,7039.0,6,True,South
soapyshark_000467::2,1,6305.858741697798,7790.169128855009,7969.340771034161,8004.636625041913,7972.761168580779,8119.489956749666,8379.295000575103,8385.884615384615,4,True,South
solarcity_000522::1,1,8829.686380488141,10858.32463156394,11665.706659642525,12728.324553859726,13351.421324445995,11305.80097201444,9104.958548032866,11591.747863247863,4,True,South
sonicsuds_000319::1,1,5166.426913289109,5893.0166553857125,5838.890290518669,5796.221637565678,5783.761459885263,6028.507149122773,7874.816574158937,6315.7692307692305,9,True,South
sonicsuds_000319::2,1,7038.937009367371,7897.135314939077,7755.910544825179,7656.665726810205,7630.256534759767,8045.584243956915,9126.919662130009,7966.615384615385,4,True,South
sonicsuds_000319::4,2,4943.6860054299395,5621.257848376527,5561.576711042392,5517.147634343066,5505.109726162707,5746.052101061221,7649.7739391372015,6125.461538461538,8,True,South
sonoranexpress_000053::2,1,3614.515743394213,4271.096635680092,4211.556568046589,4017.1347390070473,4102.672148765865,4290.188847703208,4290.188847703208,2834.3076923076924,5,False,West
sparkyscw_000470::1,1,8272.186346193874,10398.377538759818,11679.526913516798,13586.471053419482,14823.7212790031,10879.516643491514,9854.54428264595,11357.115384615385,8,True,South
speedypetescw_000330::1,1,6709.251164295351,7624.053090017794,7531.492681999524,7454.76378535902,7429.126136164512,7792.111058220111,7792.111058220111,,0,False,South
splashautowash_000490::1,1,5955.85240289436,7535.707961990763,8993.199484618834,10772.830201244502,11962.054727617926,8036.425445883116,8036.425445883116,8603.026515151516,2,False,Midwest
splashbrothers_000419::1,1,7214.070388482632,8612.591764170313,8731.698700179622,8789.815379585742,8798.778463618248,8907.141012779577,8907.141012779577,21643.26923076923,2,False,South
splashfl_000574::1,1,7241.166689457204,8370.185794030558,8730.316431782752,9477.514497542325,10038.639583094407,8590.447874755462,8590.447874755462,24887.41452991453,2,False,South
splashfl_000574::2,1,7683.097139615981,9148.073131657538,9712.159508969564,10720.960169142609,11452.511482099955,9455.057752560971,9455.057752560971,13688.568376068377,2,False,South
splashfl_000574::4,1,7312.714091735076,8924.141363647914,9383.774645099857,10026.886182944823,10439.606273831438,9275.892704175278,9275.892704175278,15612.538461538465,2,False,South
splashzonecw_000335::3,2,6078.119064412763,7145.764520796859,7107.221411558649,7005.217056737656,6938.269139920977,7363.567656506316,7363.567656506316,5950.1461538461535,2,False,South
statestautowash_000383::1,1,6458.0274422201155,6762.251940401831,6726.683347857401,6509.549402985737,6620.357671384147,7038.447755808625,7038.447755808625,8503.692307692309,1,False,Midwest
statestautowash_000383::2,1,5451.8203158098495,5675.546605989577,5565.115259986298,5274.072053567261,5306.133696558897,5902.442597457195,5902.442597457195,5167.75,1,False,Midwest
statestautowash_000383::3,1,6729.272516143621,7086.431553851475,6921.877056332679,6481.8319449192895,6454.0762486301,7381.830946526605,7381.830946526605,7110.461538461538,1,False,Midwest
statestautowash_000383::4,1,5684.841841890382,5952.509241435201,5877.145208078225,5617.758568114408,5671.555538455614,6195.612234859987,6195.612234859987,4928.923076923077,1,False,Midwest
steelimage_000266::1,1,2446.897253698527,3019.9800452441636,3084.1653879076534,3084.704772418287,3211.565625239407,3060.3873905433657,6495.035090495215,2834.3076923076924,3,True,West
stevenscreek_000445::1,1,8464.40412005804,11101.860439973709,11300.51520542751,10933.972509717163,10998.01616212421,11381.620867271127,11381.620867271127,12302.615384615385,2,False,West
streetxpress_000577::1,1,10128.741521985452,12744.624421948558,13142.505534203252,13256.500338406797,13213.009221721297,13337.178169734532,8045.225400375227,14546.46153846154,7,True,South
sudsbucketcw_000442::1,1,3916.762813782203,4588.338366375518,4576.7163071642035,4539.223231955802,4514.457668775213,4724.186057656592,7243.788119971301,4089.153846153846,3,True,South
sudsdeluxe_000305::10,1,7007.870522259469,7490.208893307084,6769.247313044597,6002.931703981346,5646.595944757035,7535.905081031709,7535.905081031709,12012.076923076924,1,False,South
sudsdeluxe_000305::3,1,5795.143750902503,6851.574455214003,7871.806192766264,9668.636568004904,10940.831433272237,7069.799481023722,7069.799481023722,,0,False,South
sudsdeluxe_000305::4,1,7746.944811263689,8633.35526672275,8409.953823980215,8233.497281048194,8172.091997671602,8780.790522328249,8780.790522328249,12012.076923076924,1,False,South
sudsdeluxe_000305::5,1,6269.522422158939,7590.879457772949,7644.644518512795,7566.551042588816,7485.732515059702,7875.934809756068,8036.871334244456,8115.615384615385,9,True,South
sudsdeluxe_000305::6,1,7388.135270204351,8320.798085963557,7229.720087402562,5937.642083019382,5354.9442051694705,8485.362110035861,8485.362110035861,955.0,1,False,South
sudsdeluxe_000305::7,1,6909.407954805402,7475.101250052418,7234.324842076287,7125.613453015191,7127.786339438724,7544.887816412831,7544.887816412831,,0,False,South
sudsdeluxe_000305::8,1,7435.440759590473,9348.62736384135,9579.615037387171,9573.80453522982,9489.489667885053,9781.664593818525,8286.687419360633,10038.692307692309,8,True,South
sudsdeluxe_000305::9,1,7347.503390712508,9344.862866388705,9442.38775426487,9322.287093839088,9226.902496005485,9802.084768150826,7970.379976861359,10323.692307692309,5,True,South
sudsnvac_000604::1,1,6239.0063916873705,7693.105714168058,8598.986298681883,9384.743921953685,9887.389529392656,8179.597733000619,7494.057227752991,9162.63247863248,4,True,Midwest
sudstop_000639::1,2,8789.81249626357,11041.98436738056,12258.69879295044,14008.590789182692,15118.474230094773,11551.291969226537,8243.706332360505,12151.807692307691,4,True,South
sudstop_000639::10,1,4984.4206096075695,5993.052857879349,6391.326588423879,6974.169698194602,7336.544095494571,6208.1871939155435,6208.1871939155435,4660.467032967033,2,False,South
sudstop_000639::5,2,5927.8028882260905,6616.16692317409,6349.095892778691,6060.058439972694,5921.4019596608605,6731.753083467672,6731.753083467672,5469.692307692308,7,False,South
sudstop_000639::6,1,6446.267714844097,7206.701910426982,7012.736454006674,6841.017934330376,6772.1671256092695,7335.6530158222195,7335.6530158222195,6519.076923076923,2,False,South
sudstop_000639::7,1,7160.653223616537,8158.107943892501,8068.526152828078,7990.588857739112,7963.160605958048,8343.264050302416,8343.264050302416,,0,False,South
sudstop_000639::8,1,7261.066759973394,8227.925981984348,8115.467302030026,8024.693319233597,7994.961819282835,8403.444902757437,8403.444902757437,8123.7307692307695,2,False,South
sudstop_000639::9,3,7133.355308638683,8364.71175635983,8379.162353343732,8346.056616541675,8317.993071303901,8614.388645527364,8614.388645527364,,0,False,South
sudsyscarwash_000327::1,1,6246.329248963654,7466.642953626923,8415.891417781619,10014.345415367936,11107.278052946456,7724.258567354955,7724.258567354955,6163.153846153846,1,False,South
sunnydazecw_000529::1,1,6527.685448796835,7860.034158378749,7962.919247178596,7971.133318003252,7944.812803776645,8144.913233478985,8144.913233478985,,0,False,South
sunrisecw_000343::1,1,2611.971616116369,2912.2985189084916,2971.67699624634,2916.315699589992,2900.199835756202,3068.5891771579136,4809.74399532248,3212.5384615384614,3,True,Northeast
sunshineexp_000444::1,1,4954.088062232294,6611.31682941744,6742.899839579351,6504.750666097169,6510.794844892301,6799.325786182672,6799.325786182672,,0,False,West
superduck_000438::1,1,6741.088546849874,7936.866099548258,8217.410105210996,8716.565539184545,9070.969048301296,8181.630784801591,8181.630784801591,6899.714285714285,1,False,South
superduck_000438::2,1,5686.845245815778,6853.09169668658,6929.506042034723,6914.512814001605,6877.493404196396,7102.78964728128,7102.78964728128,3848.1153846153848,2,False,South
superduck_000438::4,1,6723.3821752441145,8574.661018879508,8853.302254495999,8899.810766636578,8840.800946120946,8999.515853963285,8752.707379501633,9167.846153846152,12,True,South
superduper_000580::1,1,3971.878649413367,5543.693566024354,5788.257902484494,5731.631980477939,5781.712845190443,5746.390091306774,8978.302981884952,5662.333333333333,7,True,West
superfineautospa_000443::1,1,5090.789380719697,7193.147377484279,7528.754006743639,7456.26878232232,7507.13175014688,7471.697708627351,5407.672048195949,9082.23076923077,11,True,West
superscrubcw_000402::1,1,4099.52483231857,5398.166333088358,5609.669090917748,5624.977054913715,5777.7369075548095,5538.203608158984,5538.203608158984,4642.25,3,False,West
supersplishsplash_000385::1,1,8641.302508959832,10522.724559470926,11080.84281602923,11780.330370761154,12179.636265797775,10932.133943355608,11162.328102418738,10671.346153846152,6,True,South
supersudsga_000350::1,1,6608.675619895821,7777.885483466139,7923.9870604853395,8105.014677343836,8207.085891984587,8016.997334152089,9051.568342915834,7886.192307692308,6,True,South
swishcw_000351::1,1,6360.423366866701,8003.3449276326355,8158.714858949316,8093.581045086011,7988.049774590773,8375.514317433855,7215.104862665654,8864.153846153846,13,True,South
texaspridecw_000612::1,1,9962.99098142454,12673.569036607463,13094.315337752363,13236.177303927485,13211.74656585892,13294.15702754952,9434.699979562689,14850.6,3,True,South
thegoodwash_000590::1,1,6444.454830669564,8029.163292365472,8248.676318463811,8307.965629738674,8281.573019351423,8384.319736930613,8384.319736930613,9238.423076923076,2,False,South
thoroughbredcw_000304::1,1,6215.423748683374,7589.171927932664,7732.996871561118,7760.515182928234,7735.126518943795,7889.272519940212,7889.272519940212,,0,False,South
thoroughbredcw_000304::10,2,6766.880726429642,7964.491756633734,7991.075044151937,7965.199859158975,7938.48620608787,8209.440609033933,8209.440609033933,,0,False,South
thoroughbredcw_000304::11,1,6478.144541662762,8047.109480457944,9033.276035078145,9872.615618760694,10389.456482955457,8563.443923765284,8563.443923765284,7643.307692307692,1,False,Midwest
thoroughbredcw_000304::12,1,5412.084173814634,6680.068922186051,7352.818913223132,8337.030517604204,8959.447858182413,6961.081785789418,8041.934538227161,7350.307692307692,3,True,South
thoroughbredcw_000304::13,1,7005.866984510042,8983.917035129405,9318.211494361734,9412.392760292876,9372.53875165801,9440.065026028546,8379.608765834219,10616.846153846154,3,True,South
thoroughbredcw_000304::15,1,6893.2868627610615,8189.879969513255,8748.318291152531,9623.471664579698,10185.925379962622,8460.426625000739,8460.426625000739,6879.346153846154,2,False,South
thoroughbredcw_000304::16,1,4798.50327178758,5676.3659476420435,6266.334114704194,7274.5558723760305,7963.740388109447,5857.915822106664,8030.230238261537,5295.307692307692,3,True,South
thoroughbredcw_000304::17,1,6808.903129700993,8027.990278882528,8874.036002678475,10335.843398617932,11340.449584030835,8278.312586980697,8278.312586980697,6420.538461538462,1,False,South
thoroughbredcw_000304::18,1,6738.325175320518,8063.576031815617,8740.062610838928,9805.953616344714,10498.7097254592,8343.902687206271,8343.902687206271,5857.923076923077,2,False,South
thoroughbredcw_000304::19,1,4886.290058157187,5583.064005203581,5747.966173422118,5648.76817036619,5671.557172349305,5880.381275543267,5880.381275543267,,0,False,Midwest
thoroughbredcw_000304::2,1,6133.549540343919,7473.249639553978,7608.221444459199,7632.3886116351905,7607.384036930685,7765.019801965258,7765.019801965258,,0,False,South
thoroughbredcw_000304::20,1,4750.5676831302435,6468.252963265703,6647.5930657591625,6455.5840810876725,6464.154252029136,6676.007301493306,6676.007301493306,,0,False,West
thoroughbredcw_000304::21,1,6515.167005890566,7729.277274706144,8101.947196651403,8064.393223410739,8092.527166990197,8179.6790166626,8179.6790166626,,0,False,Midwest
thoroughbredcw_000304::24,1,5234.043017135708,6439.894553762863,5818.7177376419795,4941.584524048948,4766.282659395589,6522.053293160666,6522.053293160666,,0,False,West
thoroughbredcw_000304::25,1,6169.525074983751,7700.578870940383,7156.7879215282455,6463.256688518572,6500.0989915253,7820.860957968936,7820.860957968936,8570.833333333334,1,False,West
thoroughbredcw_000304::4,1,6626.792076629299,7635.703099529254,7893.619069340223,7780.332587805072,7810.733904608835,8051.032122568244,8051.032122568244,,0,False,Midwest
thoroughbredcw_000304::5,1,4949.649871786119,5568.233975809227,5508.639437891697,5493.338128335886,5506.570545175563,5676.768096716608,5676.768096716608,1498.923076923077,1,False,South
thoroughbredcw_000304::6,1,6201.361985031224,7495.7470159337245,7605.982681215326,7619.152148126101,7594.058268079661,7774.244047891132,7774.244047891132,,0,False,South
thoroughbredcw_000304::7,1,6414.330970310394,7720.304741622794,7819.99053954421,7827.455239594033,7801.601865723797,7999.348198490988,7999.348198490988,,0,False,South
thoroughbredcw_000304::8,1,4862.209533965184,5429.10570964639,5566.957800529239,5902.2011349800605,6154.83564590144,5524.53781267685,5524.53781267685,3535.0,1,False,South
thoroughbredcw_000304::9,1,6324.47107970066,7686.323598924818,8146.32509825403,8170.764942700564,8196.627561240255,8158.243080819603,8158.243080819603,,0,False,Midwest
tigerwash_000588::1,1,6932.83129279294,8779.221830947137,9650.626788359476,10782.939396551978,11449.996382252786,9200.145274671986,9200.145274671986,,0,False,South
topmartcw_000591::1,1,7160.261783331268,8035.894848573061,7893.200932117848,7792.454540806589,7765.406789250566,8187.627628519324,8187.627628519324,,0,False,South
topwash_000333::1,1,6761.3504701798365,8431.403692160222,8648.542804754434,8688.63674211537,8646.674270584945,8806.060250811652,8332.595084286859,9272.307692307691,11,True,South
topwash_000333::3,1,7169.0272290461035,8867.030549691217,9058.390047372388,9074.968204411687,9023.33428569444,9244.315392870987,8880.085786937465,9555.384615384615,10,True,South
totalpackagecw_000206::3,1,5941.000119627461,7174.256748649037,7363.503207653771,7520.979521727316,7586.282156438061,7439.199604525675,7312.077338700005,8283.692307692309,4,True,South
towncenterauto_000471::1,1,6455.17848440063,7494.102277003403,7968.0532619597825,8222.342096439299,8473.053153277802,7909.304821972651,7909.304821972651,,0,False,Midwest
tridentexpcw_000630::1,1,7190.599100289374,8921.362042523177,9590.672852190375,10433.578802716504,10915.700712301794,9307.369452109358,8922.584298411653,9343.846153846154,3,True,South
trucarwash_000391::1,1,4634.283579684269,5437.7646388465355,5518.451467394676,5615.076282877519,5668.975512465372,5600.9347368432245,6912.826354952873,5536.164835164835,4,True,South
trueclean_000554::1,1,5666.158757813922,7940.677106290888,8247.104347210063,8080.77786527383,8095.119902224487,8236.722369352758,8737.053012861996,8212.76923076923,3,True,West
trushine_000114::5,1,6198.063253662255,7368.437666206594,7767.082338673241,8376.747373813883,8764.57377286495,7612.946665975073,7612.946665975073,5571.846153846154,2,False,South
trushine_000114::6,1,5582.786662052898,6795.95030937213,6888.233213044554,6866.524849214379,6818.197152323909,7059.809234740849,7059.809234740849,7485.692307692308,1,False,South
trushine_000114::7,1,6164.374643669912,7582.943558288031,8158.048663862323,8930.8679097417,9392.096369120029,7895.974340671161,7895.974340671161,5329.538461538461,2,False,South
trushine_000114::8,1,6366.62405733276,7807.124545115211,8273.497949032673,8845.434269653646,9165.99180778909,8123.672408813107,8123.672408813107,6408.923076923077,1,False,South
tsunamicarwash_000122::10,1,5488.987501082284,6433.805671328789,6931.885463149015,7252.753857030625,7518.221273485969,6798.486548514152,6798.486548514152,5982.423076923077,2,False,Midwest
tsunamicarwash_000122::11,1,4626.156823520726,5327.762881154631,5506.35918214158,5426.372372146986,5447.616938158951,5617.1898557445875,5617.1898557445875,,0,False,Midwest
tsunamicarwash_000122::16,1,4747.778223894248,5906.398370948042,6342.3932152703355,6436.117120436184,6472.482788664438,6286.470134874783,6330.906654544909,7313.2692307692305,4,True,Midwest
tsunamicarwash_000122::3,1,5531.397225423337,6670.495011159631,6837.588494981964,6548.358170469411,6402.076756137953,7073.395035835818,7073.395035835818,10442.692307692309,2,False,Midwest
tsunamicarwash_000122::5,1,5035.372067822437,6289.929998497399,6401.749176772963,6032.006271996394,5820.502953244258,6697.900677775517,6697.900677775517,9661.384615384615,1,False,Midwest
tsunamicarwash_000122::6,1,5919.265486915483,6751.371183546056,7161.609653474349,7390.269465917553,7645.077410333354,7109.276174914379,8882.402391001859,7560.923076923076,4,True,Midwest
tsunamicarwash_000122::7,1,6333.537386111285,7509.934560888516,7870.14289365368,7832.351309144501,7859.731477316581,7947.0480226524,7947.0480226524,,0,False,Midwest
tsunamicarwash_000122::8,1,5949.692766837656,7128.5687376023825,7576.29138305954,7677.665650877422,7772.642355628203,7553.158870880297,7553.158870880297,4414.307692307692,4,False,Midwest
tsunamicarwash_000122::9,1,5334.563316998661,6780.088226097249,7132.415593281308,6983.820013627493,6852.986819158508,7234.34258472936,7419.594654852064,8278.692307692309,3,True,Midwest
unclecharlies_000603::1,1,5022.985109432202,6078.341453429884,6154.0362289302875,6140.709823049508,6105.068308939631,6305.820113271232,6970.875543455994,6262.884615384615,4,True,South
ustop_000276::1,1,4221.428665205286,4634.407987745713,5148.829374776648,5823.981235846176,6421.1674456353985,4855.488733994223,4855.488733994223,2218.3846153846152,1,False,Midwest
ustop_000276::4,1,4180.766784381345,4525.946830255138,4650.149632886984,4669.145385271183,4811.24114177086,4732.814552072176,4732.814552072176,2343.846153846154,1,False,Midwest
varsitycarwash_000227::3,1,6371.053529306156,7942.353675509518,8661.04003841103,8996.960821051796,9174.051103827072,8455.505358459754,8455.505358459754,7867.153846153846,1,False,Midwest
vibecw_000482::1,1,8234.661442904979,10025.756425963977,10587.11803983236,11306.552618376722,11722.571780905117,10415.408321718318,9699.750455286814,10671.346153846152,8,True,South
vibecw_000482::2,1,8047.236423868431,9748.193304333974,10119.197610692649,10538.24813426937,10762.977425717536,10115.428759353345,9101.117496521128,10671.346153846152,8,True,South
vibecw_000482::4,1,8588.771090725304,10427.725547788838,10854.054063230848,11325.596559674354,11572.281027930603,10826.131316345036,8988.602416572458,11179.0,4,True,South
vicsexpress_000463::1,1,4704.997632839605,6500.5374432726285,6541.470540294173,6120.4608239084855,5977.399803035608,6726.457930240882,7703.756382383377,7164.076923076923,7,True,West
victorycarwash_000375::1,1,2187.439631008276,2514.381933433952,2405.0599298349784,2185.4113930164403,2179.3432651653015,2510.889581467095,2510.889581467095,,0,False,West
visioncw_000617::1,1,10058.143333463193,13055.636693286971,14119.142440860523,15161.297271946343,15655.56074461614,13753.778316732169,11128.7313056229,14534.628205128203,4,True,South
vortexcw_000500::1,1,5338.834869198863,6645.208083119655,7576.814339429784,9027.284765953378,9988.214779256476,6937.660631746416,6937.660631746416,3188.6923076923076,1,False,South
wash37135_000143::3,1,6595.253338969208,8018.510599620981,8156.100673212251,8178.847901874758,8152.01491626844,8327.499670436944,8327.499670436944,,0,False,South
wash37135_000143::4,1,6011.129345698772,7345.106194064402,7486.551628526605,7514.173832068766,7489.602914114269,7636.819718744084,7636.819718744084,,0,False,South
washashorecw_000139::3,1,6354.953781238084,7689.734109927995,7819.708936645897,7774.422777614753,7758.078514623515,7968.000497069675,7968.000497069675,,0,False,Unknown
washboxcw_000392::1,1,5682.477917435971,6756.838127392662,6809.115690285479,6800.25218085134,6777.605700861722,6981.376269524574,6981.376269524574,,0,False,South
washcity_000125::11,1,11154.917249844915,13952.884239806885,15153.594903276557,16695.991270588576,17592.728091759884,14582.712724913175,10524.360558146118,16091.777777777776,4,True,South
washcity_000125::9,2,8731.097788311554,11193.73651683292,11579.122339458729,11643.354182328332,11561.7364039152,11761.522811565164,7381.755304490149,13030.346153846152,10,True,South
washngoca_000606::1,1,5745.953370750826,6992.547342116727,6865.7669558212865,6398.479689547148,6390.909710076812,7066.244707479672,7066.244707479672,,0,False,West
washnroll_000485::1,2,7330.120143586181,9143.33608813787,10366.746475174195,12257.964879808424,13509.207148885327,9550.243503774684,9117.712280507823,10561.692307692309,3,True,South
washnroll_000485::2,2,7300.926816472312,9167.121727855209,10404.065942688483,12296.685807117105,13545.891630227066,9588.927706499917,9722.388956985133,9626.923076923078,4,True,South
washnroll_000485::3,2,6230.064438255359,7456.914932092556,7719.335127886739,8037.644473745885,8213.945857564528,7716.525386247607,9727.3084724512,7602.846153846154,9,True,South
washnroll_000485::4,2,9335.264527960591,11797.332617352316,12383.858646947048,12833.414639178596,12998.641215703588,12357.491258158769,9541.908795320936,13630.46153846154,5,True,South
washnroll_000485::6,1,4856.1151140371985,5539.231686515607,5492.068233318063,5458.744944167652,5451.051684127608,5666.630320271219,7500.649749394896,4995.461538461538,3,True,South
washrite_000380::1,1,7605.200758640939,9929.567267268949,10599.546862487286,11109.277255813791,11294.539708748009,10473.334055714911,8874.562902603268,11266.846153846154,3,True,South
washrite_000380::2,1,7350.655829819135,8757.566845584448,9094.531315515656,9518.214802066052,9759.104819980204,9052.729229693769,9052.729229693769,9715.423076923078,2,False,South
washrite_000380::3,1,7537.001849793174,9874.91132606992,10444.589960499394,10769.69823546436,10838.583191078274,10423.237680024691,8407.805373916912,11600.0,3,True,South
