key,lat,lon
rollingthunder_000507::1,40.31176,-76.586117
route66cw_000310::1,34.061355,-117.777604
sammysexpresscw_000254::3,39.896914,-74.941531
saratogahonda_000546::1,43.057577,-73.786868
scarboroughtravel_000540::1,33.176542,-97.094762
scrubblesstl_000578::1,38.789525,-90.571778
scrubblesstl_000578::11,38.668895,-90.612761
scrubblesstl_000578::4,38.799141,-90.654985
scrubblesstl_000578::6,38.772537,-90.624789
scrubblesstl_000578::7,38.757562,-90.587083
scrubblesstl_000578::8,38.728795,-90.644412
seafordcarwash_000354::1,40.66476,-73.502306
seagovilleexpcw_000563::1,32.648057,-96.534686
shammysunlimited_000449::1,32.853502,-97.213656
shammysunlimited_000449::2,32.963373,-97.420755
shammysunlimited_000449::4,1.0,1.0
shammysunlimited_000449::5,33.136599,-97.67959
shammysunlimited_000449::6,32.638304,-97.370348
shortmancw_000600::1,36.886708,-94.877915
shortmancw_000600::4,36.030447,-95.868013
skiatookexp_000509::1,36.368216,-96.011727
smittyscw_000489::1,31.315615,-94.727825
smittyscw_000489::10,30.268706,-98.877527
smittyscw_000489::12,40.095698,-88.245452
smittyscw_000489::14,40.175742,-87.629628
smittyscw_000489::15,45.816689,-108.469619
smittyscw_000489::16,46.905768,-114.03948
smittyscw_000489::3,32.556835,-94.34946
smittyscw_000489::4,32.466824,-95.385796
smittyscw_000489::5,32.047196,-96.473176
smittyscw_000489::7,30.042449,-99.144902
smittyscw_000489::8,33.174414,-96.495114
smittyscw_000489::9,33.107829,-96.110087
snapclean::5,34.227296,-102.736223
snapclean::6,32.708644,-97.132958
snappykedzieew_000336::1,41.828324,-87.704534
snappyscarwash_000115::6,26.608253,-81.820689
soakaustralia_000409::2,26.195744,-80.289795
soakcitycw_000334::1,37.56632,-84.310934
soapysams_000388::1,41.732436,-86.159239
soapyshark_000467::1,26.706031,-80.08515
soapyshark_000467::2,26.60081,-80.205608
solarcity_000522::1,32.751157,-96.582718
sonicsuds_000319::1,34.828216,-82.34752
sonicsuds_000319::2,34.721909,-82.252667
sonicsuds_000319::4,34.828216,-82.34752
sonoranexpress_000053::2,33.392304,-112.048438
sparkyscw_000470::1,33.210684,-96.610779
speedypetescw_000330::1,32.5416,-92.633103
splashautowash_000490::1,42.329564,-83.156304
splashbrothers_000419::1,33.519728,-102.003615
splashfl_000574::1,29.129855,-81.00371
splashfl_000574::2,29.137866,-81.009766
splashfl_000574::4,29.279868,-81.082127
splashzonecw_000335::3,31.64184,-84.253736
statestautowash_000383::1,45.04743,-83.448423
statestautowash_000383::2,44.432142,-83.329703
statestautowash_000383::3,45.060675,-83.45275
statestautowash_000383::4,44.290974,-83.452809
steelimage_000266::1,33.419069,-111.970973
stevenscreek_000445::1,37.324219,-121.964759
streetxpress_000577::1,27.984235,-82.708453
sudsbucketcw_000442::1,32.990533,-83.567573
sudsdeluxe_000305::10,29.8499,-97.961478
sudsdeluxe_000305::3,30.588985,-97.657058
sudsdeluxe_000305::4,30.002378,-97.866725
sudsdeluxe_000305::5,29.665414,-95.193766
sudsdeluxe_000305::6,30.409037,-97.843131
sudsdeluxe_000305::7,29.863432,-97.960495
sudsdeluxe_000305::8,29.645968,-95.564804
sudsdeluxe_000305::9,29.431013,-98.552865
sudsnvac_000604::1,42.256351,-83.256178
sudstop_000639::1,27.448152,-82.533549
sudstop_000639::10,32.38589,-86.202806
sudstop_000639::5,25.985267,-80.176663
sudstop_000639::6,34.831019,-86.568889
sudstop_000639::7,33.808623,-85.761157
sudstop_000639::8,30.230786,-85.891522
sudstop_000639::9,30.710327,-86.122866
sudsyscarwash_000327::1,37.524444,-77.826454
sunnydazecw_000529::1,37.824852,-82.822475
sunrisecw_000343::1,40.661094,-73.558682
sunshineexp_000444::1,40.540815,-122.350515
superduck_000438::1,34.940053,-86.571808
superduck_000438::2,34.747959,-86.768514
superduck_000438::4,33.850822,-84.045673
superduper_000580::1,33.993963,-117.917852
superfineautospa_000443::1,33.838438,-118.08241
superscrubcw_000402::1,37.987804,-121.311918
supersplishsplash_000385::1,33.226224,-96.796195
supersudsga_000350::1,33.713595,-84.166463
swishcw_000351::1,29.737004,-95.526942
texaspridecw_000612::1,32.678678,-96.443582
thegoodwash_000590::1,38.297066,-77.499727
thoroughbredcw_000304::1,36.843666,-86.918568
thoroughbredcw_000304::10,38.62344,-83.787379
thoroughbredcw_000304::11,38.477538,-82.647142
thoroughbredcw_000304::12,38.412644,-82.532207
thoroughbredcw_000304::13,38.395856,-82.413439
thoroughbredcw_000304::15,38.434292,-82.013593
thoroughbredcw_000304::16,38.411242,-81.796622
thoroughbredcw_000304::17,38.352163,-81.640817
thoroughbredcw_000304::18,38.448511,-81.942794
thoroughbredcw_000304::19,38.775243,-85.40664
thoroughbredcw_000304::2,36.999729,-85.921223
thoroughbredcw_000304::20,45.65536,-118.806911
thoroughbredcw_000304::21,39.02017,-85.637546
thoroughbredcw_000304::24,46.584075,-120.595462
thoroughbredcw_000304::25,46.562675,-120.493783
thoroughbredcw_000304::4,38.957211,-85.864575
thoroughbredcw_000304::5,38.04108,-84.913095
thoroughbredcw_000304::6,37.33921,-85.355993
thoroughbredcw_000304::7,37.628909,-84.775168
thoroughbredcw_000304::8,37.825322,-85.453573
thoroughbredcw_000304::9,38.86775,-86.512944
tigerwash_000588::1,38.03603,-78.461104
topmartcw_000591::1,29.206944,-98.217314
topwash_000333::1,33.899402,-84.290175
topwash_000333::3,33.865711,-84.309208
totalpackagecw_000206::3,26.66587,-81.946849
towncenterauto_000471::1,42.732306,-83.378794
tridentexpcw_000630::1,30.776891,-81.620961
trucarwash_000391::1,37.541711,-77.372165
trueclean_000554::1,39.698793,-105.32867
trushine_000114::5,36.526759,-82.520655
trushine_000114::6,35.876471,-83.570517
trushine_000114::7,36.525449,-82.317222
trushine_000114::8,36.293068,-82.498083
tsunamicarwash_000122::10,42.988679,-88.232787
tsunamicarwash_000122::11,40.467992,-86.956464
tsunamicarwash_000122::16,43.090894,-87.978083
tsunamicarwash_000122::3,42.959928,-87.984169
tsunamicarwash_000122::5,44.272632,-88.437814
tsunamicarwash_000122::6,41.559651,-87.354697
tsunamicarwash_000122::7,41.628288,-86.73706
tsunamicarwash_000122::8,41.560352,-87.183627
tsunamicarwash_000122::9,42.889883,-87.914902
unclecharlies_000603::1,34.184416,-84.145399
ustop_000276::1,40.742077,-96.618019
ustop_000276::4,40.745266,-96.728095
varsitycarwash_000227::3,42.013027,-93.609925
vibecw_000482::1,33.05708,-96.708911
vibecw_000482::2,33.195917,-96.666694
vibecw_000482::4,32.962688,-96.73747
vicsexpress_000463::1,39.624975,-105.127335
victorycarwash_000375::1,34.484629,-117.332602
visioncw_000617::1,28.678463,-81.519739
vortexcw_000500::1,36.769737,-76.58236
wash37135_000143::3,36.07525,-87.371029
wash37135_000143::4,35.981246,-87.122221
washashorecw_000139::3,41.645614,-70.894499
washboxcw_000392::1,33.95705,-86.044624
washcity_000125::11,28.656632,-81.531358
washcity_000125::9,28.497409,-81.309441
washngoca_000606::1,32.675341,-115.3888
washnroll_000485::1,36.043864,-86.661797
washnroll_000485::2,36.07446,-86.923899
washnroll_000485::3,36.119663,-86.774441
washnroll_000485::4,36.145506,-86.870918
washnroll_000485::6,34.766812,-86.882772
washrite_000380::1,39.242015,-81.536585
washrite_000380::2,39.405323,-81.41306
washrite_000380::3,39.323046,-81.550661
washrite_000380::4,39.28335,-81.548116
washrite_000380::5,39.28212,-80.268502
washrite_000380::6,40.375979,-80.705809
washrite_000380::7,39.909698,-80.749338
washrite_000380::8,39.543862,-82.427792
washrite_000380::9,40.392591,-80.54966
washup_000294::1,41.457865,-87.059044
washup_000294::2,41.598527,-87.173266
washup_000294::3,41.696717,-87.519605
washup_000294::7,41.550239,-87.413761
washwizard_000252::3,32.973445,-80.139126
waterscarwash_000245::4,28.113759,-81.639251
waterscarwash_000245::5,27.998533,-81.924698
waterscarwash_000245::6,27.051253,-82.407997
waterscarwash_000245::7,28.311035,-81.667598
waveswash_000587::1,-27.890643,153.31359
westchestercw_000036::10,40.046898,-75.142351
wetrabbitexpcw_000325::1,47.174802,-122.483329
wetrabbitexpcw_000325::3,48.061969,-122.177575
wetrabbitexpcw_000325::4,48.001615,-122.108618
whitecap_000597::1,36.515048,-87.315696
whitecap_000597::3,34.019774,-84.553605
whitecap_000597::4,34.003388,-83.911124
willyswash_000501::1,36.736437,-97.066693
woodys_000289::1,27.893632,-82.522316
woodys_000289::10,27.848864,-82.35073
woodys_000289::11,27.125499,-82.454179
woodys_000289::12,28.656632,-81.531358
woodys_000289::13,28.656632,-81.531358
woodys_000289::14,28.656632,-81.531358
woodys_000289::15,27.893922,-82.492683
woodys_000289::16,28.032072,-82.504298
woodys_000289::18,27.431781,-82.394717
woodys_000289::19,27.386783,-82.437765
woodys_000289::20,27.853499,-82.230358
woodys_000289::3,27.738547,-82.679384
woodys_000289::5,28.186252,-82.406981
woodys_000289::6,27.711945,-82.333726
woodys_000289::7,27.823479,-82.727907
woodys_000289::9,28.194343,-82.525157
wowcarwash_000158::3,34.000859,-83.710324
yamatogas_000504::1,26.394565,-80.103134
zakscw_000456::1,36.847105,-94.390532
zelocw_000544::1,39.676881,-104.77012
zippycarwash_000145::10,34.207469,-84.80026
zippycarwash_000145::11,33.652037,-86.816677
zippycarwash_000145::12,34.912069,-88.503452
zippycarwash_000145::13,38.689465,-75.397977
zippycarwash_000145::14,41.720445,-83.606072
zippycarwash_000145::15,34.708776,-86.745277
zippycarwash_000145::16,34.010692,-85.032724
zippycarwash_000145::9,34.757723,-86.681152
zips_000468::1,34.113017,-84.556984
zips_000468::10,27.608964,-81.515064
zips_000468::11,28.346952,-81.657022
zips_000468::12,28.55045,-81.601237
zips_000468::14,30.198546,-97.993077
zips_000468::15,37.989779,-84.209507
zips_000468::17,32.453073,-97.732865
zips_000468::18,30.153066,-95.218613
zips_000468::3,35.663206,-78.847305
zips_000468::4,35.374739,-77.943811
zips_000468::5,38.180503,-85.859102
zips_000468::7,28.62856,-81.207072
zips_000468::8,28.360449,-81.243562
zips_000468::9,27.951923,-81.618704
