site_key,client_id,site_id,latitude,longitude,,created_date,first_hour,last_hour,hours_observed,span_days,span_years,washes_year_1,washes_year_2,washes_year_3,washes_year_4,washes_year_5
championcarwash_000085___1,championcarwash_000085,1,36.256564,-86.655766,,2018-06-27 16:14:11,2020-01-01 0:00:00,2026-07-08 23:00:00,30189,2380,6.516084873,,17668,41769,49470,49066
acesamericacw_000175___1,acesamericacw_000175,1,33.967416,-118.0418,,2019-07-24 15:29:27,2020-01-01 0:00:00,2026-07-08 3:00:00,32175,2380,6.516084873,38692,165360,199174,183123,186115
championcarwash_000085___2,championcarwash_000085,2,36.308466,-86.663214,,2018-09-17 16:39:55,2020-01-01 0:00:00,2026-07-08 23:00:00,30240,2380,6.516084873,,32493,56757,57320,60182
championcarwash_000085___3,championcarwash_000085,3,36.397825,-87.030705,,2018-09-19 17:09:52,2020-01-01 6:00:00,2026-07-09 0:00:00,29400,2380,6.516084873,,31078,47698,49126,52740
wilkinsexpress___1,wilkinsexpress,1,42.349039,-77.308937,,2017-02-01 11:54:17,2020-01-02 12:00:00,2026-07-10 5:00:00,19262,2380,6.516084873,,,1319,10410,11528
coralspringscw_000119___1,coralspringscw_000119,1,26.286663,-80.26798,,2018-11-08 21:17:17,2020-01-01 5:00:00,2026-07-09 4:00:00,26130,2380,6.516084873,,2330,4961,1639,2256
championscarwash_000065___1,championscarwash_000065,1,29.637478,-98.482832,,2018-02-19 15:09:15,2020-01-01 6:00:00,2026-07-08 23:00:00,27985,2380,6.516084873,,11181,68600,77867,71488
octopus___1,octopus,1,31.902451,-110.986766,,2017-05-10 1:32:21,2020-01-02 14:00:00,2026-07-10 0:00:00,24630,2380,6.516084873,,,25251,89758,101775
brickyardcw_000187___1,brickyardcw_000187,1,26.341855,-80.275597,,2019-08-29 14:46:37,2020-01-01 14:00:00,2026-07-09 4:00:00,28858,2380,6.516084873,42988,92373,118154,130898,127750
dolphinautospa_000108___1,dolphinautospa_000108,1,26.049192,-81.699346,,2018-10-15 11:44:19,2020-01-01 5:00:00,2026-07-09 4:00:00,28409,2380,6.516084873,,43006,78300,89514,102826
cleanwheels_000154___1,cleanwheels_000154,1,41.161079,-104.80545,,2019-05-07 18:21:52,2020-01-01 0:00:00,2026-07-08 23:00:00,30419,2380,6.516084873,31767,107963,106828,93772,70078
briancouch_000078___1,briancouch_000078,1,37.270999,-83.238986,,2018-06-11 13:51:02,2020-01-01 5:00:00,2026-07-09 4:00:00,22643,2380,6.516084873,,13025,43683,50924,50972
donsexpress___1,donsexpress,1,36.81967,-83.319061,,2016-09-13 13:34:44,2020-01-01 14:00:00,2026-07-08 23:00:00,17272,2380,6.516084873,,,,18482,37065
encinitascw_000162___1,encinitascw_000162,1,33.054024,-117.260952,,2019-06-06 15:20:05,2020-01-01 0:00:00,2026-07-08 23:00:00,20184,2380,6.516084873,15441,54882,62813,59567,62947
bamboocarwash_000144___1,bamboocarwash_000144,1,34.34916,-84.050327,,2019-03-13 15:05:57,2020-01-01 0:00:00,2026-07-08 4:00:00,33572,2380,6.516084873,21272,144866,197729,230922,253152
mrdcarwash_000205___1,mrdcarwash_000205,1,43.316824,-88.371848,,2019-10-11 20:38:09,2020-01-02 14:00:00,2026-07-10 0:00:00,24408,2380,6.516084873,17458,35602,37686,40441,35498
cajunclean_000175___1,cajunclean_000175,1,30.370364,-88.541032,,2019-07-24 15:33:59,2020-01-01 6:00:00,2026-07-09 0:00:00,28697,2380,6.516084873,45787,122272,130134,115074,117018
ultimateshine___1,ultimateshine,1,38.041901,-84.462821,,2017-08-08 15:47:28,2020-01-02 13:00:00,2026-07-10 5:00:00,17102,2380,6.516084873,,,16389,34880,33263
seawaycarwash_000181___1,seawaycarwash_000181,1,44.43221,-73.211566,,2019-08-02 19:14:04,2020-01-02 12:00:00,2026-07-10 5:00:00,23782,2380,6.516084873,25943,52397,56843,53113,60569
seawaycarwash_000181___2,seawaycarwash_000181,2,44.43221,-73.211566,,2019-08-12 13:51:04,2020-01-02 12:00:00,2026-07-10 5:00:00,22598,2380,6.516084873,15086,32074,32611,28942,34189
bocabestcarwash_000109___1,bocabestcarwash_000109,1,26.408452,-80.146914,,2018-10-22 12:50:18,2020-01-01 5:00:00,2026-07-09 4:00:00,19124,2380,6.516084873,,23347,44295,38768,42193
buffitautowash_000111___1,buffitautowash_000111,1,34.923741,-95.750966,,2018-10-22 13:08:16,2020-01-01 6:00:00,2026-07-09 0:00:00,27924,2380,6.516084873,,58516,87362,91511,78745
grandprix___1,grandprix,1,37.959533,-122.32904,,2016-09-13 16:36:06,2020-01-01 18:00:00,2026-07-09 0:00:00,20517,2380,6.516084873,,,,10185,21461
haffners_000014___9,haffners_000014,9,42.747339,-71.203538,,2016-09-27 20:23:41,2020-01-01 5:00:00,2026-07-08 5:00:00,17666,2380,6.516084873,,,,35682,44526
allseasonscarwash_000110___1,allseasonscarwash_000110,1,40.983097,-76.023467,,2018-10-22 13:00:23,2020-01-01 5:00:00,2026-07-08 4:00:00,24068,2379,6.513347023,,39834,62706,63851,73552
championcw_000031___1,championcw_000031,1,35.167789,-79.403297,,2017-03-22 19:25:35,2020-01-02 13:00:00,2026-07-08 21:00:00,16881,2379,6.513347023,,,5105,18733,24222
sunsplash_000204___1,sunsplash_000204,1,47.140849,-119.279418,,2019-10-11 20:29:52,2020-01-03 19:00:00,2026-07-10 2:00:00,27530,2379,6.513347023,97846,186688,155250,144193,157811
kendigscarwash_000029___1,kendigscarwash_000029,1,39.942126,-76.014651,,2017-02-15 19:38:35,2020-01-02 13:00:00,2026-07-08 21:00:00,17600,2379,6.513347023,,,1325,9033,21088
johnsontexacoexpress_000141___1,johnsontexacoexpress_000141,1,30.076626,-94.170614,,2019-02-27 16:57:49,2020-01-03 14:00:00,2026-07-09 21:00:00,15999,2379,6.513347023,2185,9856,9682,9449,9326
hitechautocare_000052___1,hitechautocare_000052,1,18.368283,-66.05187,,2017-11-24 14:52:42,2020-01-02 11:00:00,2026-07-08 21:00:00,19986,2379,6.513347023,,,30603,56776,53859
allamerican_000040___1,allamerican_000040,1,38.680814,-87.520108,,2017-06-02 13:50:51,2020-01-01 5:00:00,2026-07-08 4:00:00,24991,2379,6.513347023,,,13460,48163,44000
aquablue_000062___1,aquablue_000062,1,34.166635,-84.177591,,2018-01-23 21:03:04,2020-01-01 5:00:00,2026-07-08 4:00:00,29828,2379,6.513347023,,4580,93242,100340,98376
apple_000012___1,apple_000012,1,29.700886,-95.689826,,2016-08-24 14:23:00,2020-01-01 6:00:00,2026-07-07 23:00:00,25502,2379,6.513347023,,,,29573,42106
completeadcw_000179___1,completeadcw_000179,1,30.273818,-97.762871,,2019-07-24 20:02:03,2020-01-02 16:00:00,2026-07-08 21:00:00,20767,2379,6.513347023,3240,8021,11673,11960,10283
130843hippo___1,130843hippo,1,47.711217,-116.793266,,2017-09-25 22:05:05,2020-01-01 0:00:00,2026-07-06 1:00:00,29302,2378,6.510609172,,,82790,125930,111119
bluedolphincw_000185___1,bluedolphincw_000185,1,27.462031,-82.567505,,2019-08-28 13:25:54,2020-01-02 13:00:00,2026-07-08 4:00:00,12817,2378,6.510609172,19587,32218,40414,38342,
bluecowcw_000193___1,bluecowcw_000193,1,48.219324,-114.329766,,2019-09-13 13:10:21,2020-01-02 7:00:00,2026-07-08 0:00:00,24507,2378,6.510609172,103977,188802,208723,225574,236854
1003711lindstrom___1,1003711lindstrom,1,33.494659,-112.016962,,2016-09-13 16:34:46,2020-01-01 0:00:00,2026-07-06 0:00:00,24218,2378,6.510609172,,,,33641,58124
1003625superspray___1,1003625superspray,1,35.8957,-94.976267,,2016-09-13 14:36:34,2020-01-01 0:00:00,2026-07-06 0:00:00,20922,2378,6.510609172,,,,19666,35051
73223banks___1,73223banks,1,36.750097,-119.700701,,2017-06-06 22:11:23,2020-01-01 0:00:00,2026-07-06 0:00:00,27173,2378,6.510609172,,,5671,18172,21790
1003010quickandclean___1,1003010quickandclean,1,34.913719,-120.435347,,2016-09-13 16:34:06,2020-01-01 0:00:00,2026-07-05 23:00:00,15119,2377,6.507871321,,,,35446,
000004_cliff___1,000004_cliff,1,41.169932,-112.060492,,2016-06-24 14:27:46,2020-01-01 0:00:00,2026-07-05 23:00:00,28770,2377,6.507871321,,,,42786,104939
192616splash___3,192616splash,3,34.667704,-92.344899,,2016-09-01 19:56:28,2020-01-01 2:00:00,2026-07-05 23:00:00,26357,2377,6.507871321,,,,28663,57192
5025495monkey___1,5025495monkey,1,27.613909,-99.467152,,2016-09-13 14:35:22,2020-01-01 6:00:00,2026-07-05 22:00:00,27331,2377,6.507871321,,,,44474,68470
46303superior___1,46303superior,1,29.627193,-95.235606,,2017-03-06 13:13:32,2020-01-01 6:00:00,2026-07-05 23:00:00,27033,2377,6.507871321,,,12796,61553,67016
3dollarcarwash_000146___2,3dollarcarwash_000146,2,37.290714,-80.074096,,2019-10-03 21:40:01,2020-01-01 5:00:00,2026-07-06 4:00:00,22273,2377,6.507871321,20753,26977,20467,19023,16688
12763superior___1,12763superior,1,29.798555,-95.719688,,2016-09-13 14:34:10,2020-01-01 16:00:00,2026-07-05 22:00:00,23619,2377,6.507871321,,,,24713,40526
215376rockaway___1,215376rockaway,1,0,0,,2017-07-11 0:15:58,2020-01-01 5:00:00,2026-07-06 4:00:00,18728,2377,6.507871321,,,12311,32437,35588
210856pristine___1,210856pristine,1,40.974285,-73.959277,,2016-11-29 14:18:56,2020-01-01 13:00:00,2026-07-05 21:00:00,25695,2377,6.507871321,,,,23095,38763
204663flawless___1,204663flawless,1,40.632978,-74.137563,,2016-12-15 1:26:11,2020-01-01 5:00:00,2026-07-06 4:00:00,18800,2377,6.507871321,,,,34085,41360
194766turnpike___1,194766turnpike,1,40.828893,-73.41784,,2017-08-01 7:47:17,2020-01-01 5:00:00,2026-07-06 4:00:00,23133,2377,6.507871321,,,14976,39505,46656
192616splash___9,192616splash,9,34.588387,-92.56944,,2018-09-04 13:45:46,2020-01-01 0:00:00,2026-07-05 23:00:00,30069,2377,6.507871321,,124118,217516,216912,196734
192616splash___8,192616splash,8,36.312688,-94.177612,,2018-04-23 17:26:44,2020-01-01 0:00:00,2026-07-05 23:00:00,30158,2377,6.507871321,,26473,109949,149676,172536
192616splash___2,192616splash,2,35.1113,-92.444895,,2014-09-11 16:39:17,2020-01-01 4:00:00,2026-07-05 22:00:00,26002,2377,6.507871321,,,,,
192616splash___10,192616splash,10,35.170585,-92.719953,,2019-01-28 15:28:00,2020-01-01 6:00:00,2026-07-05 22:00:00,23699,2377,6.507871321,774,18723,20333,20583,18180
192616splash___1,192616splash,1,34.802119,-92.253826,,2016-06-22 4:48:20,2020-01-01 6:00:00,2026-07-05 23:00:00,27937,2377,6.507871321,,,,37180,116555
190490pauls___1,190490pauls,1,42.24557,-70.882402,,2016-10-25 16:32:50,2020-01-01 14:00:00,2026-07-05 22:00:00,20805,2377,6.507871321,,,,22275,27014
187147colorado___1,187147colorado,1,39.812348,-105.134102,,2016-09-13 15:34:19,2020-01-01 0:00:00,2026-07-05 22:00:00,26504,2377,6.507871321,,,,103861,156743
186961superior___1,186961superior,1,37.928892,-84.550223,,2016-09-13 13:34:46,2020-01-01 16:00:00,2026-07-06 4:00:00,18013,2377,6.507871321,,,,6146,10744
184520david___1,184520david,1,43.09833,-78.942243,,2016-09-13 13:34:44,2020-01-01 5:00:00,2026-07-06 4:00:00,22779,2377,6.507871321,,,,5913,11882
183765aloha___1,183765aloha,1,34.085494,-84.160724,,2016-09-13 13:34:50,2020-01-01 5:00:00,2026-07-06 4:00:00,24662,2377,6.507871321,,,,35403,56757
178058murray___1,178058murray,1,36.623013,-88.322954,,2015-05-28 20:00:34,2020-01-01 0:00:00,2026-07-05 21:00:00,26487,2377,6.507871321,,,,,15854
172509mermaid___1,172509mermaid,1,0,0,,2017-02-17 12:26:15,2020-01-01 6:00:00,2026-07-05 22:00:00,24845,2377,6.507871321,,,4611,25901,26397
165532akey___1,165532akey,1,34.421142,-103.196916,,2016-09-13 15:34:52,2020-01-01 0:00:00,2026-07-05 22:00:00,27065,2377,6.507871321,,,,55329,98341
16135bigsteve___1,16135bigsteve,1,42.541046,-71.739334,,2016-12-16 18:32:23,2020-01-01 12:00:00,2026-07-06 4:00:00,29311,2377,6.507871321,,,,171696,188955
156751mendham___1,156751mendham,1,40.783693,-74.586233,,2017-01-19 3:01:18,2020-01-01 5:00:00,2026-07-06 4:00:00,17426,2377,6.507871321,,,1162,16615,24054
151261chagrin___1,151261chagrin,1,41.41409,-81.344812,,2016-09-13 13:34:06,2020-01-01 5:00:00,2026-07-06 4:00:00,22025,2377,6.507871321,,,,20671,38608
147781mistic___2,147781mistic,2,39.675819,-83.940662,,2017-09-28 19:27:02,2020-01-01 13:00:00,2026-07-05 20:00:00,20271,2377,6.507871321,,,30645,45123,45414
147781mistic___1,147781mistic,1,39.660062,-84.110436,,2016-07-22 11:07:47,2020-01-01 14:00:00,2026-07-05 23:00:00,24142,2377,6.507871321,,,,22809,49905
143308kuhnsville___1,143308kuhnsville,1,40.592831,-75.586218,,2016-09-13 13:34:06,2020-01-01 5:00:00,2026-07-06 4:00:00,23305,2377,6.507871321,,,,35868,78221
136360andysauto___1,136360andysauto,1,41.965349,-87.998246,,2016-02-04 20:43:58,2020-01-01 6:00:00,2026-07-05 21:00:00,25924,2377,6.507871321,,,,3646,39060
5024577greens___1,5024577greens,1,30.552127,-96.26674,,2016-03-25 20:14:50,2020-01-01 6:00:00,2026-07-05 21:00:00,25188,2377,6.507871321,,,,8949,33674
3dollarcarwash_000146___1,3dollarcarwash_000146,1,37.298508,-79.939039,,2019-03-25 17:46:08,2020-01-01 5:00:00,2026-07-06 4:00:00,22140,2377,6.507871321,6204,28242,28076,21237,18876
5025585h2glo___1,5025585h2glo,1,37.247566,-80.034668,,2016-09-13 13:34:27,2020-01-01 5:00:00,2026-07-05 21:00:00,20797,2377,6.507871321,,,,19870,44316
99720hampton___1,99720hampton,1,40.8657,-72.55361,,2017-05-22 19:02:00,2020-01-01 15:00:00,2026-07-05 20:00:00,16801,2377,6.507871321,,,8393,39916,43302
1003445texasstar___1,1003445texasstar,1,29.543576,-95.108501,,2016-09-13 14:22:38,2020-01-01 6:00:00,2026-07-05 6:00:00,15806,2377,6.507871321,,,,9216,12021
1003541american___1,1003541american,1,44.92099,-93.136065,,2017-04-07 14:02:01,2020-01-01 6:00:00,2026-07-05 22:00:00,21382,2377,6.507871321,,,20080,54853,69001
1003569honda___1,1003569honda,1,38.216911,-85.581658,,2016-09-13 13:34:22,2020-01-01 14:00:00,2026-07-05 18:00:00,22204,2377,6.507871321,,,,34673,47436
1003646autowash___1,1003646autowash,1,42.382831,-70.992881,,2016-09-13 13:32:08,2020-01-01 12:00:00,2026-07-06 4:00:00,31244,2377,6.507871321,,,,98042,157513
104442autobath___1,104442autobath,1,40.562999,-74.191182,,2016-09-13 13:34:24,2020-01-01 5:00:00,2026-07-06 4:00:00,17140,2377,6.507871321,,,,22290,34466
5029060raccoon___1,5029060raccoon,1,42.889235,-70.871647,,2016-08-04 12:41:14,2020-01-01 5:00:00,2026-07-06 4:00:00,32275,2377,6.507871321,,,,122803,207092
107912supervalue___1,107912supervalue,1,41.105553,-74.033136,,2017-01-27 5:47:23,2020-01-01 12:00:00,2026-07-06 4:00:00,30030,2377,6.507871321,,,3713,48161,62832
109881short___1,109881short,1,38.08704,-97.911022,,2016-09-13 14:25:21,2020-01-01 0:00:00,2026-07-05 23:00:00,18087,2377,6.507871321,,,,12232,0
131680vicks___1,131680vicks,1,41.710339,-88.069204,,2016-09-13 14:29:18,2020-01-01 0:00:00,2026-07-05 23:00:00,24886,2377,6.507871321,,,,24489,36050
123719squeaky___1,123719squeaky,1,35.642726,-106.013488,,2017-10-05 16:33:39,2020-01-01 0:00:00,2026-07-05 20:00:00,18256,2377,6.507871321,,,15283,28754,30527
5031505carmel___2,5031505carmel,2,33.174909,-96.831814,,2016-08-26 13:47:16,2020-01-01 0:00:00,2026-07-05 23:00:00,29808,2377,6.507871321,,,,60250,106152
60635mrsuds___1,60635mrsuds,1,40.838962,-73.703585,,2017-05-02 8:24:15,2020-01-01 14:00:00,2026-07-05 21:00:00,19731,2377,6.507871321,,,5341,21458,26963
5031505carmel___3,5031505carmel,3,32.91173,-96.45119,,2017-04-24 18:20:34,2020-01-01 6:00:00,2026-07-05 23:00:00,29394,2377,6.507871321,,,22060,97435,111339
59178kustom___1,59178kustom,1,30.256088,-98.866314,,2015-04-29 18:37:28,2020-01-01 14:00:00,2026-07-05 20:00:00,14849,2377,6.507871321,,,,,10601
118135glenville___1,118135glenville,1,42.846573,-73.941631,,2016-09-13 13:34:19,2020-01-01 14:00:00,2026-07-05 21:00:00,19371,2377,6.507871321,,,,14149,23146
5031505carmel___4,5031505carmel,4,32.829143,-96.708796,,2017-05-10 19:56:21,2020-01-01 0:00:00,2026-07-05 23:00:00,29264,2377,6.507871321,,,26128,93260,95850
90984ardoyle___1,90984ardoyle,1,0,0,,2016-10-23 12:27:45,2020-01-01 5:00:00,2026-07-06 4:00:00,22354,2377,6.507871321,,,,32249,53561
147781mistic___3,147781mistic,3,39.809856,-84.025943,,2018-07-13 19:04:27,2020-01-02 15:00:00,2026-07-05 20:00:00,17257,2376,6.50513347,,9147,22530,22164,22089
107731buckeye___1,107731buckeye,1,0,0,,2017-01-05 15:45:54,2020-01-02 14:00:00,2026-07-06 4:00:00,18851,2376,6.50513347,,,67,14248,18563
24036englewood___1,24036englewood,1,26.95739,-82.352491,,2016-09-13 13:24:25,2020-01-01 13:00:00,2026-07-04 15:00:00,21087,2376,6.50513347,,,,17893,25856
181322sunset___1,181322sunset,1,48.772116,-122.458842,,2017-02-01 0:47:19,2020-01-02 16:00:00,2026-07-05 23:00:00,22232,2376,6.50513347,,,5168,64101,86258
coastalcarwash_000096___3,coastalcarwash_000096,3,33.429109,-79.147888,,2018-11-14 13:14:18,2020-01-04 5:00:00,2026-07-07 4:00:00,404,2375,6.502395619,,0,0,0,0
demo_client___1,demo_client,1,28.417917,-81.304145,,2016-04-23 10:16:42,2020-01-05 14:00:00,2026-07-08 8:00:00,342,2375,6.502395619,,,,1501,5
104446sparta___1,104446sparta,1,41.077494,-74.661295,,2016-09-13 13:33:58,2020-01-02 14:00:00,2026-07-04 16:00:00,13185,2375,6.502395619,,,,16679,33395
167300jcauto___1,167300jcauto,1,41.127653,-100.762632,,2016-09-13 14:30:13,2020-01-02 15:00:00,2026-07-03 21:00:00,15130,2374,6.499657769,,,,10305,12716
104486national___1,104486national,1,40.923921,-72.698484,,2016-09-13 13:28:26,2020-01-02 13:00:00,2026-07-03 20:00:00,15793,2374,6.499657769,,,,4727,9804
bubbasexpresscw_000191___1,bubbasexpresscw_000191,1,38.02168,-121.294203,,2019-09-13 13:03:53,2020-01-08 23:00:00,2026-07-09 2:00:00,28986,2373,6.496919918,90533,226183,228476,211263,176494
inandout_000030___1,inandout_000030,1,27.731236,-82.434576,,2017-02-20 20:41:49,2020-01-01 5:00:00,2026-07-02 0:00:00,19555,2373,6.496919918,,,19678,133195,204442
championxpresscw_000216___1,championxpresscw_000216,1,35.189162,-106.616062,,2019-11-25 16:05:06,2020-01-09 1:00:00,2026-07-09 0:00:00,28740,2372,6.494182067,60183,101330,103862,113867,101712
monstersexpress_000220___1,monstersexpress_000220,1,27.192223,-80.243057,,2019-12-10 22:04:24,2020-01-10 15:00:00,2026-07-10 5:00:00,31378,2372,6.494182067,66279,112037,119615,126981,120037
championxpresscw_000216___2,championxpresscw_000216,2,35.538227,-108.758101,,2019-11-25 16:11:25,2020-01-09 20:00:00,2026-07-09 0:00:00,28713,2372,6.494182067,132545,188555,195526,130567,101279
trushine_000114___3,trushine_000114,3,36.713727,-81.930184,,2019-11-11 22:15:16,2020-01-14 17:00:00,2026-07-10 5:00:00,27035,2368,6.483230664,28285,63361,72007,78274,78985
iaislandcarwash_000198___1,iaislandcarwash_000198,1,30.647918,-81.459269,,2019-09-25 13:37:46,2020-01-14 15:00:00,2026-07-09 5:00:00,23738,2367,6.480492813,24886,53102,66499,60983,57579
prestigeautospa_000140___1,prestigeautospa_000140,1,25.915846,-80.156975,,2019-02-18 15:26:16,2020-01-17 15:00:00,2026-07-10 5:00:00,27150,2365,6.475017112,402,1441,4217,4697,3782
synergycw_000177___1,synergycw_000177,1,26.195744,-80.289795,,2019-07-24 15:36:49,2020-01-20 7:00:00,2026-07-10 5:00:00,24901,2362,6.466803559,9634,31963,34615,40952,44813
weberwash_000038___2,weberwash_000038,2,38.481035,-90.221359,,2017-11-10 16:42:49,2020-01-13 6:00:00,2026-07-01 15:00:00,115,2361,6.464065708,,,0,1,0
carlswash_000218___1,carlswash_000218,1,36.77251,-76.25208,,2019-12-03 17:28:51,2020-01-21 23:00:00,2026-07-09 4:00:00,29434,2360,6.461327858,49565,69359,65196,55836,58256
demo_client___2,demo_client,2,27.975131,-82.53223,,2016-03-01 16:59:58,2020-01-03 14:00:00,2026-06-18 6:00:00,156,2357,6.453114305,,,,0,0
dirtydavescarwash_000199___1,dirtydavescarwash_000199,1,27.023325,-82.044036,,2019-09-25 13:40:25,2020-01-27 20:00:00,2026-07-09 4:00:00,29569,2354,6.444900753,18473,38629,51048,50627,50996
tsunamicarwash_000122___2,tsunamicarwash_000122,2,44.225323,-88.404245,,2019-10-11 20:40:49,2020-01-29 14:00:00,2026-07-09 8:00:00,28182,2352,6.439425051,46098,98023,115268,104953,81138
coolriverexpresscw_000189___1,coolriverexpresscw_000189,1,29.650352,-95.679178,,2019-08-29 14:54:12,2020-01-30 0:00:00,2026-07-09 0:00:00,28359,2352,6.439425051,40172,92345,106799,101809,87190
snapclean___2,snapclean,2,32.590671,-96.928428,,2019-10-16 19:19:38,2020-01-31 20:00:00,2026-07-10 0:00:00,27025,2351,6.436687201,54997,128548,153618,134624,134504
totalpackagecw_000206___1,totalpackagecw_000206,1,28.077809,-81.963664,,2019-10-16 19:16:53,2020-02-06 18:00:00,2026-07-10 5:00:00,31944,2345,6.420260096,93589,203549,223978,233981,235145
paradisefallscw_000194___1,paradisefallscw_000194,1,33.861948,-84.670918,,2019-09-13 13:16:03,2020-02-06 12:00:00,2026-07-10 5:00:00,29666,2345,6.420260096,44481,120001,134956,146237,137530
finenshine_000228___1,finenshine_000228,1,33.613739,-96.191931,,2020-01-28 15:22:55,2020-02-06 16:00:00,2026-07-08 22:00:00,22750,2344,6.417522245,27257,37322,42965,36745,32584
fastpasscarwash_000225___1,fastpasscarwash_000225,1,34.648576,-120.457163,,2020-01-15 21:13:50,2020-02-06 19:00:00,2026-07-09 1:00:00,24470,2344,6.417522245,75864,84093,72401,64985,68013
championvernal_000213___1,championvernal_000213,1,40.456297,-109.52532,,2019-11-12 13:57:42,2020-02-06 22:00:00,2026-07-09 2:00:00,29667,2344,6.417522245,42904,84920,90906,107686,129929
carismacarwash_000200___1,carismacarwash_000200,1,30.893952,-102.905384,,2019-09-25 13:42:42,2020-02-10 16:00:00,2026-07-08 23:00:00,21047,2340,6.406570842,22891,41325,45479,45800,45932
blusflexservecw_000214___1,blusflexservecw_000214,1,30.249175,-94.198114,,2019-11-12 14:03:34,2020-02-12 17:00:00,2026-07-09 0:00:00,27067,2338,6.40109514,14729,54154,73536,75224,70062
demo_client___6,demo_client,6,30.397537,-84.347711,,2018-02-08 21:01:57,2020-02-14 5:00:00,2026-07-06 14:00:00,1933,2334,6.390143737,,,0,2,84
1003358vexpress___1,1003358vexpress,1,38.051504,-84.715945,,2016-09-13 13:34:06,2020-01-02 11:00:00,2026-05-18 22:00:00,21233,2328,6.373716632,,,,15385,19676
prestigecarwash_000212___1,prestigecarwash_000212,1,38.314417,-85.562446,,2019-11-12 13:51:42,2020-03-03 16:00:00,2026-07-10 5:00:00,29145,2319,6.349075975,43556,106179,143503,154645,159795
zippycarwash_000145___6,zippycarwash_000145,6,35.333821,-81.897474,,2019-12-10 16:21:27,2020-03-13 11:00:00,2026-07-10 5:00:00,26376,2309,6.321697467,58134,93884,90968,97306,94160
caliberocala_000153___4,caliberocala_000153,4,28.837181,-82.355806,,2020-01-17 13:18:17,2020-04-06 20:00:00,2026-07-09 4:00:00,32070,2284,6.253251198,91581,194567,207159,209050,202903
varsitycarwash_000227___1,varsitycarwash_000227,1,42.023334,-93.669375,,2020-01-17 13:23:59,2020-05-07 18:00:00,2026-07-10 3:00:00,24653,2254,6.171115674,40675,109443,90777,82043,73461
coolcleancarwash_000247___1,coolcleancarwash_000247,1,26.351395,-80.111146,,2020-05-04 16:34:14,2020-05-08 16:00:00,2026-07-09 4:00:00,22889,2252,6.165639973,14388,31559,39158,39910,44613
caliberocala_000153___7,caliberocala_000153,7,32.497545,-85.044658,,2020-03-04 15:46:09,2020-05-11 16:00:00,2026-07-09 4:00:00,31379,2249,6.15742642,88960,177663,180849,159310,159651
rainbowcarwash_000208___1,rainbowcarwash_000208,1,36.732832,-88.633176,,2019-11-12 13:42:52,2020-05-18 14:00:00,2026-07-09 21:00:00,18023,2243,6.140999316,12205,30676,32802,35644,36767
splashnfoam_000229___1,splashnfoam_000229,1,28.330981,-98.116302,,2020-02-03 14:19:18,2020-05-22 14:00:00,2026-07-09 22:00:00,14038,2239,6.130047912,323,7191,9727,9196,9978
caliberocala_000153___6,caliberocala_000153,6,33.822277,-84.576145,,2020-03-04 15:42:48,2020-05-26 18:00:00,2026-07-09 4:00:00,30706,2234,6.116358658,64741,122789,130982,118778,106072
fastlapcw_000230___1,fastlapcw_000230,1,33.492811,-112.169382,,2020-02-03 14:26:15,2020-06-03 18:00:00,2026-07-09 2:00:00,31286,2226,6.094455852,51264,125251,101279,90623,84962
washup_000226___1,washup_000226,1,33.928063,-117.558287,,2020-01-17 13:23:14,2020-06-09 13:00:00,2026-07-10 2:00:00,29860,2221,6.080766598,21494,54798,55030,54934,58609
americanpride_000238___1,americanpride_000238,1,35.722153,-78.645421,,2020-03-23 15:07:45,2020-06-15 17:00:00,2026-07-08 4:00:00,31626,2213,6.058863792,71918,148280,153070,149747,148861
centurycarwash_000236___1,centurycarwash_000236,1,35.54361,-89.66253,,2020-03-04 15:54:29,2020-06-16 17:00:00,2026-07-09 0:00:00,29100,2213,6.058863792,51481,113936,115912,116106,112868
sammysexpresscw_000254___1,sammysexpresscw_000254,1,39.942626,-74.990121,,2020-05-29 19:10:40,2020-06-17 16:00:00,2026-07-10 5:00:00,27135,2213,6.058863792,144883,190708,163927,154473,169057
caliberocala_000153___5,caliberocala_000153,5,30.446616,-86.639313,,2020-03-02 21:29:53,2020-06-18 12:00:00,2026-07-09 0:00:00,29407,2211,6.05338809,37195,90648,90216,70869,53948
rocknrollexpress_000224___1,rocknrollexpress_000224,1,27.184451,-80.241684,,2020-01-14 21:05:14,2020-06-24 20:00:00,2026-07-10 5:00:00,22988,2206,6.039698836,13725,40464,62604,75706,79450
waterscarwash_000245___1,waterscarwash_000245,1,27.176182,-80.252408,,2020-04-14 21:11:12,2020-07-02 20:00:00,2026-07-10 5:00:00,28066,2198,6.01779603,76403,136842,161812,180206,217707
zippycarwash_000145___5,zippycarwash_000145,5,39.934573,-75.068581,,2019-11-11 12:53:20,2020-07-02 10:00:00,2026-07-10 5:00:00,24525,2198,6.01779603,26080,88843,83929,75792,75784
boyntonbeachbp_000101___1,boyntonbeachbp_000101,1,26.526886,-80.098833,,2018-09-10 14:56:17,2020-07-09 19:00:00,2026-07-09 4:00:00,10674,2190,5.995893224,,349,7599,,0
glacierexpress_000240___1,glacierexpress_000240,1,45.754659,-108.563221,,2020-04-02 12:34:51,2020-07-10 22:00:00,2026-07-09 1:00:00,25074,2189,5.993155373,69260,157620,140485,116815,101870
